chaamai 	KDKD 	7 	z 		chaamai KDKD z 7 . Iri izwi rinoshandiswa kutaura kuti amai vomumwe vakaita, kana kuti vakaitirwa, zvinonyadzisa.
chipunu 	DKD 	7 	z 		chipunu DKD z 7 . Uyu mudziyo une mubato murefu une kokupedzisira kwakakombwera, wokucheresa zvinhu zvakaita semunyu neshuga. Mwana anodya bota nechipunu. chihwepura 7, chiwepu 7, sipunu 7 .
chipupupu 	DDKD 	7 	z 		chipupupu DDKD z 7 . Uyu muitiro wokubatsirana kugadzirisa zvakanganisika nechimbichimbi. Chakava chipupupu kudzimura moto paberere remba.
chipuripuri 	DDKDD 	7 	z 		chipuripuri DDKDD z 7 . Uku kurwa kusina pfungwa kwokungokanda zvibhakera zvisina kunangiswa. Kurwa kwavakadzi chipuripuri.
chipuriro 	DKKD 	7 	z 		chipuriro DKKD z 7 . Iyi inzvimbo inopurirwa zviyo, inowanza kuva paruware. Hundi inosara pachipuriro, musvo uchiiswa mudura. bondero 5 .
chiputu 	D- 	7 	z 		chiputu D- z 7 . Chiputu inhumbi shoma dzinenge dzakamonerwa muchihomwe chidiki. Akatakura chiputu chake chenhumbi ndokutiza. chibutwa 7 .
chipuvira 	D- 	7 	z 		chipuvira D- z 7 . Uyu munhu anopindira munyaya dzevamwe.
chipwanyanenyanga 	DDDKDK 	7 	z 		chipwanyanenyanga DDDKDK z 7 . Iyi in'ombe yakaita diki ine mapfupa akapfava.
chipwanyo 	D- 	7 	z 		chipwanyo D- z 7 . Chipwanyo mudziyo unoshandiswa kutswanya zvinhu.
chipwati 	DKD 	7 	z 		chipwati DKD z 7 . Chipwati kuseka zvine ruzha mukati, kazhinji pamafaro panenge pakawandwa. Chaingova chipwati pakasangana amai nomwana mushure megore vaparadzana.
chiradza 	D- 	7 	z 		chiradza D- z 7 . Chiradza chinhu chakakura kana kugara panzvimbo kwenguva refu. Zviradza zvepano zvinyerere, pwere dzichiguraudza. |Chiradza inyoka huru inotyisa. Chiradza munhu anodhakwa zvikuru.
chiraha 	D- 	7 	z 		chiraha siraha D- z 7 . Chiraha inzvimbo inourayirwa n'ombe.
chirahwe 	DKD 	7 	z 		chirahwe chirabwe DKD z 7 . chipari 7 .
chirairo 	DKKD 	7 	z 		chirairo DKKD z 7 . Uku kudya kwamanheru vanhu vasati vavata. chirariro 7 .
chirakapiti 	DDDKK 	7 	z 		chirakapiti DDDKK z 7 . Iyi inyoka huru chaizvo.
chirakaraka 	DKDKD 	7 	z 		chirakaraka DKDKD z 7 . Idzi ishungu dzokuda kuti zvimwe zvinhu zviitike.
chirakasho 	DKKD 	7 	z 		chirakasho DKKD z 7 . Uyu munhu anoita zvoutsinye pane zvose zvaaniota.
chirambakusakara 	D- 	7 	z 		chirambakusakara D- z 7 . Ichi chinhu chakasimba zvokuti hachikasiri kubvuruvara kana kufa. Bachi rangu dema chirambakusakara.
chirambo 	DKK 	7 	z 		chirambo DKK z 7 . Chirambo inzvimbo inomera howa gore negore, kana kuti panowanikwa mhando yechimwe chisikwa pane imwe nguva yegore. Chirambo chehowa uhu churu.
chiramu 	DKD 	7 	z 		chiramu DKD z 7 . Chiramu kutamba kwevanhu vachitsvinyirana vachisekana. Taru aitamba chiramu nomunin'ina womukadzi wake.
chiramukukuta 	D- 	7 	z 		chiramukukuta D- z 7 . Iyi ishiri inogara munzizi uye inotambira mumvura. chinyamukukutu 7 .
chiramwa 	DDK 	7 	z 		chiramwa DDK z 7 . Chiramwa kuramba chawanga uchimboda nokuda kwekushatirwa kana chinya.
chirangano 	D- 	7 	z 		chirangano D- z 7 . Ichi chinhu chinenge chatenderwa navaviri kuti vachazoita. Musikana akaputsa chirangano chokuroorana nomukomana wake. chibvumirano 7 .
chirangaranga 	D- 	7 	z 		chirangaranga D- z 7 . Apa paseri pegotsi remhuka, panosangana hona dzeshaya neyemusoro kuseri kwenzeve, panoti kana ikarohwa kana kutemwa haitani kufa.
chirangariro 	D- 	7 	z 		chirangariro D- z 7 . Uku kufungira mumwoyo kwokutondera zvakamboitika.
chirango 	D- 	7 	z 		chirango D- z 7 . Chirango chinhu chakaoma kana kuti chinorwadza chinoitiswa munhu anenge akanganisa kuti apfidze. Chirango kungoita chinhu kuti ufadze vamwe, kunyange iwe zvisiri muhana mako. Ndakadya sadza ravatete zvechirango asi ini ndakanga ndakaguta. mutemo 3, tsika 9 .
chirapamapenzi 	DDDDKK 	7 	z 		chirapamapenzi DDDDKK z 7 . Uyu munhu anokwanisa kuranga chero munhu anonetsa zvokutadzwa navazhinji. Mambo akasarudza chirangamapenzi chejinda risina warinozeza. chiororo 7 .
chirapanuro 	D- 	7 	z 		chirapanuro D- z 7 . Uyu munhu ane urozvi hwakatesva, anokwanisa zvinokona vamwe.
chirara 	DKD 	7 	z 		chirara DKD z 7 . Chirara indima inosara isina kurimwa pakati pedzakarimwa.
chiraramhene 	DKKDK 	7 	z 		chiraramhene DKKDK z 7 . Uhwu uswa hwakaita utsvuku, hunomera mumapani, hunopfuririswa dzimba.
chiraramiso 	D- 	7 	z 		chiraramiso D- z 7 . Ichi chinhu chese chinopa upenyu.
chiraramubhawa 	DKKDKD 	7 	z 		chiraramubhawa DKKDKD z 7 . Uyu munhu anodhakwa zvokurara paanwira ipapo. chigonamubhawa 7 .
chirariro 	DKKD 	7 	z 		chirariro DKKD z 7 . chirairo 7 .
chirau 	DDK 	7 	z 		chirau DDK z 7 . Chirau panzvimbo panorara makudo manheru.
chirauro 	DKKD 	7 	z 		chirauro DKKD z 7 . Iyi iwaya inoshandiswa kubata hove, yakaomarara yakakombamiswa, iine muromo wakatesvera. chiredzo 7, chivedzo 7 .
chirayiranhaka 	D- 	7 	z 		chirayiranhaka D- z 7 . Ichi chinyavada chinoruma zvinorwadza chaizvo uye chene uturu hungatouraya munhu.
chirebvu 	D- 	7 	z 		chirebvu D- z 7 . Chirebvu chiri pazasi pemuromo uye ndipo panomera ndebvu kuvarume.
chiredhi 	DKD 	7 	z 		chiredhi DKD z 7 . Chiredhi chifendefa chitema chainyorerwa kare mabhuku achiri mashoma muzvikoro.
chiredzo 	DKK 	7 	z 		chiredzo chivedzo DKK z 7 . chirauro 7 .
chiredzwa 	DDK 	7 	z 		chiredzwa DDK z 7 . Chiredzwa imombe kana chimwewo chinopihwa kumunhu anenge akarera mwana wemumwe.
chirei 	D- 	7 	z 		chirei D- z 7 . Chirei chinotemwa panoparadzana matavi makuru maviri, chichishandiswa kutakurisa zvinhu chichikwehwa nen'ombe. Chirei chinokonzera gukuravhu.
chiremera 	D- 	7 	z 		chiremera D- z 7 . Izvi ndezvaunoita nezvauri zvinoita kuti vanhu vangokukudza voga. Vanhu vane mutsa wanowanzova nechiremera.
chiremo 	D- 	7 	z 		chiremo D- z 7 . Chiremo chipenga chemucheka chinosonerwa panenge pabvaruka. chigamba 7 .
chiremwaremwa 	DKDKD 	7 	z 		chiremwaremwa DKDKD z 7 . Iyi ishiri ino muviri wakaita sembeva asi iyo ichibhururuka, uye inowanzoonekwa usiku chete.
chireshe 	DKK 	7 	z 		chireshe DKK z 7 . chipukupuku 7 .
chirevauwandu 	DKKKDD 	7 	z 		chirevauwandu chireveuwandi DKKKDD z 7 . Ichi ndechinotaridza uzhinji kana ushoma hwezvinhu mumutauro. Izwi rokuti ndoga chirevauwandi.
chirevereve 	DKDKD 	7 	z 		chirevereve DKDKD z 7 . Iyi inhetembo inodetembwa nomurume kutenda mukadzi pakumubata zvakanaka mugudza. madanha 6 .
chirevo 	DKK 	7 	z 		chirevo DKK z 7 . Chirevo mashoko anotaurwa panguva imwe chete nomunhu kusvikira paanozororera, iwo aine zvaanoreva zvakakwana. Kana uchinyora rondedzero, unofanira kushandisa zvirevo zvizere nguva dzose. Chirevo mazwi ane udzamu mune zvaanoreva, kazhinji ari ematambidzanwa. "Mandikurumidze akazvara mandinonoke" chirevo chechokwadi. Chirevo mazwi anopiwa nemutongi anenge achifanira kutevedzwa. mutemo 3 .
chiridzamheterwa 	DDDDKD 	7 	z 		chiridzamheterwa DDDDKD z 7 . Iyi inyama yesusu inowanzopiwa vakomana kuti vadye iri mbishi, kuti vagogona kuridza mheterwa. susuvarisi 5 .
chirigo 	D- 	7 	z 		chirigo D- z 7 . Chirigo muripo unopiwa ishe kana achitonga nyaya.
chirimi 	DKK 	7 	z 		chirimi DKK z 7 . Chirimi matauriro omunhu ane urema hwokutadza kunyatsodudza mamwe mavara ari mumutauro.
chirimo 	D- 	7 	z 		chirimo D- z 7 . Chirimo inguva inotevera zhizha, inozivikanwa nokushaya makore akawanda mudenga.
chirimwa 	DDK 	7 	z 		chirimwa DDK z 7 . Chirimwa ndechese zvacho chamunogona kudzvara mumunda muchizochikohwa kana kudya. mbeu 9, mbesa 9 .
chirindira 	DDKD 	7 	z 		chirindira DDKD z 7 . Iyi itsika yokubvisa mari yokutenga zviyo kuvanhu vanoda mari padoro, zvozotorwa mumashure.
chirindo 	D- 	7 	z 		chirindo D- z 7 . Chirindo kadumba kaduku keuswa kanovakirwa kumunda pakakwirira, kuti vanhu vakwanise kuona zvingada kudya mbeu zvichiri kure. Kune makudo munhu anotogara muchirindo pazhizha. dumba 5 .
chiringa 	DKD 	7 	z 		chiringa DKD z 7 . Chiringa kuda kuonesesa munhu achitarisa kose kose. Chiringa kutarisa chinhu, wopedza nguva refu wakangotarisa, wombokanganwa zvauri kuita. Ukaita chiringa mudhorobha unotsikwa nemotokari.
chiringiriro 	DKKKD 	7 	z 		chiringiriro DKKKD z 7 . chionioni .
chiripiro 	D- 	7 	z 		chiripiro D- z 7 . Ichi chinhu chaunoita kana chaunobvisa kuratidza kuti hauchadi kuzoitazve zvawakambokanganisa.
chiro 	D- 	7 	z 		chiro D- z 7 . chinhu 7 .
chiro 	DK 	7 	z 		chiro DK z 7 . Chiro inzvimbo inorara makudo mugomo. chirau 7 .
chirodzeso 	D- 	7 	z 		chirodzeso D- z 7 . Ichi ndicho chinotesvereswa midziyo. chirodzo 7 .
chirodzo 	D- 	7 	z 		chirodzo D- z 7 . Idombo rakagadzirirwa kutesvera matemo, mapanga nezvimwewo zvokuchekesa zvinoshandiswa navanhu. chirodzeso 7 .
chirombo 	DDK 	7 	z 		chirombo DDK z 7 . Chirombo imhuka huru kana zinhu ziguru. chikara 7 .
chironda 	D- 	7 	z 		chironda D- z 7 . Chironda inzvimbo diki yenhengo yomuviri inenge yakuvadzwa. ronda 5 . Chironda chigumbu kana nyunyuto iri muhana momunhu.
chirongedzero 	D- 	7 	z 		chirongedzero D- z 7 . Iyi inzvimbo yese yese zvayo inochengeterwa zvinhu.
chirongo 	DDK 	7 	z 		chirongo DDK z 7 . Chirongo rudzi rwehari huru inoumbwa nevhu, inoshandiswa pakuchera mvura kutsime nokuichengetera mumba.
chirongwa 	DDK 	7 	z 		chirongwa DDK z 7 . Chirongwa chinhu chose chose chinenge chakagadzirirwa kuti chizoitwa kana kuitika.
chirooroo 	DKDKD 	7 	z 		chirooroo DKDKD z 7 . Uyu mutauro wemasanganiswa waishandiswa kare kumabasa pakati pevarungu nevatema. chiraparapa 7, fanikaroo 9 .
chiropa 	D- 	7 	z 		chiropa D- z 7 . Chiropa inhengo iri muchipfuva inoita basa rokunatsa ropa romuviri wose nekugadzira nduru. chitaka 7 .
chirotarota 	D- 	7 	z 		chirotarota D- z 7 . Ichi chirwere chenyimo chinoita kuti dziore.
chiroto 	DKK 	7 	z 		chiroto DKK z 7 . Chiroto kuitika kwezvinhu zvaunoona iwe uri kuhope.
chirovamatumba 	DKKDKK 	7 	z 		chirovamatumba DKKDKK z 7 . Uyu munhu murefu ane mumhu mukuru.
chirovero 	DKKD 	7 	z 		chirovero DKKD z 7 . Uyu muti wakavezwa wakapafarara rimwe divi, unorovereswa zvikuva zvedzimba. chikwauro 7 .
chirovhoro 	DKKD 	7 	z 		chirovhoro DKKD z 7 . Uyu munhu anokara chikafu zvakanyanya.
chirudu 	DKD 	7 	z 		chirudu DKD z 7 . Chirudu itsika yokukuramwa zvinhu.
chirudzi 	D- 	7 	z 		chirudzi D- z 7 . Chirudzi mutauro wevanhu wakasiyana nowenyu, unoshandiswa nevanhu vakatama kubva kune dzimwe nyika.
chirugu 	DDK 	7 	z 		chirugu chirugwi DDK z 7 . Chirugu idanga kana kuti imba inorara huku, mbudzi, mhuru kana hwai. zumbu 5 .
chirumanegotsi 	DKKDKD 	7 	z 		chirumanegotsi DKKDKD z 7 . Ichi chipukanana chine makwati akaomarara, chinoruma nepanosangana mutsipa nomusana.
chirumbi 	D- 	7 	z 		chirumbi D- z 7 . chirungu 7 .
chirume 	DKK 	7 	z 		chirume DKK z 7 . Chirume maitiro evanhurume. Chirume kuita zvinhu wakashinga sezvinotarisirwa vanhurume. Chirume munhu anonyenga vasikana chaizvo.
chirumiko 	DKKD 	7 	z 		chirumiko DKKD z 7 . Iri izita rinopiwa nyanga kana demhe rinoshandiswa nen'anga pakuburitsa zvikandwa zvinenge zviri mumuviri womurwere. murumiko 3 .
chirungu 	D- 	7 	z 		chirungu D- z 7 . Chirungu mutauro nemaitiro evachena. chingezi 7 .
chirungurira 	D- 	7 	z 		chirungurira D- z 7 . Ichi chirwere chokusvotwa nomwoyo zvikuru, sezvingaitika kana munhu adya mbambaira dzakapora. Iri igakava kana chinyunyuto chinenge chiri mumwoyo momunhu, chichimushaisa mufaro nguva dzose.
chiruvi 	DDK 	7 	z 		chiruvi chiruvu DDK z 7 . Chiruvi ndepanosangana uswa pamusoro pedenga pahunosungwa kuita chidhongo. chitsuyi 7 .
chirwadzo 	DKK 	7 	z 		chirwadzo DKK z 7 . Chirwadzo kudzimbikana kwenyama dzomuviri kana kuti shungu dziri pamwoyo.
chirwere 	DKK 	7 	z 		chirwere DKK z 7 . Chirwere ihosha inokonzera kurwadza komuviri. denda 5 . Chirwere itsika yomunhu yakaipa inenge ichimukunda. Meneja uyu ane chirwere chokuda vakadzi.
chirwirangwe 	D- 	7 	z 		chirwirangwe D- z 7 . Chirwirangwe kukutsirana kurova munhu mumwe chete. Chirwirangwe kuita muonerapamwe pabasa kana kudzivirira tsaona. mushandirapamwe 3 .
chisahwira 	DKKD 	7 	z 		chisahwira DKKD z 7 . Uku kufambidzana kunoita mhuri kana masaimba maviri, seshamwari dzinobatsirana pazvirango zvepamusha zvakasiyana.
chisaino 	DKKD 	7 	z 		chisaino DKKD z 7 . Iyi ihari yehwahwa yokupedzisira inopiwa vanhu pahumwe. chiparadza 7 .
chisaka 	D- 	7 	z 		chisaka D- z 7 . Chisaka ndicho chinhu chinokonzeresa kuti zvimwe zviitike. Umbavha hwese uhwu chisaka chokusada kuzvisevenzera. pamusaka 16 .
chisakiso 	D- 	7 	z 		chisakiso D- z 7 . Ichi ndechinokonzera kuti zvinhu zviitike. Chisakiso chokufoira uku kutamba nguva yebasa. chikonzero 7 .
chisamaura 	DKKKD 	7 	z 		chisamaura DKKKD z 7 . Iyi ishiri inozivikanwa noutsinye hwayo hwokubayirira manyana edzimwe shiri notumwe tupuka paminzwa. chikorera 7, nyamutunge 9 .
chisanasana 	DKKKK 	7 	z 		chisanasana DKKKK z 7 . Iyi inhengo yehuku inosanganisa musana nepanomera mamabava ebesu.
chisangano 	D- 	7 	z 		chisangano D- z 7 . Iyi inzvimbo yokuungana vanhu vaine zvavanoronga. Uku kudya kunopiwa murume apedza ugariri kuti adye nomudzimai wake kekutanga vasati vatorana.
chisango 	DKK 	7 	z 		chisango DKK z 7 . Iyi inzvimbo ine miti yakawanda asi iri diki.
chisasa 	DDK 	7 	z 		chisasa DDK z 7 . Chisasa chirwere chokufunuka kweganda, chinokonzerwa netumwe tukonye tunenge twapinda mumuviri.
chisekeranzira 	D- 	7 	z 		chisekeranzira D- z 7 . Uyu musikana asina tsika anodana chero nemukomana wese amutanga.
chiseko 	D- 	7 	z 		chiseko D- z 7 . Chiseko chinhu chinonyadzisa chinoita kuti munhu asekwe nevamwe.
chisemaura 	DKKKD 	7 	z 		chisemaura DKKKD z 7 . Iyi ishiri inodya nyama inowanzotevera vavhimi kuti igosara yodya ura pavanenge vavhiya mhuka. shavishavi 5, korera 9 chiteveravadzimba 7 .
chisengwa 	DDK 	7 	z 		chisengwa DDK z 7 . Chisengwa ndipo panhengo yomukadzi panobuda napo mwana. Chisengwa kamutundu kadiki kanofambwa nako.
chisere 	DKK 	7 	z 		chisere DKK z 7 . Iri izita rinoreva chiverengwa chinotevera mushure mechinomwe.
chiseredzero 	D- 	7 	z 		chiseredzero D- z 7 . Ichi ndechaunodya kana kunwa wapedza kudya kukuru. Aita museredzero wetii.
chiserima 	DKKD 	7 	z 		chiserima DKKD z 7 . Ichi chipadza chidiki chapera nokuda kwekushandiswa.
chisero 	D- 	7 	z 		chisero D- z 7 . Chisero magariro aunenge wakaita wakapfunya makumbo. chibondokoto 7 . Chisero mudziyo wokupepetesa unoshandiswa kuparadzanisa tsanga kubva kuhundi. rusero 11 .
Chishanu 	DKD 	7 	z 		Chishanu DKD z 7 . Chishanu izuva resvondo rinotevera China iro richiteverwawo noMugovera.
chishanu 	DKD 	7 	z 		chishanu DKD z 7 . Chishanu kukwazisana kunoita vanhu vachibatana kana kurovana maoko. Chishanu imari inoita masendi makumi mashanu, inova ndiyo yaimbove mashereni mashanu kare.
chisharo 	D- 	7 	z 		chisharo D- z 7 . Ichi chigaro chinogarwa nomunhu achichovha bhasikoro. chigaro 7 .
chishashavira 	D- 	7 	z 		chishashavira D- z 7 . Idzi ishungu dzokuda kuita chimwe chinhu.
chishava 	DKK 	7 	z 		chishava DKK z 7 . Chishava in'ombe inourayiwa panotambwa chimanda chomunhukadzi achangoroorwa. Chishava chinhu chakashata chingaitwa ichitova mhosva, sekubaya munhu nebanga. chitsvuku 7 .
chishinashina 	DKDKD 	7 	z 		chishinashina DKDKD z 7 . chipatapata 7 .
chishoka 	D- 	7 	z 		chishoka D- z 7 . Chishoka kufamba rwendo nemakumbo pachinhambo chokushandisa mumwe mudziyo wokufambisa. Takabva kuHarare kusvika kuDande nechishoka tashaya mari yebhazi.
chishongedzo 	D- 	7 	z 		chishongedzo D- z 7 . Ichi chipfeko chipi zvacho chinoonekera pamunhu. Vakadzi vanopfeka mhete sechishongedzo chokuwedzera runako.
chishuwiro 	D- 	7 	z 		chishuwiro D- z 7 . chishuwo 7 .
chishuwo 	D- 	7 	z 		chishuwo chishuvo D- z 7 . Chishuwo ishungu dzokuona munhu wawagarisa usati waonana naye.
chishwaturo 	D- 	7 	z 		chishwaturo D- z 7 . Iyi inenge iri nyanzvi pane zvemishonga yetsiva, kana mimwewo zvayo inotadzwa navazhinji. shasha 9 .
chishwe 	D- 	7 	z 		chishwe D- z 7 . Chishwe inzira yokusunga nayo uchiita pfundo risingazosungunuki.
chisi 	DK 	7 	z 		chisi DK z 7 . Chisi izuva rimwe chete pasvondo rinoereswa nemidzimu yenzvimbo, zvokuti vanhu havabati basa guru rakaita sokurima kana kuvaka.
chisikana 	DKDK 	7 	z 		chisikana DKDK z 7 . Aya maitiro evasikana kana kuti anofananidzirwa nezvinoitwa nevasikana.
chisikwa 	DDK 	7 	z 		chisikwa DDK z 7 . Chisikwa ndechese zvacho chiri panyika chakagadzirwa chikaiswapo naMwari kana kuti noMusiki. Hapana chisikwa chisingadiwo kufara pasi pano.
chisimba 	DDK 	7 	z 		chisimba DDK z 7 . Chisimba kuitira vamwe vanhu zvakashata uchidherera kuti hapana zvavangakuita nokuti wakagwinya kuvadarika. mukundo 3 .
chisimbachebere 	DDK DKD 	7 	z 		chisimbachebere DDK DKD z 7 . Uku kushereketa kuita basa kwenguva diki zvobva zvapera.
chisimbiso 	D- 	7 	z 		chisimbiso D- z 7 . Iyi itsika kana chirango chinoitwa muchechi, chekuti munhu akabhabhatidzwa ari mudiki achizotanga kuva nhengo izere. Chisimbiso chinopihwa kuna avo vagamuchira Jesu somuponesi wavo.
chisimbwa 	DDK 	7 	z 		chisimbwa DDK z 7 . Chisimbwa kamweya kanenge kaine mumwe munhu kekusatya kana kumboremekedza ani kana ani zvake.
chisimiro 	DKKD 	7 	z 		chisimiro DKKD z 7 . Ichi ndechese chinhu chinopfekwa nomunhu pamuviri wake.
chisindimbeva 	DKKKD 	7 	z 		chisindimbeva DKKKD z 7 . Aka kapuka kerudzi rwembeva kanogara mumapako ematombo. mudhenge 7 .
chisipiti 	DKKK 	7 	z 		chisipiti DKKK z 7 . Apa panzvimbo panenge pachibuda mvura kubva muvhu, uye isingaperi. chitubu 7 .
chisiyaniso 	DKKKD 	7 	z 		chisiyaniso DKKKD z 7 . Urwu rupawo runoita kuti zvinhu zvakafanana zvionekwe kuti chimwe nechimwe ndechipi.
chisiyiwa 	DKKK 	7 	z 		chisiyiwa DKKK z 7 . Ichi chinhu chinenge chichiripo asi muridzi wacho ashayika.
chiso 	DK 	7 	z 		chiso DK z 7 . Chiso kumberi komusoro kwaunoona nako. uso 14 .
chisoro 	DKK 	7 	z 		chisoro DKK z 7 . Chisoro iguva rinoera, seramambo kana remudzimu mukuru. Vakuru vanondopira doro pachisoro chesvikiro gore negore. Chisoro izita rinopiwa hwowa hwese kana huchangobuda kubva muvhu.
chisoti 	D- 	7 	z 		chisoti D- z 7 . Chisoti chipoka chedzimba dzakavakwa panhu pamwe. Dzimba dzomumapurazi dzakaita zvisoti zvisoti.
chisuku 	DKK 	7 	z 		chisuku DKK z 7 . Chisuku itsika yokupa mwana kudya, mai vachishandisa ruoko. Kupa mwana bota chisuku itsika yasarira munzvimbo dziri kure nemaguta. Chisuku marutsi omwana mucheche.
chisumbu 	DKK 	7 	z 		chisumbu DKK z 7 . Chisumbu kaputwa kakasungwa-sungwa. bundu 5 .
chisungo 	DKK 	7 	z 		chisungo DKK z 7 . Chisungo ndizvo zvinhu zvose zvamunenge makatenderana kuti zvinofanirwa kuitwa kana kutevedzwa. Chisungo itsindidzo pakati pavanodanana. chitsidzo 7 .
chisunguro 	D- 	7 	z 		chisunguro D- z 7 . Iyi isefa inosviniswa hwahwa kuti hubve masese kuchisara musvi. chishuzho, 7, chisvino 7 .
chisuri 	D- 	7 	z 		chisuri D- z 7 . Chisuri mweya unonhuhwa unobudiswa mudumbu momunhu nokumashure kwake. Chisuri chakanhuhwa zvakadzinga vanhu mumba.
chisurudzo 	DKKD 	7 	z 		chisurudzo DKKD z 7 . Uyu mudziyo unomiminiswa zvinwiwa zvakaita seputugadzike.
chisusukidzo 	DKKKD 	7 	z 		chisusukidzo DKKKD z 7 . Uku kubatsira mumwe kuti akwanise kusvika pane zvaakananga. Vatambi vakazokunda nokuda kwechisusukidzo kubva kuvanhu vaiwokera nhabvu.
chisuvi 	D- 	7 	z 		chisuvi D- z 7 . chiruvi .
chisuwa 	DKK 	7 	z 		chisuwa DKK z 7 . chitsuwa 7 .
chisuwo 	D- 	7 	z 		chisuwo D- z 7 . Chisuwo kunzwa kuda kuona mumwe munhu wawakaonana naye kare, kana kuti imwe nzvimbo yawakasiya kare. chishuwo 7 .
chisva-asva-a 	DKK 	7 	z 		chisva-asva-a DKK z 7 . Urwu ruzha runoitwa navanhu vazhinji vachidzinga mhuka, shiri kana chimwe chisingadiwi padyo. Chakava chisva-asva-a vanhu vachidzinganisa bere rakafamba masikati.
chisve-esve-e 	DKK 	7 	z 		chisve-esve-e DKK z 7 . Uku kuseka nokutsvinya kunogumbura kunenge kuchiitwa nevanhu vakawanda.
chisvino 	D- 	7 	z 		chisvino D- z 7 . Chisvino isefa inoshandiswa pakusvina hwahwa. chisusuniso 7, tsunguro 9 .
chisvo 	DK 	7 	z 		chisvo DK z 7 . Chisvo kabande kesimbi nhetenhete kanocheka nemativi ose, kanonyanyoshandiswa pakugusa ndebvu nokuveura vhudzi mumusoro. reza 9 . Chisvo imhando yechipukanana chakafanana nechinyavada. Chisvo chibage chichangotanga kutunga.
chisvusvuro 	DKKD 	7 	z 		chisvusvuro DKKD z 7 . Uku kudya kwavanhu kwamangwanani.
chiswa 	DK 	7 	z 		chiswa DK z 7 . Chiswa uswa hwakachekwa hukasungwa pamwe chete. Chiswa uswa hune midzi yakasimbarara chose.
chita 	DK 	7 	z 		chita DK z 7 . Chita iboka kana sangano ravanhu vanenge vaine zvinoitwa pamwe chete. nzanga 9 .
chitadzo 	DKK 	7 	z 		chitadzo DKK z 7 . Chitadzo chinhu chinenge chaitwa asi icho chisingabvumidzwi pamutemo wenyika, wechitendero, kana patsika namagarire evanhu. chivi 7 . Chitadzo chinhu chaunenge wakoniwa kuita. Mwana uyu waita chitadzo chokusaroorwa netsika kwayo.
chitafu 	DKD 	7 	z 		chitafu DKD z 7 . Chitafu izerere rinokurira mumvura uye rinonyikwa mumvura, inogezwa navanhu vabva mukuviga chitunha.
chitaitai 	D- 	7 	z 		chitaitai D- z 7 . Aka kapembenene kanobhururuka kachibakidza kamoto, kanoramba kachiti kakambobaka kodzima, uye kanowanzoonekwa panguva yokunaya kwemvura. chin'ain'ai 7, chidwaidwai 7 .
chitaka 	D- 	7 	z 		chitaka D- z 7 . chiropa 7 .
chitakuriso 	D- 	7 	z 		chitakuriso D- z 7 . Ichi ndechipi nechipi zvacho chingashandiswa kuisa vanhu kana kuti nhumbi kana midziyo mukati, zvichifambiswa kubva kune imwe nzvimbo kuenda kune imwe. Chitakuriso chavanhu vachienda kumabasa michovha. chifambiso 7 .
chitambi 	DKD 	7 	z 		chitambi DKD z 7 . Chitambi kapepa kanotengeswa kuposvo, kozonamirwa patsamba somubhadharo wokuti veposvo vagofambisa tsamba iyoyo kuti izosvitswa kwaunoda. sitembi 9 . Chitambi igwaro rinopiwa kumunhu nehurumende kana apasa bvunzo yokuchaira dzimotokari. Kana uchichaira motokari usina chitambi unosungwa.
chitambo 	DKK 	7 	z 		chitambo DKK z 7 . Chitambo kamutambo kevanhu vashoma. Chitambo chikamu chomumutambo wakanyorwa. Chitambo mwanasikana anenge akanaka zvikuru.
chitandangara 	D- 	7 	z 		chitandangara D- z 7 . chitangara 7 .
chitandara 	DKKK 	7 	z 		chitandara DKKK z 7 . Uyu mutauro wepaushamwari unoitwa kuvaraidza nguva, kunyanya nemadzimai.
chitangara 	D- 	7 	z 		chitangara D- z 7 . Aka kachivakwa kemapango kanoshandiswa kuyanikira ndiro nemapoto, kuti zvidonhe mvura kana zvapedza kusukwa. Ukasiya hari dziri pachitangara pamusha pasina vakuru, unowana dzapera kuputswa nepwere. chitara 7, chitandangara 7 .
chitanhatu 	DKDK 	7 	z 		chitanhatu DKDK z 7 . Iri izita rinoshandiswa kureva chiverengwa chinotevera chiri pakati pechishanu nechinomwe.
Chitanhatu 	DKDK 	7 	z 		Chitanhatu DKDK z 7 . Mugovera 3 .
chitara 	DKD 	7 	z 		chitara DKD z 7 . chitangara 7 .
chitarisiro 	D- 	7 	z 		chitarisiro D- z 7 . Ichi chivimbo chinenge chiine munhu, chokuona kuita kana kuitirwa chimwe chinhu muupenyu. Mwana wose ane chitarisiro chokuva baba kana mai vemba rimwe zuva. chishuviro, 7, tarisiro, 9 .
chitata 	D- 	7 	z 		chitata D- z 7 . Chitata chirugu chehuku.
chitataradzimu 	DDDDKK 	7 	z 		chitataradzimu DDDDKK z 7 . Urwu rudzi rwemhashu inobudisa muto unonhuhwa. bashupashu 5, shuwishuwi 5 .
chitatarimbo 	D- 	7 	z 		chitatarimbo D- z 7 . Uyu muti unobuda mukaka unobikwa urimbo hwokuteyesa shiri.
Chitatu 	DDK 	7 	z 		Chitatu DDK z 7 . Chitatu izuva repasvondo riri pakati peChipiri neChina.
chitehwekweverano 	DDDDKKK 	7 	z 		chitehwekweverano DDDDKKK z 7 . Iri igakava pakati pavanhu, umwe nomumwe wavo achida kuti zvaataura iye zvitevedzerwe.
