apuro 	KDD 	5 	z 		apuro epuro KDD z 5 . Apuro rudzi rwemuchero unoberekwa nemuapuro.
divurahana 	DDDKK 	5 	z 		divurahana DDDKK z 5 . Ichi chinhu chipi zvacho chinoita kuti unzwe kutya.
diziro 	KKD 	5 	z 		diziro KKD z 5 . Diziro inzvimbo yokuvanda kana yakadzivirirwa, kunotizirwa panguva yehondo. botero 5 .
dobwe 	KD 	5 	z 		dobwe KD z 5 . dohwe 5 .
dochamutocha 	KKDKD 	5 	z 		dochamutocha KKDKD z 5 . Uku kufamba munhu usina kusimira. Uku kufamba munhu usina chinangwa.
dodorodzi 	KKKD 	5 	z 		dodorodzi dondorodzi KKKD z 5 . Iri ivara rinosara pahanzu ikange isina kudzumburudzwa zvakakwana. dodzi 5, doi 5 .
dofo 	DK 	5 	z 		dofo DK z 5 . Dofo inzvimbo yakaorera, inojenga mvura, inobvira kurima muchirimo.
dofo 	DK 	5 	z 		dofo DK z 5 . Dofo munhu asina njere, kunyanya anotadza muchikoro.
dofu 	D- 	5 	z 		dofu D- z 5 . Dofu chinhu chakapfava semadhaka.
doi 	K- 	5 	z 		doi K- z 5 . dodorodzi .
dokono 	KKD 	5 	z 		dokono KKD z 5 . Ma dokono maitiro okuda kunyatsonzwa manakiro chaiwo echaunenge uchidya.
dokoriro 	D- 	5 	z 		dokoriro D- z 5 . Iyi inhengo yemuviri iri pahuro panobva izwi.
dokoro 	K- 	5 	z 		dokoro K- z 5 . Ma dokoro kunakirwa kana kufarira rumwe rudzi rwechikafu. madongoro 6 .
dokotoko 	D- 	5 	z 		dokotoko D- z 5 . Uyu munhu muhombe ane muviri usina kusimba. Uku kupisa kukuru kwezuva.
domasi 	DKD 	5 	z 		domasi domato DKD z 5 . Domasi muchero unorimwa semumagadheni, unoibva uchitsvuka senhengeni, uchizoshandiswa kurunga muriwo kana nyama pakubika. buno 5, tomatisi 5 .
domba 	D- 	5 	z 		domba D- z 5 . nhomba 9 .
domborepasi 	DKKDK 	5 	z 		domborepasi DKKDK z 5 . Iyi inyembe yaipuwa madzishe namambo wavaRozvi.
dombwa 	D- 	5 	z 		dombwa D- z 5 . Dombwa ishiri inoruka matendere ayo zvakaisvonaka kwazvo.
dome 	DK 	5 	z 		dome DK z 5 . Kuenda dome kurasika gwara rezvinofanira kuitwa.
donda 	D- 	5 	z 		donda D- z 5 . ronda 5 .
dondoro 	K- 	5 	z 		dondoro K- z 5 . Izvi zvivezwa zvinoitsimbirirwa zvakaiswa muhapwa kuti munhu akakuvara makumbo akwanise kufamba.
dongamabwe 	KKKD 	5 	z 		dongamabwe KKKD z 5 . Iri idoro rinobikirwa vanhu vose vakabatsira pakuvigwa komufi kana mariro apera.
dongamazuru 	D- 	5 	z 		dongamazuru D- z 5 . Iri zimai remajuru neshwarara.
donganyuchi 	DDKK 	5 	z 		donganyuchi DDKK z 5 . Urwu rukono rwenyuchi runokandirisa mazai zimai racho.
dongo 	DK 	5 	z 		dongo DK z 5 . Dongo ivhu dema rinoumbiswa. rondo 5 . Dongo igomba rinotorwa ivhu rokuumbisa. rondo 5 .
dongonda 	D- 	5 	z 		dongonda D- z 5 . Dongonda rudzi rwetsoko hombe inowanikwa kumatunhu okumabvazuva kweZimbabwe.
donhodzo 	KKD 	5 	z 		donhodzo KKD z 5 . Donhodzo mazwi anonyaradza munhu anenge ane zvinomunetsa. Donhodzo imvura kana chinwiwa chinoita kuti unzwe zviri nani kana wanga wambopiswa zvakanyanya.
donhwe 	DK 	5 	z 		donhwe domhwe DK z 5 . Donhwe chipundu chezvakaita semvura kana mafuta chinodonha kamwe chete. Donhwe imvura shoma shoma inenge yasara mayakachengeterwa. Donhwe remvura rasara mumukombe uyu harigoni kupedza nyota yangu.
donje 	D- 	5 	z 		donje D- z 5 . Donje chirimwa chinoita zvibhora zvichena zveshinda, chisingaremi, chinogadzirisa micheka. tonje 9, shinda 9, kotoni 9 .
donzvo 	K- 	5 	z 		donzvo dodzo K- z 5 . Donzvo chinangwa chikuru mune zvinenge zvichiitwa. Donzvo rokuraira mwana nderekuti akure ane tsika dzakanaka. Donzvo rechiito rinobuda nemashandisirwo arakaitwa zvichienderana nezvivakiso zvakarikomberedza. Tinoenda. Ngatiende. Enda! Angangoenda. .
dora 	DK 	5 	z 		dora DK z 5 . Dora igonye dema rine tumizwa tunobaya, rinodyiwa.
dorambudzi 	K- 	5 	z 		dorambudzi K- z 5 . Iri igondo guru kudarika mamwe ose, rinogona kubata kana tsuro. chinyamudzura 7 .
doriro 	DKD 	5 	z 		doriro DKD z 5 . Doriro chidikwadikwa chakazvimbirira pahuro yemunhurume.
doritori 	DKDD 	5 	z 		doritori DKDD z 5 . Uyu munhu anofarira kuita nharo pose pose.
doro 	D- 	5 	z 		doro D- z 5 . Doro chinwiwa chinodhaka, chinobikwa nemumera kana nezvimwewo.
dota 	D- 	5 	z 		dota D- z 5 . Dota ipfumbwi yakachenuruka inosara kana zvinhu zvatsva zvikapera.
dototo 	D- 	5 	z 		dototo dhototo D- z 5 . Dototo chinhu chinyoro chinonyiminya nokuda kwezvinenge zvachinyorovesa. Dototo chinhu chichena-chena chakati mbee.
dova 	DK 	5 	z 		dova DK z 5 . Dova zvipundu zvichena zvemvura zvinofuma zvakabatira pazvinhu zviri panze. beto 5, veta 5 . Dova kunyorova kwepasi, asi mvura yambomira kunaya, kunogona kukudza mbeu.
dovi 	DK 	5 	z 		dovi DK z 5 . Dovi kudya kwakatsetseka kunogadzirwa nenzungu dzinotanga dzakangwa dzozokuyiwa.
dozvaurozva 	DDDKD 	5 	z 		dozvaurozva DDDKD z 5 . Kuita dozvaurozva kusabhadhara chikwereti zvachose.
dube 	D- 	5 	z 		dube D- z 5 . Dube munhu anonyepera kupusa achiitira kuvanza mashiripiti ake.
dubwani 	D- 	5 	z 		dubwani duhwani D- z 5 . Dubwani ibundu guru rine mvura mukati, rinomera paunenge wapiswa. dukumbwa 5, dukutumbwa 5 .
duche 	DK 	5 	z 		duche DK z 5 . Duche munhu akapusa. dununu 5 .
duche 	KD 	5 	z 		duche KD z 5 . Duche imhunga ichangobva mukuchekwa mumunda.
dudzirachiito 	D- 	5 	z 		dudzirachiito D- z 5 . Iri izwi rinotsanangura chiito muchirevo.
duhwino 	D- 	5 	z 		duhwino D- z 5 . dhidho 5 .
dukuswa 	KDK 	5 	z 		dukuswa KDK z 5 . Dukuswa igonye rechipembenene rinenge richiri muvhu.
dukutu 	D- 	5 	z 		dukutu D- z 5 . dutu 5 .
dumbetumbe 	D- 	5 	z 		dumbetumbe D- z 5 . Uku kupinda vanhu vachitevedzana, vakakotamisa misana kuti vakwane.
dumbitumbi 	DKDD 	5 	z 		dumbitumbi DKDD z 5 . Uku kupatarika munhu achishaya kokutizira, akombwa nenjodzi.
dumburaatumbura 	DDDDKDD 	5 	z 		dumburaatumbura DDDDKDD z 5 . Iyi imhirizhonga yokuti panorwiwa zvisina anosiyiwa asina ronda. Rakava dumburaatumbura pakarwisana mambo Ndyire navavengi vake. Uku kuchekwa-chekwa kunoitwa mhuka yaurawa pakawandwa.
dumburamashanga 	D- 	5 	z 		dumburamashanga D- z 5 . Iyi imvura yokupedzisira inonaya zvokuibvisa mbeu mumunda. Mvura yedumburamashanga ikasanaya nhaka tinoita nzara kwakana. dumbutsa 5 .
dumburiro 	D- 	5 	z 		dumburiro D- z 5 . Apa ndepanotusvurwa napo dumbu remhuka kuburitsa ura nezvimwe zvomukati.
dumbutsa 	D- 	5 	z 		dumbutsa D- z 5 . dumburamashanga 5 .
dumwa 	KD 	5 	z 		dumwa KD z 5 . Dumwa mushonga unenge wakasungirwa pamuviri, unogona kufambwa nawo kuzvidzivirira kana kukuvadza vamwe nawo. Mutumwapavi anonzi aienda kuhondo nedumwa rinofema kuitira kuti mapfumo asamubaye. zango 5 .
dundira 	D- 	5 	z 		dundira D- z 5 . Dundira inhengo yakaita kahomwe inochengeterwa mvura isisadiwi nomuviri yakamirira kurasiwa kunze. Ukagara kwenguva yakareba usina kurasa mvura unonzwa dundira ropisa.
dungambizi 	KKDK 	5 	z 		dungambizi KKDK z 5 . Urwu rudzi rwouswa rwakati tsvukurukei, rwunotanda rwune mhonzvora dzinorukiswa shambo. mbizi 5 .
dungurira 	D- 	5 	z 		dungurira D- z 5 . chirungurira 7 .
dungwe 	KD 	5 	z 		dungwe KD z 5 . mudungwe 3 .
dungwerungwe 	KKKD 	5 	z 		dungwerungwe KKKD z 5 . Aya makomo anenge akawanda akabatana. Makomo eNyanga idungwerungwe chairo kureba.
duramazwi 	DDDK 	5 	z 		duramazwi DDDK z 5 . Iri ibhuku rinopa tsananguro yamanzwi anowanikwa mumutauro. Duramazwi rakaita serino ndiro rokutanga kuitwa mumutauro wedu. dhikishinari 5 .
durika 	KKD 	5 	z 		durika KKD z 5 . Durika mwana anotanga kubuda mazino okumusoro apazasi asati.
durungundu 	K- 	5 	z 		durungundu K- z 5 . Iri zimhuka ziguru kwazvo.
durura 	D- 	5 	z 		durura D- z 5 . Durura ibundo rinoreba, rinowanikwa pakanyorova, rinotumbuka richiita dzvuku.
dururasvita 	DDDKK 	5 	z 		dururasvita DDDKK z 5 . Uyu munhu murefu akanaka pachimiro zvose nouso.
duruturu 	D- 	5 	z 		duruturu dutururu D- z 5 . Iri zimunhu rakapusa, risina njere dzakakwana. duutuu 5, duzura 5 .
dutiro 	KKD 	5 	z 		dutiro KKD z 5 . Dutiro munhu anodya kana kunwa zvakapfurikidza.
dutu 	K- 	5 	z 		dutu duto K- z 5 . Dutu imhepo ine simba guru inotibura ivhu nokukwatura matenga edzimba.
duutuu 	D- 	5 	z 		duutuu D- z 5 . duruturu 5 .
duzura 	D- 	5 	z 		duzura D- z 5 . duruturu 5 .
dyorahope 	DDKK 	5 	z 		dyorahope DDKK z 5 . Uku kudya kwamangwanani kunopiwa vanhu vachangomuka.
dywechwe 	K- 	5 	z 		dywechwe K- z 5 . Dywechwe ruzha runoitwa neshiri dzakawanda kana vana vadiki vachichemedzana.
dywedywe 	KD 	5 	z 		dywedywe KD z 5 . Dywedywe rudzi rweshiri inodya tupukanana, inoonekwa ichifamba pasi nedzimwe dzayo ichitsvaka chokudya. jese 5, zhogozhogo 5 .
dywiitywii 	KDKD 	5 	z 		dywiitywii KDKD z 5 . Urwu ruzha runoitwa nembeva kana vanhu vakawanda.
dzadza 	D- 	5 	z 		dzadza D- z 5 . Dzadza chibage chinyoro chisati chanyanya kukora. Vana vachine mazino matete pamwe nechembere ndivo vadyi vemadzadza. jandu 5 .
dzakatsaka 	D- 	5 	z 		dzakatsaka D- z 5 . Iri isumbu kana kuti dutu rezvinorira, semari yesimbi kana kuti makiyi.
dzakutsaku 	D- 	5 	z 		dzakutsaku D- z 5 . Iri zimunhu kana zinhu rino mumhu mukuru, risina njere. Iri isoja rakapanduka rinorwisa zvido zvavanhu voruzhinji.
dzamatsama 	D- 	5 	z 		dzamatsama D- z 5 . Izvi zvinhu zvizhinji zvaunonokora noruoko rwako.
dzambiringwa 	DKDD 	5 	z 		dzambiringwa DKDD z 5 . zambiringwa 5 .
dzande 	D 	5 	z 		dzande D z 5 . Dzande rudzi rwenzungu yakaita diki.
dzangaradzimu 	DDDKK 	5 	z 		dzangaradzimu DDDKK z 5 . Iri zinhu rinonzi rakareba, rinoonekwa usiku uye richityisa. Iyi mifananidzo yaionekwa makarekare iri mudenga, yaiumbwa namakore ichitaridza maguta, vanhu vanotswa nezvimwewo. Iyi mifananidzo inoteyewa pamadziro nomuchina, inenge ichifamba nokutaura savanhu. firimu 5, bhaisikopu 5 . Uyu mushonga wokuti munhu anyangarike, vavengi vake vasamuona.
dzapata 	D- 	5 	z 		dzapata D- z 5 . Dzapata rukukwe rwasakara.
dzatitsati 	KDKD 	5 	z 		dzatitsati KDKD z 5 . Uku kuputika kunoita moto wehuni yakuchidzirwa choto. Uyu mushonga unoshandiswa kusimbisa musana womurume.
dzatsa 	K- 	5 	z 		dzatsa K- z 5 . Dzatsa imhuka kana chinhu china madodzi-madodzi.
dzawe 	DK 	5 	z 		dzawe DK z 5 . Dzawe munda womunhurume anenge aine barika.
dzemurwa 	DKD 	5 	z 		dzemurwa DKD z 5 . Dzemurwa chidimbu chemuti chakakwaturwa kubva pane chimwe.
dzenga 	D- 	5 	z 		dzenga D- z 5 . Dzenga munhu anoita zvisingadiwi nevamwe, uye zvine unhubu mukati, asi iye asina basa nazvo.
dzere 	D- 	5 	z 		dzere D- z 5 . dacha 5 .
dzetse 	DK 	5 	z 		dzetse DK z 5 . Dzetse idafi guru kupinda mamwe ose.
dzeyo 	D- 	5 	z 		dzeyo D- z 5 . Ma dzeyo mazino makuru ari mberi, anoshandiswa pakutsenga.
dzihwa 	DK 	5 	z 		dzihwa dzibwa DK z 5 . Dzihwa zvimvura zvinosiririka nokunamuka zvakaita zvichena, zvinobuda mumhino. Dzihwa chirwere chinobata munhu kwenguva pfupi, chinovhara mhino nokuitisa zvinorembuka zvichena, zvinobuda nomumhino.
dzikana 	KDK 	5 	z 		dzikana KDK z 5 . Dzikana musikana murefu ane mumhu mukuru.
dzikinyidzo 	KKKD 	5 	z 		dzikinyidzo KKKD z 5 . Iyi imari kana zvimwewo zvinoitirwa munhu kuti aite zvinhu zvisiri pamutemo.
dzikirira 	D- 	5 	z 		dzikirira D- z 5 . Ichi chiroto chinotyisa chokuti pamwe unonzwa wakadzvinywa asi usingagoni kupfakanyika kana kuchema. Ukaona munhu achimuka achiridza mhere anenge akabatiwa nemadzikirira.
dzikitsiki 	K- 	5 	z 		dzikitsiki K- z 5 . Uyu munhu asingakwanisi kutarisa vanhu nokunyara zvaanenge akamboita.
dzimba 	D- 	5 	z 		dzimba D- z 5 . Dzima mufananidzo unosara muvhu panenge patsikwa nemhuka. tsimba 9, dzoka 5, joka 5 .
dzimbabwe 	D- 	5 	z 		dzimbabwe dzimbahwe D- z 5 . Dzimbabwe muzinda mukuru wamadzimambo akare waivakwa nematombo akavezwa sezvakaita Masvingo eZimbabwe. Dzimbabwe ramambo Mutota rinonzi rakanga riri kuDande.
dzinde 	KD 	5 	z 		dzinde KD z 5 . Dzinde ndechinomera muvhu chichireba, mapazi nemashizha achizomerawo kubva pachiri.
dzingidzi 	DKD 	5 	z 		dzingidzi zingizi DKD z 5 . Dzingidzi kambuyu kanobhururuka, katema, kakada kuita sego, kanovaka imba yako nemadhaka.
dzinza 	D- 	5 	z 		dzinza D- z 5 . Dzinza rudzi rwomunhu, zvichitevedza kubva kumadzitateguru ake. Dzinza rokwaMukuratsenzi idzinza ravarimi vane mukurumbira.
dzira 	DK 	5 	z 		dzira DK z 5 . Dzira katambo katete kakareburuka kanotevedza urefu hwemachinokura chiri semunyama, kana mbambaira yachembera. Nyama yakawanda madzira hainaki kudya.
dzitsi 	K 	5 	z 		dzitsi K z 5 . Dzitsi rezwi ndiro chokutanga chinoumba izwi racho. Dzitsi rechiito takaona ndi-on-.
dzitsi 	K- 	5 	z 		dzitsi K- z 5 . Dzitsi chitsiga chinosara chakamira muvhu musure mokunge muti wose watemwa. Munda mutsva unoonekwa nokuwanda kwamadzitsi kana wanga uri pane sango.
dziva 	D- 	5 	z 		dziva D- z 5 . Dziva igomba rakacherwa nemvura murwizi munoungana mvura.
dzivo 	D 	5 	z 		dzivo D z 5 . Dzivo kupopotedzana nokurwisana kwavanhu.
dzoma 	DK 	5 	z 		dzoma DK z 5 . tsoma 9 .
dzoran'ombe 	D- 	5 	z 		dzoran'ombe D- z 5 . fudzamombe 5 .
dzoro 	D- 	5 	z 		dzoro D- z 5 . Dzoro inguva yokubatsirana basa, sezvinoitwa navavakidzani vachiravana kufudza mombe nezvimwewo mazuva akatarwa. Dzoro ren'ombe rinoda mufudzi akachenjera nokuti n'ombe dzavanhu dzingarasika. chijana 5, jana 5, zoro 5 .
dzotso 	K- 	5 	z 		dzotso K- z 5 . Dzotso muti wakaita muduku, unenge watemwa ukaoma, uine mashizha anenge achikuhumuka. tsotso 9 .
dzubwi 	DK 	5 	z 		dzubwi DK z 5 . Dzubwi ishavi rokuvhima.
dzudzo 	D- 	5 	z 		dzudzo D- z 5 . Dzudzo kushushikana mupfungwa pamusana pezvinenge zvichiitika kwauri. dambudzo 5 .
dzukwa 	DK 	5 	z 		dzukwa zukwa DK z 5 . Dzukwa ishave rokutamba. jukwa 5 .
dzungu 	KD 	5 	z 		dzungu KD z 5 . Dzungu kudzimaidzwa pfungwa, uchiona zvinhu zvose zvichiita sezviri kupidiguka-pidiguka. Kana ukaramba uchitenderera, unopedzisira wave kunzwa dzungu. Dzungu kuita zvinhu uchipaparika usina kunyatsofunga. Mukomana wedzungu akarohwa asvikonyenga mukadzi womunhu.
dzuni 	K 	5 	z 		dzuni K z 5 . Dzuni kumonya-monya kwemudumbu kana zviya muchirwadza.
dzunzu 	D- 	5 	z 		dzunzu D- z 5 . nzuma 9 .
dzunzwa 	D- 	5 	z 		dzunzwa D- z 5 . Dzunzwa uswa uzhinji huri pachivhinga kana kuti hwakamera panzvimbo imwe chete.
dzuramombe 	D- 	5 	z 		dzuramombe D- z 5 . Urwu rudzi rwetsuro hombe. shurodanda 9 .
dzuro makova 	D- 	5 	z 		dzuro makova D- z 5 . Iyi itsuro inogara pavhu rakanaka, inokura kupinda dzimwe mhando dzetsuro.
dzuwe 	K 	5 	z 		dzuwe K z 5 . Dzuwe chinhu chokutambisa chine pokugara, chinoti chikasundwa chinoenda mberi nekudzoka shure. mudzuwe 3, muzerere 3 .
dzvanga 	D- 	5 	z 		dzvanga D- z 5 . Dzvanga inzvimbo inosara ichionekera paganda kuti wakambokuvara kana ronda raimbovepo rapora. dzvadzi 5, vanga 5 .
dzvatarume 	D- 	5 	z 		dzvatarume D- z 5 . jaya 5 .
dzvatsvatsva 	K- 	5 	z 		dzvatsvatsva K- z 5 . Urwu rudzi rwedandemutande rine zvimamvere, rinomhanya-mhanya pese pese rinoonekwa kana kwanaya. jachacha 5 .
dzvemete 	D- 	5 	z 		dzvemete dzvemetere D- z 5 . Dzvemete kusasiyana kana kuti kuva pamwe nguva dzose kwavanhu vanowirirana. Mukomana anogara akaita dzvemete nomusikana wake.
dzvene 	DK 	5 	z 		dzvene DK z 5 . Kutsvaka dzvene kuda kuzviidza iwe wakanaka pakati pavaipi, kuti uitirwe zvakanaka.
dzvetetsvete 	D- 	5 	z 		dzvetetsvete D- z 5 . Izvi zvinhu zvinosakisa kuti maziso ako asaona zvakanaka.
dzvetsva 	KD 	5 	z 		dzvetsva KD z 5 . Dzvetsva kunyengana kana kupfimbana kwavakomana navasikana. nyengo 9 .
dzvikutsviku 	KDKD 	5 	z 		dzvikutsviku KDKD z 5 . Uku kuvhinyinguka-vhinyinguka nokuda kokurwadziwa.
dzvinyu 	DK 	5 	z 		dzvinyu DK z 5 . Dzvinyu kapuka kane makumbo mana nemuswe, kanofamba nedumbu, uye kanowanzoonekwa mumusha. dzvombi 5, mukotyo 3, mushori 3 .
dzvirutsviru 	KDKD 	5 	z 		dzvirutsviru KDKD z 5 . Uyu mukadzi ane tsika yokuroorwa pakasiyana achisiya vana paanenge ambowanikwa.
dzvito 	K- 	5 	z 		dzvito K- z 5 . Dzvito izera rokuti mukomana anenge akura, ava pedyo nokuita saimba. jaya 5 .
dzvitsvirori 	KKDK 	5 	z 		dzvitsvirori KKDK z 5 . Iri idambudziko guru kana kuti kuparadzwa kunokonzerwa nengozi.
dzvokorabani 	DDDKD 	5 	z 		dzvokorabani DDDKD z 5 . Iyi imhashu ine rudzi rwemashizha manyoro inowanzogara yoga.
dzvombi 	DK 	5 	z 		dzvombi DK z 5 . dzvinyu 5 .
dzvootsvoo 	D- 	5 	z 		dzvootsvoo dzvootsvootsvoo D- z 5 . Dzvootsvoo kunaya kwemvura yakawandisa.
dzvootsvoo 	K- 	5 	z 		dzvootsvoo K- z 5 . Dzvootsvoo kurwisana kunenge kuchiita vanhu zvikuru kana vakawanda. bongozozo 5 .
dzvororo 	D- 	5 	z 		dzvororo D- z 5 . chidzvororo 7 .
dzvoti 	DK 	5 	z 		dzvoti DK z 5 . Dzvoti inyoka inouraya makonzo ichiita zvokuamonerera. tsvoti 9 .
dzvotsvoma 	D- 	5 	z 		dzvotsvoma D- z 5 . Dzvotsvoma imvura hobvu inonaya kwenguva yakareba. dzvotsvotsvo 5 .
dzvotsvotsvo 	D- 	5 	z 		dzvotsvotsvo D- z 5 . dzvotsvoma 5 .
dzvukamupiriviri 	DDDKDDD 	5 	z 		dzvukamupiriviri DDDKDDD z 5 . Iri izwi rokutuka rinoreva munhu ane ushava hwanyanyisa.
dzvuketsvuke 	DKDD 	5 	z 		dzvuketsvuke DKDD z 5 . Urwu rudzi rwehwowa hunodyiwa, hune nzeve tsvuku. tsvuketsvuke 9 .
dzvukudende 	DKKD 	5 	z 		dzvukudende DKKD z 5 . Iri izita rokutsvinyira munhu ane ganda rine ushava hwakanyanyisa.
dzvururu 	D- 	5 	z 		dzvururu D- z 5 . Dzvururu idzvinyu diki rinogara pamaware, rinenge chigwashadombo.
dzwana 	K- 	5 	z 		dzwana K- z 5 . Dzwana izuva rechipiri tichidzokera sure pamazuva anenge atodarika. marimwezuro 6, dzwanitsa 5 .
dzwanitsa 	KKD 	5 	z 		dzwanitsa KKD z 5 . dzwana 5 .
dzwiitswii 	K- 	5 	z 		dzwiitswii dzviitsvii K- z 5 . Dzwiitswii ruzha runoitwa navana vachitamba.
dzwitswitswi 	K- 	5 	z 		dzwitswitswi K- z 5 . Dzwitswitswi kapuka kanenge mudune kana mutswiri kanosvetuka parefu, uyezve kanodya tumwe tupuka.
fafariva 	D- 	5 	z 		fafariva D- z 5 . fendefa 5 .
fafitera 	KDDD 	5 	z 		fafitera KDDD z 5 . Iri iburi rinosiyiwa pachidziro chemba pamunenge muchivaka, iro rozovharwa nemagirazi anovhurika, kuti pazopota pachipinda napo chiedza nomweya wokufema. hwindo 5 .
faibha 	KDD 	5 	z 		faibha KDD z 5 . Faibha chirimwa chinotosimwa, mazishizha acho ozokumurwa makushe akasimba anobatanidzwa kugadzirisa tambo dzokusungisa. Faibha itambo nhete inenge rushinda, kana kuti chinhu chakagadzirwa netambo nhete. gonje 5, mukonje 3, chikwenga 7 .
fakafaka 	D- 	5 	z 		fakafaka D- z 5 . Ava vanhu vakawanda kana kuti mhuka dzakawanda. Pamuchato paRumbi paiva nefakafaka revanhu. fakanya 5 .
famvariva 	KKKD 	5 	z 		famvariva KKKD z 5 . fendefa 5 .
fanzwa 	K- 	5 	z 		fanzwa K- z 5 . gumbi 5 .
farandanda 	D- 	5 	z 		farandanda D- z 5 . Izvi zvinhu zvakawanda zvinenge zvakapararira panzvimbo yakakura.
fararira 	D- 	5 	z 		fararira D- z 5 . Mhuka kana zvimwewo zvinhu zvinonzi i fararira kana zvakawanda, zvakazadza nzvimbo.
fasitera 	KDDD 	5 	z 		fasitera fafitera KDDD z 5 . fafitera 5 .
fatye 	KD 	5 	z 		fatye KD z 5 . Fatye zihari kana kuti zigubhu zihombehombe rokuibvisa waini, rakakagadzirwa nemapuranga kana kuti rakarukirirwa nemakavi.
feferere 	D- 	5 	z 		feferere D- z 5 . Feferere chinhu chisingaremi.
femo 	D- 	5 	z 		femo D- z 5 . Femo mweya unopinzwa kana kuburitswa mumuviri. Femo mweya waunobudisa kamwe chete wakati wandei, kana zviya waneta kana kusuwa kana kuti zvanga zvichikunetsa zvapera. Kana uchitura ma femo unenge wava kuzorora, wambosevenza kana kufamba kwechinguva. Rwendo rurefu runoda kuti mupote muchimbomira munzira muchitura mafemo.
fere 	D- 	5 	z 		fere D- z 5 . shamba 5 . Fere rumwe rudzi rwenhanga rakati chechetere nechepamusoro paro. dindimanga 5 .
ferendende 	D- 	5 	z 		ferendende D- z 5 . Izvi zvinhu zvinofema zvakawanda, zvinenge zviri panzvimbo imwe chete.
feso 	D- 	5 	z 		feso D- z 5 . soso 5 .
fetete 	K- 	5 	z 		fetete K- z 5 . furanondo 9 .
fifi 	K- 	5 	z 		fifi K- z 5 . gufu 5 .
figo 	KD 	5 	z 		figo figu KD z 5 . banana 5 .
finifini 	DKDD 	5 	z 		finifini DKDD z 5 . Munhu ane finifini ndouya asina hanya nechinhu kana kuti nokugarisana navamwe. una 14 .
finya 	DK 	5 	z 		finya DK z 5 . finyamo 5 .
finyamo 	D- 	5 	z 		finyamo D- z 5 . Finyamo muchinjiziri unoita pahuma, kana zviya wasunga kumeso nokuzvida, kana kuti kuzvikudza kana kukwesa. nanda 5 .
finyi 	KD 	5 	z 		finyi KD z 5 . chisununu 7 .
fitibhora 	KDDD 	5 	z 		fitibhora KDDD z 5 . nhabvu 9 .
forosi 	KDD 	5 	z 		forosi KDD z 5 . Forosi imwe yemombe mbiri dzinenge dzichitungamirira pamberi dzakasungwa pachipani.
fototo 	D- 	5 	z 		fototo D- z 5 . Kana bhora rikati fototo rinenge rapera mweya.
fudzamombe 	D- 	5 	z 		fudzamombe fudzan'ombe D- z 5 . Fudzamombe ishiri chena inoswera nemombe ichidya zvitota zvadzinenge dzichibhururutsa padzinenge dzichifura. dzoran'ombe 9 .
fufunurwa 	KKDK 	5 	z 		fufunurwa KKDK z 5 . Iri iganda repamusoro rinenge rabva kana kukwatuka. Kana imba yagarisa isina kupendwa patsva, mafufunurwa ependi yekare anotanga kukwatuka ega.
fufura 	DDK 	5 	z 		fufura DDK z 5 . dumbuzenene 5 .
fufura 	K- 	5 	z 		fufura K- z 5 . bembenene 5 .
fugo 	K- 	5 	z 		fugo K- z 5 . fuko 5 .
fukidzo 	KKD 	5 	z 		fukidzo KKD z 5 . Fukidzo ijira kana kuti gumbezi rinopuwa munhu paanenge asvikirwa nomudzimu.
fumho 	D- 	5 	z 		fumho D- z 5 . Fumho idavi rine mashizha manyoro rinoshandiswa kudzimura mwoto mudondo. Fumho ingowani yakarukwa. Fumho kumucheto kwetambo kana tyava yakakoshwa kana kurukwa, asi iko kusina kuzorukwa, zvokuti kunogona kushandiswa kupumha kana kusvaya.
fundi 	DK 	5 	z 		fundi DK z 5 . Fundi mashizha anotanga kubuda muvhu panomera mbatatisi.
fundo 	K- 	5 	z 		fundo K- z 5 . Fundo ibundu rinoumbika paunenge wasunga tambo kana kuti jira.
fungu 	DK 	5 	z 		fungu DK z 5 . sundesunde 5 . Ma fungu tumichinjiziri tudiki tunoita pamusoro pemvura painenge ichiyerera.
funurwa 	DKD 	5 	z 		funurwa DKD z 5 . vhunurwa 5 .
funze 	DK 	5 	z 		funze DK z 5 . vhunze 5 .
funzi 	KK 	5 	z 		funzi KK z 5 . Funzi munhu anofurira kana kuti kurunzira vamwe. rengure 5 . Funzi munhu ane pfungwa dzisingatori zvakanaka. mutsaratsara 1 .
fupa 	K- 	5 	z 		fupa K- z 5 . pfupa 5 .
furafura 	K- 	5 	z 		furafura K- z 5 . shaveshave 5 .
furamera 	D- 	5 	z 		furamera D- z 5 . Urwu rumwe rudzi rwekapuka kanobhurururuka nokutaridzika sengoko kana kuti nyamututa.
furauzi 	DKDD 	5 	z 		furauzi DKDD z 5 . ruva 5 .
furidzo 	KKD 	5 	z 		furidzo KKD z 5 . dundira 5 .
furofuro 	K- 	5 	z 		furofuro K- z 5 . furo 5 .
furutu 	DKD 	5 	z 		furutu DKD z 5 . muchero 3 . Furutu mudziyo unoshandiswa pakuridza mhanzi, unenge pombi, uye waunoridza uchiita zvokufuridza sebhosvo.
fuza 	D- 	5 	z 		fuza D- z 5 . Fuza munhu anenge asina njere dzakawanda kana kuti akapusa. dununu 5, dutuwende 5, rema 5 .
gaba 	DK 	5 	z 		gaba DK z 5 . Gaba mudziyo wesimbi wakafanana nekapu, unowanza kuva usina mubato.
