apo 	D- 		bat 		apo D- bat . Izwi iri rinoshandiswa kuratidza nguva yakaitika chinhu mushure mokunge chimwezve chinhu chaitika. Vana vose vakafara apo vakazomuona mukuru wechikoro.
mutano 	DKK 		pr 		mutano DKK pr . Munhu mutano ndeuya anenge asina zvirwere zvinomunetsa.
mutararo 	DKKD 	3 	z 		mutararo DKKD z 3 . Iyi iwaya kana shinda inenge yakatandiwa kuti iyanikirwe hembe kana nyama. mutariko 3 .
mutariko 	DKKD 	3 	z 		mutariko DKKD z 3 . mutararo 3 .
mutariro 	DKKD 	3 	z 		mutariro DKKD z 3 . Uku kumbomiswa kwebasa rinenge richiitwa. muturiko 3 . Uku kurega kutemwa kwemutongo pazuva raunenge wakatarisirwa.
mutauro 	D- 	3 	z 		mutauro D- z 3 . Mutauro rurimi rwunotaurwa nevanhu. Mutauro weShona ndiwo unotaurwa nevanhu vazhinji vemuno muZimbabwe. Mutauro kutaudzana kunoita vanhu vachiburitsirana mashoko akaomarara. Pamba apo pakaita mutauro nezuro, mombe dzavo dzadya kumunda kwevaridzi.
mutengano 	DKKD 	3 	z 		mutengano DKKD z 3 . Uku kupa mumwe chinhu, iye achikupawo chaunoda.
mutengo 	DKK 	3 	z 		mutengo DKK z 3 . Mutengo imari kana chimwe chipo chinobviswa kuti upiwe zvaunoda. muripo 3 .
mutero 	D- 	3 	z 		mutero D- z 3 . Mutero imari inobviswa kana munhu achibhadharira imba yaanogara, kana magetsi kana magetsi, kana zvimwewo. Mutero imari inobviswa kuhurumende ichibva pamari yaunotambira, kana yaunobhadhara muzvitoro nedzimwewo nzvimbo dzakasiyana-siyana.
muteto 	D- 	3 	z 		muteto D- z 3 . Muteto maitiro anoshoreka.
muteuro 	DKKD 	3 	z 		muteuro DKKD z 3 . munamato 3 .
muteyo 	DKK 	3 	z 		muteyo DKK z 3 . Muteyo mushonga unoshandiswa pakutsvaga muroyi pakati pevanhu vakawanda. Muteyo mudziyo wekubatisa shiri kana mhuka.
mutiro 	D- 	3>6 	z 		mutiro D- z 3>6 . gudo 5 .
mutobvo 	D-\DKD 	3 	z 		mutobvo mutobvu D-\DKD z 3 . Mutobvo isimbi yakapfava inonanautswa, yogadziriswa zvinhu zvesimbi zvakasiyana.
mutodo 	DDK 	3 	z 		mutodo DDK z 3 . Mutodo ibhurukwa rinosvika kutsoka. mudhebhe 3, mutirauzi 3 .
mutondo 	D- 	3 	z 		mutondo D- z 3 . munhondo 3 .
mutonono 	D- 	3 	z 		mutonono D- z 3 . Uku kugonyesa mabvi, sezvinoita mukuwasha paanenge achiombera ambuya. Uku kugara munhu wakaisa magaro nezvitsiko zvetsoka pasi.
mutoro 	DKK 	3 	z 		mutoro DKK z 3 . Mutoro chinhu chinorema kana nhumbi dzinorema, dzinenge dzakatakurwa nemunhu.
mutoto 	D- 	3 	z 		mutoto D- z 3 . Mutoto kumberi kwepfuti kunobuda namabara.
mutowegodo 	D- 	9 	z 		mutowegodo D- z 9 . Iyi ishiri ine huro nhema. chikweguru 7, tivagodo 9 .
mutsauko 	DKKDD 	3 	z 		mutsauko DKKDD z 3 . Uku kusiyana kunenge kwakaita zvinhu zvinenge zvichienzaniswa. mutsaukano 3, musiyano 3 .
mutsigo 	DKK 	3 	z 		mutsigo DKK z 3 . Kuva ne mutsigo kuva neunhu hwakanaka, hunoremekedzwa. chiremera 7 .
mutsindo 	DKK 	3 	z 		mutsindo DKK z 3 . Mutsindo kutinhira kwepasi kunonzwikwa panofamba munhu kana mhuka.
mutsomo 	DDK 	3 	z 		mutsomo DDK z 3 . Mutsomo rudzi rwemuti unobereka michero inodyiwa, inonzi mapfura. mupfura 3 .
mutsotso 	DKK 	3 	z 		mutsotso DKK z 3 . mututu 3 .
mutsvairo 	DKKD 	3 	z 		mutsvairo DKKD z 3 . Mutsvairo uswa kana mashizha, zvinoshandiswa kubvisisa marara anenge ari pasi mumba kana panze.
mutsvawetsambo 	DKKDD 	1 	z 		mutsvawetsambo DKKDD z 1 . Uyu munhu anenge ari kutanga kuita zvinhu asina kuzvijairira. VanaTafadzwa vatsva vetsambo vanongoonekwa nekuvhaira nemotokari dzichangotengwa.
mutundo 	D- 	3 	z 		mutundo D- z 3 . Mutundo imvura inenge iri mumuviri wemunhu, inozoburitswa nekuzasi kana dundiro razara. weti 9, dope 5 .
mutwaro 	DKK 	3 	z 		mutwaro DKK z 3 . mutoro 3 .
muunzo 	DKK 	3 	z 		muunzo DKK z 3 . Muunzo mudziyo unoshandiswa kunhadziridza zviumbwa. muvuzo 3 .
muvhunambezo 	DKKKD 	3 	z 		muvhunambezo DKKKD z 3 . Uyu muti unonetsa kuveza nekuti unenge wakaomarara.
muziyo 	DKK 	3 	z 		muziyo DKK z 3 . Muziyo ibango repamusuo. gwatidziro 5 .
mvikomviko 	KDDD 	3 	z 		mvikomviko KDDD z 3 . Ichi chinyamututa chine mavara matema nematsvuku, chine zvinyanga zvirefu.
mviromviro 	D- 	9 	z 		mviromviro D- z 9 . Aya mavambiro anoita chinhu. Mviromviro yehosha iyi kupisa kwemuviri.
mvocho 	D- 		ny 		mvocho D- ny . Kuti mvocho kudonha kunoita chinhu chichiita ruzha, kazhinji muuswa kana pane mashizha.
mvorokosho 	D- 		ny 		mvorokosho D- ny . Kana ukati mvorokosho unenge wangoerekana wadonha, kana kuwira mugomba rawanga usingaoni iwe uchifamba.
mvumo 	D- 	9 	z 		mvumo D- z 9 . Mvumo itendero kana kuti kubvumirwa kuita chimwe chinhu. Kana vana vangosvika makore gumi nematanhatu, vanenge vava nemvumo yekutyaira mota.
mvuto 	D- 	9>10 	z 		mvuto D- z 9>10 . Mvuto mudziyo wakagadzirwa nedehwe, unoshandiswa pakufuridza moto kuti upfute zvine simba panoitwa mabasa akaita sekunyungudisa kana kupfavisa mhangura.
mwando 	D- 	3 	z 		mwando D- z 3 . mhepo 9 .
mwendachirimo 	D- 	3 	z 		mwendachirimo D- z 3 . Aka kakova kasingaomi, kanoerera gore rese.
mwenechiro 	DKKD 	1 	z 		mwenechiro DKKD z 1 . mwene 1 .
mwiso 	D- 	3 	z 		mwiso D- z 3 . Mwiso mukaka unenge waakukamwa mushure mekunge mhuru yamboyamwiswa zvekare.
mwongo 	DK 	3 	z 		mwongo DK z 3 . mongo 3 .
mwonzo 	D- 	3 	z 		mwonzo D- z 3 . muururo 3 .
mwoto 	DK 	3 	z 		mwoto DK z 3 . moto 3 .
n'ono 	D- 	5 	z 		n'ono D- z 5 . N'ono rudzi rwedamba hombe risinganyanyonaka, rine muto mukobvu kupfuura mazhumwi.
namo 	D- 	9>10 	z 		namo namu D- z 9>10 . Namo zvinhu zvinobuda pamimwe miti kana kuti zvinogadzirwa nenyuchi zvinoshandiswa pakubatanidza zvinhu pamwe. mora 9, mondo 9, ndamo 9 .
ndamo 	D- 	9 	z 		ndamo D- z 9 . namo 9 .
ndangariro 	D- 	9>10 	z 		ndangariro D- z 9>10 . Idzi ipfungwa dzezvinenge zvakaitika kare.
ndaramo 	D- 	9 	z 		ndaramo D- z 9 . Ndaramo kuva mupenyu kwenguva yakareba.
ndemo 	K- 	9 	z 		ndemo K- z 9 . ndemo kuramba kuita zvaunenge wanzi uite.
ndepo 	KD 		kanu 		ndepo KD kanu . Iri izwi rinoshandiswa kutsinhira zvinenge zvichitaurwa. Ndepo ndamukunda pamakwikwi okumanya.
ndiko 	KD 		bat 		ndiko KD bat . Iri izwi rinoshandiswa kazhinji kuratidza chikonzero chechiitiko. Wotosimbirira kukaringa, muzukuru, ndiko kuti murume akude. ndoo- .
ndimbo 	D- 	9>10 	z 		ndimbo D- z 9>10 . Ndimbo imwe yenhengo mbiri dziri kuseri kwerurimi, dzinombozvimba kana dzaindwa neutachiona.
ndimborimbo 	D- 	9 	z 		ndimborimbo D- z 9 . gurokuro 5 .
ndimo 	D- 	9 	z 		ndimo D- z 9 . Ndimo inzvimbo yokurima mbesa.
ndindo-o 	KD 		ny 		ndindo-o KD ny . Kana kunze kwakati ndindo-o kunenge kwakasviba zvekuti kana zvinhu zviri pedyo hazvioneki.
ndingiriro 	KKKD 	9>10 	z 		ndingiriro KKKD z 9>10 . chiringiriro 7 .
ndiro 	K- 	9>10 	z 		ndiro K- z 9>10 . Ndiro mudziyo unopakurirwa zvekudya zvichidyirwa mauri.
ndo 	K- 		ny 		ndo K- ny . Kuti ndo kutsikirirwa nechinhu chawakatakura. Ndakanzi ndo nesvinga rehuni randaive ndakatakura.
ndodo 	DK 	9 	z 		ndodo DK z 9 . Ndodo rudzi rwenhanga rine madodzidodzi kunze kwaro, rinotapira chaizvo. mhenjerere 9 .
ndodyo 	DK 	9 	z 		ndodyo DK z 9 . Ndodyo kapisi kenyama kadiki.
ndondo-ondo 	D- 		ny 		ndondo-ondo D- ny . Kuti ndondo-ondo kunyura mudhaka kana kuenda zvekusaoneka.
ndongo 	D- 	9>10 	z 		ndongo D- z 9>10 . Ndongo ingoma inoridzwa kana kwaitika rufu rwemunhu mukurukuru, sezvakaita mambo.
ndororo 	D- 	5 	z 		ndororo D- z 5 . Ndororo imhando yegurwe rechirume inodyiwa. chinyamunjororo 7, njororo 9 .
ndovero 	KKD 	9 	z 		ndovero KKD z 9 . Ndovera mudziyo unoshandiswa pakurovera zvinhu zvakaita sezvipikiri. nyundo 9, chikuvauro 9 .
ndudzo 	D- 	9 	z 		ndudzo D- z 9 . Ndudzo mushonga unoita kuti murwi asaurayiwa muhondo kana kuti asapfurwa nemabara.
ndumiko 	KKD 	9>10 	z 		ndumiko KKD z 9>10 . Ndumiko ndechinoshandiswa nen'anga kusveta ropa mumuviri wemunhu anorwara kuti chirwere chibude. murumiko 3 .
ndyo 	K 	10 	z 		ndyo K z 10 . Ndyo makaro anoita kuti munhu ade kudya achikasika, kuti iye adye zvakati wandei kupfuura vamwe.
nechombo 	KKD 	1a 	z 		nechombo KKD z 1a . Nechombo muzukuru mukuru mumusha. Nechombo muturikiri wesvikiro. nyakatonje 1a .
nekudaro 	KKKD 		bat 		nekudaro KKKD bat . nokudaro .
nematambudziko 	DKDDDD 		kanu 		nematambudziko DKDDDD kanu . nedzoi .
neno 	DK 		dc 		neno DK dc . Neno izwi rinoshandiswa pakureva divi riri nechekune mutauro. Zvauya neno. ngeno .
ngematambudziko 	D- 		kanu 		ngematambudziko D- kanu . nedzoi .
ngocho ngocho 	DK+ 		ny 		ngocho ngocho DK+ ny . Kuti ngocho ngocho kufamba kwemhuka ine mahwanda anenge achiita ruzha.
ngodo 	KD 		ny 		ngodo KD ny . Kuti ngodo kurova musoro nechinhu chaunenge wapotsera.
ngombo 	K- 	9 	z 		ngombo K- z 9 . Ngombo chikafu chinozvichengetera munhu achiziva nguva dzekuchidya, uye kuti chichazopera musure mamazuva mangani.
ngonjo 	D- 				ngonjo D- . Kuti ngonjo kuwira pasi kunoita huni dzichityoka-tyoka.
ngonjoro 	K- 		ny 		ngonjoro K- ny . Kuti ngonjoro kurira sezvinoita dombo rinenge richikuchukudzwa riri mugaba.
ngonono 	D- 	9>10 	z 		ngonono D- z 9>10 . magwiriri 6 .
ngovo 	D- 	9>10 	z 		ngovo D- z 9>10 . Ngovo chinhu chakakombama kumuromo, chinoshandiswa kuturunurisa zvinhu. chikokoono 7 .
nhaivo 	KDD 				nhaivo KDD . nhaika .
nhako 	K- 	9 	z 		nhako K- z 9 . Kana munhu achidyira nhako anenge achidya zvekusada kusiyira vamwe.
nhamburiko 	D- 	9 	z 		nhamburiko D- z 9 . dambudziko 5 .
nhamburo 	D- 	9 	z 		nhamburo D- z 9 . Nhamburo kuva nepfungwa yekungotya zvese zvese, nezvisinganyatsotendeseki kuti zviriko. Nhamburo yangu kana ndichifamba musango ndeyamadzimudzangara.
nhamo 	K- 	9>10 	z 		nhamo nhamu K- z 9>10 . Nhamo idambudziko rinowira munhu, ringave rekushaya zvekudya, pekugara kana rufu.
nhanho 	D- 	9 	z 		nhanho nhano D- z 9 . Nhanho chinhambwe chinenge chiri pakati pepanenge pakatsika rimwe gumbo, kusvika panenge pachizotsika gumbo rechipiri kana munhu achifamba. munhasvu 3, .
nhanyararo 	KKKD 	9>10 	z 		nhanyararo KKKD z 9>10 . Iyi inzvimbo iri pakati pamakumbo kana munhu akaparadzanisa makumbo ake.
nharo 	D- 	9>10 	z 		nharo D- z 9>10 . Nharo kuramba kana kupikisa zvinenge zvarehwa nevamwe.
nhauro 	D- 	9>10 	z 		nhauro D- z 9>10 . Nhauro inyaya inotaurwa kuvazhinji pachena.
nhengo 	D- 	9 	z 		nhengo D- z 9 . Nhengo chimwe chezvidimbu zvinovaka muviri wemunhu kana wemhuka. Musoro inhengo yemuviri. Nhengo ndemumwe wevanhu vari mubato kana sangano kana chita chimwe.
nhepfenyuro 	D- 	9>10 	z 		nhepfenyuro D- z 9>10 . Iyi imba inobva mashoko anouya kumaredhiyo kana materevhizheni evanhu nemumhepo.
nheredzo 	D- 	9 	z 		nheredzo D- z 9 . Ichi chinwiwa kana nhapitapi inozotevera kudya, muchiseredzera zvamunenge madya.
nhetembo 	KKD 	9 	z 		nhetembo KKD z 9 . Nhetembo kutaura kunenge kuimba, kunoita munhu kana achitenda kana kukudza munhu anenge aita zvakanaka.
nheterero 	KKKD 	9 	z 		nheterero KKKD z 9 . Ichi chichemo chinenge chiri chechokwadi, zvokuti anenge achiunza anenge achinyatsotsvaga rubatsiro.
nhevedzano 	D- 	9 	z 		nhevedzano D- z 9 . Uku kutevedzana kwezviitiko.
nheyo 	K- 	9>10 	z 		nheyo K- z 9>10 . Nheyo matombo nezvitinha zvinoiswa pasi pehozi kana imwewo imba, yochizotanga kuvakwa manje. Nheyo idombo rinotsigira mwamba. Nheyo imbambo dzinotsigisa tende pamunoidzika.
nhiridziro 	D- 	9 	z 		nhiridziro D- z 9 . Iyi ihari yedoro yamunopuwa kwekutanga kuti mumwe dzimwe dzichizotevera.
nhiyo 	KD 	9>10 	z 		nhiyo KD z 9>10 . Nhiyo mwana wehuku. hukwana 9, chitiyo 7, nhiyana 9 .
nhoko 	DK 	9 	z 		nhoko DK z 9 . Nhoko itsvina yembudzi, makonzo kana makonye.
nhondero 	KKD 	9 	z 		nhondero KKD z 9 . ndangariro 10 .
nhondo 	DK 	9 	z 		nhondo DK z 9 . nondo 9 .
nhongameso 	K- 	9 	z 		nhongameso K- z 9 . Uyu mubairo unopiwa munhu awana chinhu changa charaswa neumwe munhu. shangameso .
nhongamuto 	KKKD 	9 	z 		nhongamuto KKKD z 9 . nhonhamuto 9 .
nhongo 	DK 	9<10 	z 		nhongo DK z 9 <10 . Nhongo imbudzi hono.
nhonho 	K- 	9>10 	z 		nhonho K- z 9>10 . Nhonho marwadzo anoita mutsoka, anoita kuti munhu atadze kunyatsotsika pakufamba. Nhonho mukova weburi remwena wemajuru.
nhonhonho 	D- 		ny 		nhonhonho D- ny . Kuti nhonhonho kutonhora kwechikafu, kana kuti kutonhorera kwemamirire ekunze.
nhopotopo 	D- 	9>10 	z 		nhopotopo D- z 9>10 . Ichi ndechokudya chero chipi zvacho chinotapirisa. Uchi inhopotopo chaiyo.
nhorido 	DKD 	9>10 	z 		nhorido DKD z 9>10 . Nhorido munhu ane unyanzvi hwekurondedzera zvinhu.
nhorimbo 	D- 	9>10 	z 		nhorimbo D- z 9>10 . Nhorimbo ungwaru nepfungwa dzoudzamu dzapasichigare, kazhinji dzinenge dzava kubuda nomuzvinyorwa.
nhoroondo 	D- 	9>10 	z 		nhoroondo D- z 9>10 . Uku kutaura zvose zvinenge zvakaitika pamusoro pechimwe chinhu. rondedzero 9 .
nhoto 	KK 	9>10 	z 		nhoto KK z 9>10 . Nhoto unyanzvi hunopikisa zvinotaurwa nevamwe vanhu, nokuvaita kuti vabvume zvauri kutaura.
nhototo 	K- 	9>10 	z 		nhototo K- z 9>10 . chitota 7 .
nhukiso 	KKD 	9 	z 		nhukiso KKD z 9 . Nhukiso kuremara kwemuviri kunotaurwa nezvako nemazwi asina kururama.
nhumburamasoso 	D- 	9 	z 		nhumburamasoso D- z 9 . nhumburamafeso 9 . Iyi imbudzi inourayirwa musikana atiza mukumbo nemhuri yemukomana waatizira.
nhumburo 	KKD 	9 	z 		nhumburo KKD z 9 . chihambakwe 7 .
nhunduro 	KKD 	9 	z 		nhunduro KKD z 9 . Nhunduro inzira yokuridza nayo ngoma.
nhungamidzo 	KKKD 	9>10 	z 		nhungamidzo KKKD z 9>10 . nhanganyaya .
nikiro 	KKD 	9 	z 		nikiro KKD z 9 . Nikiro inzvimbo inoyanikirwa hembe nyoro, kana kuti nyama inenge ichida kuomeswa.
njenjero 	D- 	5 	z 		njenjero D- z 5 . banamhana 5 .
njiva bomho 	DD KK 	9>10 	z 		njiva bomho DD KK z 9>10 . Urwu rumwe rudzi rwenjiva. nzembe 9 .
njiva mutondo 	DK KDD 	9>10 	z 		njiva mutondo DK KDD z 9>10 . Urwu rumwe rudzi rwenjiva.
njo 	D 		ny 		njo D ny . Kuti njo kudonha kwezvinorira, sezvakaita mari. Akati njo kukanda saga rezvipikiri pasi.
njoko njoko 	KD+ 		ny 		njoko njoko KD+ ny . kocho kocho .
njombo 	KD 	9 	z 		njombo KD z 9 . jombo 5 .
njonjonjo 	DKD 	9 	z 		njonjonjo DKD z 9 . Ichi chinhu chakareba zvakapfurikidza mwero wezvimwe zvinogaroonekwa.
-no 			dz nan' 		-no dz nan' . Iri idzitsi rechinan'anuri chinotaura zviri pedyo. Vakomana vano ava ndivo vafudzi vemombe dzadya mumunda medu.
noko 	DK 		ny 		noko DK ny . Kuti noko kutora zvinhu nechanza cheruoko.
noko 	KD 	9 	z 		noko KD z 9 . Noko kufa kweinjini apo inonzikwa yava kurira kuti kokokoko.
nombo 	DK 		ny 		nombo DK ny . Kuti nombo kutora zvinhu zvakaita sedovi, rupiza kana uchi uchishandisa chigunwe chimwe chete.
nondo 	D- 	9>10 	z 		nondo D- z 9>10 . Nondo igonye jena rinowanzowanikwa mundowe.
nonozo 	KKD 		ny 		nonozo KKD ny . Kuto nonozo kushanda nenungo uye pasina kukurumidzira kupedza.
nopfo 	KD 		ny 		nopfo nobvo KD ny . Kuti nopfo kudya munhu seasingadi, achingogura misuva nekumicheto kwemimwe. nyobvo, nyubvu .
nungo 	D- 	10 	z 		nungo D- z 10 . Nungo kunzwa kusada kuita basa, usina panorwadza kana chimwe chikonzero. usimbe 14 .
nunguwoko 	DDKK 	9 	z 		nunguwoko DDKK z 9 . Ichi chirwere chokuva namaoko asina simba rokubata zvinhu.
nyamafuro 	D- 	9>10 	z 		nyamafuro D- z 9>10 . Iyi ishiri yerudzi rwejesa inofarira kugara mumapani, uye rume yacho inhema, iine vara dzvuku pamusana.
nyamasuo 	DDKD 	1a 	z 		nyamasuo DDKD z 1a . nharirire 9 .
nyambo 	D- 	9>10 	z 		nyambo D- z 9>10 . Nyambo inyaya inosetsa, inotaurwa vanhu vachifara zvavo.
nyamubobo 	D- 	1a 	z 		nyamubobo D- z 1a . rovambira 5 .
nyamugomho 	DDKK 	9 	z 		nyamugomho DDKK z 9 . Urwu rudzi rweraisi rinoti kana rabikwa harinyatsochena.
nyangadzo 	KKD 	9 	z 		nyangadzo KKD z 9 . Nyangadzo chinhu chakaipa chinenge chakanganiswa kana kuitika.
nyangaridzo 	KKKD 	9>10 	z 		nyangaridzo KKKD z 9>10 . Nyangaridzo ndezvingataurwa kana kuitwa nomunhu kuvharidzira chokwadi chezvinhu zvakaitwa.
nyangauro 	KKKD 	9>10 	z 		nyangauro KKKD z 9>10 . Ichi chipembenene chino ruvara rupfumbu, chinodyiwa kana chakangwa nemunyu.
nyarufuro 	DDKK 	9>10 	z 		nyarufuro DDKK z 9>10 . Urwu rudzi rwenyoka isingaoneki nhando, inogara mumiti. kangamiti 9 .
nyemero 	KDD 	9>10 	z 		nyemero KDD z 9>10 . Nyemero indiro fombwe, inoshandiswa kupakurira muriwo.
nyengo 	DK 	9 	z 		nyengo DK z 9 . Nyengo itsika yemurume yekuti munhukadzi wose waaona opfimba kana kuti anenge atori nevasikana vakawanda.
nyevero 	D- 	9 	z 		nyevero D- z 9 . Nyevero mashoko anoudzwa munhu pane zvinenge zvichida kunzi achenjerere, zvinenge zvichazoitika.
nyodo 	KD 		ny 		nyodo KD ny . Kuti nyodo kudimbuka kwetambo kana muchero wakaita sebhanana.
nyoka muriwo 	KK DKK 	9>10 	z 		nyoka muriwo KK DKK z 9>10 . Iyi inyoka ine rudzi rwamashizha.
nyongo 	D- 	9>10 	z 		nyongo D- z 9>10 . Nyongo rudzi rwekapuka kanofamba usiku kachidya makonzo, mbeva neshiri. simba 9, tsimba 9 .
nyongo 	KD 	9 	z 		nyongo KD z 9 . nduru 9 . Nyongo igonye rinopinda mudumbu, rinokonzera kurwadza kwemudumbu pamwe nekurutsa.
nyundo 	D- 	9>10 	z 		nyundo D- z 9>10 . Nyundo isimbi inosevenzeswa pakurovera hoko kana zvipikiri. sando 9 .
-nzarwo 	KD 				-nzarwo -nzwarwo KD itik . Ku nzarwo kuitwa saizvozvo. Ini handidi zvokunzarwo, shamwari.
nzero 	K- 	10 	z 		nzero K- z 10 . njere 9 .
nzondo 	DK 	9<10 	z 		nzondo DK z 9 <10 . Nzondo makumbo emhuka dzinodya dzichizeya, dzakaita semombe kana hwai. zondo 5 .
nzvimbo 	D- 	9>10 	z 		nzvimbo D- z 9>10 . Nzvimbo panhu panogara chimwe chinhu kana panoiswa zvinhu. Nzvimbo inharaunda inogara vanhu.
nzvonyo 	DK 	9>10 	z 		nzvonyo DK z 9>10 . Nzvonyo imboro ine chikanda chinovhara chakachekwa kana kuti chakavhurwa.
nzwiriko 	DKK 	10 	z 		nzwiriko DKK z 10 . ukwiriko 14 .
nzwiyo 	DK 	10 	z 		nzwiyo nziyo DK z 10 . rwiyo 11 .
obodo 	D- 		ny 		obodo D- ny . Kuti obodo kubikika kwechokudya kwakapindiridza.
odo 	KD 		ny 		odo KD ny . Kuti odo kurara hope dzekufa chaidzo.
oho-o 	DK 		kanu 		oho-o DK kanu . Oho-o izwi rinoshandiswa kutaridza kuti wazoyeuka zvawanga wakangonganwa. Sekuru pavakazoyeuka kuti ndini ndakanga ndavatengera bhachi vakabva vati, "Oho-o ichokwadi, muzukuru.".
padhoko 	KDD 	9>10 	z 		padhoko KDD z 9>10 . Pa dhoko chikamu chepurazi kana munda unokamurwa kuita mafuro ezvipfuyo.
pamusoro 	DDKK 	16 	z 		pamusoro DDKK z 16 . Pamusoro inzvimbo inenge iri pakati kwirirei kupinda pamwe. pamusoroi .
pano 	K- 		rp 		pano K- rp . Izwi iri rinoshandiswa kuratidza nzvimbo inenge iri pauri chaipo. Uya pano ndikuudze nezevezeve.
panyo 	D- 	16 	z 		panyo D- z 16 . panyn'o 16 .
paradhiso 	DDKD 	9>10 	z 		paradhiso DDKD z 9>10 . Paradhiso inzvimbo inonzi navaKritsu vanhu vakanaka vanoenda kana vafa.
patyo 	D- 	16 	z 		patyo D- z 16 . padyo 16 .
pedyo 	D- 	16 	z 		pedyo D- z 16 . Kana chinhu chiri pedyo chinenge chisiri kure.
peturo 	KKD 	9>10 	z 		peturo pfeturo KKD z 9>10 . Peturo kamudziyo kane mazino kanoshandiswa kukama bvudzi. pendi 9 .
pfiro 	K- 	9>10 	z 		pfiro K- z 9>10 . Pfiro inzira yokufa kwemunhu. -firo .
pfocho 	D- 		ny 		pfocho D- ny . Kuti pfocho kumanya uchitiza, zvikuru kana wakurirwa kana kuti uchitya kukurirwa newaunenge uchitiza.
pfodogo 	KKD 		ny 		pfodogo KKD ny . Kuti pfodogo kushunya munhu nenzara.
pfoto 	K- 	9>10 	z 		pfoto K- z 9>10 . Pfoto chinhu chinonaka chaizvo.
pfuko 	D- 	9>10 	z 		pfuko D- z 9>10 . Pfuko ihari diki inowanzochengeterwa doro kana maheu. chikaha 7 .
pfukuto 	D- 	1a 	z 		pfukuto D- z 1a . Pfukuto zvipembenene zvinokwanisa kuboora maburi pazvirimwa zvine shanga, kana pamapango nemiti.
pfumbatidzo 	KKKD 	9 	z 		pfumbatidzo KKKD z 9 . pfumbamuromo 9 .
pfumo 	K- 	5 	z 		pfumo K- z 5 . Pfumo chombo chinoshandiswa pakuvhima, chine mubato wakareba nesimbi yakatesvera inoiswa kumberi kwawo.
pfundo 	K- 	5 	z 		pfundo K- z 5 . Pfundo panzvimbo panenge pakasungika tambo kana mucheka kuita bundu.
pfungaidziro 	KKKDD 	9>10 	z 		pfungaidziro KKKDD z 9>10 . Pfungaidziro utsi hunonhuwira hunobva pachinhu chinopiswa namafata, kana vafundisi vedzimwe chechi, pamabiko akasiyana evaKristu. pfungaidzo 9 .
pfupikiso 	KKKD 	9>10 	z 		pfupikiso pfupiso KKKD z 9>10 . Iyi inyaya refu yakaiswa muchidimbu. fupiso 9 fupikiso 9 .
pfupiso 	KKD 	9>10 	z 		pfupiso KKD z 9>10 . pfupikiso 9 .
pimbirimano 	D- 	1a 	z 		pimbirimano D- z 1a . Uyu munhu akangwara, zvokuti anoita zvinhu zvinokatyamadza vanhu nekuva nemazano ekugadzirisa zvinhu zvinenge zvashata.
piringido 	KKKD 		ny 		piringido KKKD ny . Kuti piringido kupinda pamwe panhu nokukasira, sezvinoita munhu ari kudzingirirwa.
piro-o 	KD 		ny 		piro-o KD ny . Kana chinhu chakati piro-o chinenge chakatsvuka zvakanyanya.
pito 	KD 	9>10 	z 		pito KD z 9>10 . pembe 9 .
piyano 	KKD 	9 	z 		piyano KKD z 9 . Piyano chiridzwa chihombe chinenge marimba, chine tambo dzakakakwa mukati, dzinoridzwa nokupfanya zvimakiyi zvakarongwa nechepamusoro.
pobvo 	DK 		ny 		pobvo DK ny . Kana chinhu charira kuti pobvo chinenge chawira mumvura, sezvinoita dombo rakandwa.
poriyo 	KDD 	9 	z 		poriyo KDD z 9 . Poriyo chirwere chinokuvadza nhengo dzomuviri, chichiita kuti dzitetepe dzisingazokuri zvadzinofanirwa kuita.
posvo 	KD 	9 	z 		posvo KD z 9 . Posvo imba kana kuti bazi rinoitwa mabasa okufambisa matsamba nedzinhare.
poto 	D- 	9>10 	z 		poto D- z 9>10 . Poto mudziyo wakagadzirwa nesimbi, unobikirwa zvokudya.
raro 	K- 	5 	z 		raro K- z 5 . Raro inzvimbo yokuzororera usiku uri parwendo.
ravandiro 	KKKD 	5 	z 		ravandiro KKKD z 5 . Iyi imhashu huru ine mavara machena pamusoro, nemapapiro matsvuku. bambomukota 5, chiswerapamusha 7 .
razvo 	D- 	5 	z 		razvo D- z 5 . murazvu 3 .
redhiyo 	KDD 	9>10 	z 		redhiyo KDD z 9>10 . Redhiyo mudziyo unokwanisa kutapa mazwi anobva kunhepfenyuro. dzimudzangara 5, wairesi 9 .
retso 	K- 	5 	z 		retso K- z 5 . Retso mucheka mutema nemuchena zvakabatanidzwa zvinoshandiswa pakupira midzimu.
rododo 	D- 		ny 		rododo D- ny . Kuti rododo kufamba makatevedzana, umwe ari mberi koumwe muchitevera gwara rimwe chete.
rokoto 	D- 		ny 		rokoto D- ny . Kana zvinhu zvati rokoto zvinenge zvanyatsotsva. Pakadzima moto hembe dzake dzainge dzati rokoto, zvekuti painge pasisaonekwi kana kajira zvako.
rombo 	DK 	5 	z 		rombo DK z 5 . Rombo mukana unoita kuti ave munhu anosangana nezvakanaka kana kuti zvakashata muupenyu. Akaita rombo rakanaka kukurumidza kuwana basa. mhanza 9 .
rondedzero 	D 	9>10 	z 		rondedzero D z 9>10 . Iyi inyaya yakanyorwa kana kuti inotaurwa, inobudisa mamirire akaita zvinhu.
rongo 	DK 	5 	z 		rongo DK z 5 . Rongo ihari inoshandiswa kubikira usavi.
