aini 	KDD 	9>10 	z 		aini KDD z 9>10 . Aini isimbi yokuchisisa mbatya inodziyiswa uchishandisa maratya kana magetsi. Hembe dzinoita mupono kana ukadzichisa neaini.
rotari 	KDD 	9>10 	z 		rotari KDD z 9>10 . Rotari mutambo wemari, waunofembera urongwa hwemanhamba kuti ugohwina mubairo wemari zhinji.
saha 	KD 	9>10 	z 		saha KD z 9>10 . Saha mudziyo wesimbi une tumazino twokuchekesa mapuranga kana simbi.
saireji 	KDDD 	9>10 	z 		saireji KDDD z 9>10 . Uku kudya kunopiwa zvipfuwo, kunogadzirwa nemajanga echibage chisati chaibva.
samba 	D- 	9>10 	z 		samba D- z 9>10 . Samba mukana unosonerwa panhumbi maunogona kuisa mari kana zvimwewo. Hazvitenderwi kataura navakuru wakaisa maoko musamba. homwe 9, hombodo 9, mbudu 9 . Samba kasaga kana kahomwe kekuisira zvinhu zvakaita zvidiki. tsapo 9 .
sambarafuta 	DDDKK 	9>10 	z 		sambarafuta DDDKK z 9>10 . Aka kambuyu katema kanodyiwa kakada kuita seigo kane chitumbu chine mafuta akawanda.
sambasi 	DDK 	9>10 	z 		sambasi DDK z 9>10 . tsambatsi 9 .
sambureni 	KDKD 	9>10 	z 		sambureni samburera KDKD z 9>10 . Uyu mudziyo wakaita dendenedzi, unoshandiswa kuzvidzivirira mvura kana zuva.
sando 	D- 	9>10 	z 		sando D- z 9>10 . Sando mudziyo une musoro wesimbi unorovereswa zvipikiri nezvimwewo.
sangweji 	KDDD 	9>10 	z 		sangweji KDDD z 9>10 . Ichi chingwa chakachekwa chikaiswa nyama kana zvimwewo pakati.
saradhi 	KDD 	9>10 	z 		saradhi KDD z 9>10 . Saradhi kudya kunogadzirwa nemiriwo mimbishi yakachekwa-chekwa, ndokuiswa ruomba, yozodyiwa yakadaro.
seduro 	KDD 	9>10 	z 		seduro KDD z 9>10 . Seduro chigaro chinogara munhu akatasva bhasikoro kana bhiza.
sefa 	K 	9>10 	z 		sefa K z 9>10 . Sefa mudziyo une maburi, unosevenzeswa pakusarudza zvinhu zvinogona kupinda nemauri.
sekera 	D- 	9>10 	z 		sekera sikera D- z 9>10 . Sekera mudziyo wakakombama unoshandiswa kucheka uswa. sikiri 9 .
sendenisi 	KDDD 	9>10 	z 		sendenisi setenisi KDDD z 9>10 . Uyu mutsetsa wamashoko une muiti, chiito nemuitirwi. Ichi chirevo chizere.
senzi 	DK 	9>10 	z 		senzi DK z 9>10 . tsenzi 9 .
sero 	D- 	9>10 	z 		sero D- z 9>10 . rusero 11 .
sero 	KD 	9>10 	z 		sero KD z 9>10 . Sero zvinhu zvadzikiswa mitengo muchitoro. Kana kwaKupfumaishungu kune sero, vanhu vanotsikirirana, vachitenga hembe.
shafu 	D- 	9>10 	z 		shafu D- z 9>10 . Shafu inyama yakaungana seri kwegumbo nechepazasi pebvi. tsapfu 9 .
shambakodzi 	DDKD 	9>10 	z 		shambakodzi DDKD z 9>10 . Iyi ihari inobikirwa sadza. tsaiya 9, mukate 3 .
shambare 	KKD 	9>10 	z 		shambare KKD z 9>10 . Shambare igonye guru rine ruvara rwemashizha, rinodyiwa semadora. tsambare 9, sinini 5 .
shambo 	K- 	9>10 	z 		shambo K- z 9>10 . Shambo chishongo chinopfekwa muruoko kana mugumbo, chinogona kurukwa nouswa.
shamhu 	DK 	9>10 	z 		shamhu DK z 9>10 . Shamhu rumuti runoshandiswa kuranga vana. Shamhu idambudziko guru raunosangana naro muupenyu, sechirango chezvawakanganisa.
shamwari 	K- 	9>10 	z 		shamwari K- z 9>10 . Shamwari munhu waunowirirana nokutamba naye.
shana 	DK 	9>10 	z 		shana DK z 9>10 . Shana imbeva ine mafuta akawanda, inochera mwena unoenda pasi pasi.
shandiro 	KKD 	9>10 	z 		shandiro KKD z 9>10 . Shandiro ibhasikiti kana ndiro huru inoshanda mabasa akasiyana-siyana.
shanduro 	D- 	9>10 	z 		shanduro D- z 9>10 . mhinduro 9 .
shanga 	D- 	9>10 	z 		shanga D- z 9>10 . Shanga uswa hwakasimba hunoreba zvikuru, uye hunomera panzvimbo dzakanyorova semunzizi.
shanga 	K- 	9>10 	z 		shanga K- z 9>10 . Shanga imhonzi yechibage. tsanga 9 . Shanga chivara chichena chinoita muziso, chinoritadzisa kuona zvakanaka. tsanga 9 .
shangu 	DK 	9>10 	z 		shangu DK z 9>10 . Shangu inhumbi inowanzogadzirwa nedehwe, inopfekwa mugumbo.
shangura 	DDK 	9>10 	z 		shangura DDK z 9>10 . Shangura munhu ane mbiri, anenge ari shasha yokuita chimwe chinhu. Murume uyu ishangura yokuridza ngoma. shasha 9, nyanzwi 9 .
shanje 	D- 	9>10 	z 		shanje D- z 9>10 . Shanje kurwadziwa moyo pamusana pezvinhu zvinenge zvine mumwe munhu, uchikungura kuti dei akasava nazvo. godo 5 .
sharapu 	DDK 	9>10 	z 		sharapu DDK z 9>10 . Sharapu tumiti tutete tusina mashizha, turi pabazi kana pashamhu. sharangwa 10 .
sharotsi 	KDD 	9>10 	z 		sharotsi KDD z 9>10 . Sharosti rudzi rwetuhanyanisi tudiki tusingaiti mabhora makuru pasi.
shasha 	D- 	9>10 	z 		shasha D- z 9>10 . Shasha munhu anoziva basa rake nomazvo. Pakapinda shasha yebhora munhandare vanhu vakarova maoko. shangwiti 9 .
shashiko 	KKD 	9>10 	z 		shashiko KKD z 9>10 . Shashiko chipfeko chaipfekwa navanhukadzi kare chaisungirwa muchiuno chichivhara mberi.
shati 	KD 	9>10 	z 		shati KD z 9>10 . Shati chipfeko chinotangira pamafudzi chichidzira kuchiuno. hembe 9, sheti 9 .
shato 	K- 	9>10 	z 		shato K- z 9>10 . Shato inyoka ine mavara mavara, yakakura kudarika dzimwe nyoka dzose.
shavani 	DDK 	9>10 	z 		shavani DDK z 9>10 . tsamvi 9 .
shawa 	KD 	9>10 	z 		shawa KD z 9>10 . Shawa ipombi inomwaya mvura munhu achigeza.
shaya 	DK 	9>10 	z 		shaya DK z 9>10 . Shaya inhengo yomuviri inotangira pazasi penzeve ichiuya pazasi pechirebvu.
sheche 	D- 	9>10 	z 		sheche D- z 9>10 . Sheche ihuku kana mbudzi hadzi yava kuda kusvika pazera rokubereka.
shedhi 	KD 	9>10 	z 		shedhi KD z 9>10 . Shedhi chivakwa chinodzivirira zviri pazasi pacho kuzuva kana mvura.
sherufu 	KDD 	9>10 	z 		sherufu KDD z 9>10 . Sherufu chivezwa chemapuranga chinochengeterwa mabhuku kana midziyo yomumba. sherefu 9 .
shezha 	KD 	9>10 	z 		shezha KD z 9>10 . tsenza 9 .
shezhu 	DK 	9>10 	z 		shezhu DK z 9>10 . Shezhu ishiri inodaidzira munhu kune uchi. tsoro 9 .
shinda 	D- 	9>10 	z 		shinda D- z 9>10 . Shinda itambo nhete inoshandiswa kurukisa majuzi kana kusonesa nhumbi.
shindi 	K- 	9>10 	z 		shindi K- z 9>10 . Shindi kamhuka kakakura kudarika mbeva, kane zimuswe, kanogara mugomo uye kanofarira kudya matobwe. tsindi 9 .
shiri 	D- 	9>10 	z 		shiri D- z 9>10 . Shiri imhuka ine minhenga nemapapiro, inogona kubhururuka kazhinji kacho.
shirikadzi 	KDKD 	9>10 	z 		shirikadzi KDKD z 9>10 . Uyu mukadzi akafirwa nomurume.
shishivari 	D- 	9>10 	z 		shishivari D- z 9>10 . Uyu munhu ane mwoyo wakaoma chaizvo.
shombori 	K- 	9>10 	z 		shombori K- z 9>10 . Shombori kamuti kanotanda, kanoberekera pasi vana vakaita zvibhora, vanonzi shombori. tsombori 9 .
shomhwe 	DK 	9>10 	z 		shomhwe DK z 9>10 . Shomhwe imhodzi dzechakata kana dzemapfura, dzinodyiwa.
shondo 	DK 	9>10 	z 		shondo DK z 9>10 . Shondo isikarudzi yomunhurume, ine ganda rokumberi risingavhari kana kuti rakachekererwa. shorira 9 .
shoro 	K- 	9>10 	z 		shoro K- z 9>10 . Shoro mabandi makuru echibage kana zvimwe zvinenge zvatswiwa.
shoroma 	D- 	9>10 	z 		shoroma D- z 9>10 . shokoshoko 9 .
shukukuviri 	K- 	9>10 	z 		shukukuviri K- z 9>10 . tsukukuviri 9 .
shumba 	KD 	9>10 	z 		shumba KD z 9>10 . Shumba imhuka ine simba inenge zikatsi zihombe rine zenze guru, inorarama nekuvhima dzimwe mhuka ichidya nyama yadzo, uye inodzvova zvine ruzha rukuru.
shumo 	K- 	9>10 	z 		shumo K- z 9>10 . tsumo 9 .
shungu 	K- 	9>10 	z 		shungu K- z 9>10 . Shungu chido chakadzama zvikuru chokuita chinhu, chingave chakanaka kana chakaipa.
shupa 	K- 	9>10 	z 		shupa K- z 9>10 . Shupa zinyama rine mvura, munogara mwana kana ari mudumbu. Shupa izai risingachochonyi, kana kuti risina chikukwana.
shuro 	D- 	9>10 	z 		shuro D- z 9>10 . tsuro 9 .
shuro danda 	DD KK 	9>10 	z 		shuro danda DD KK z 9>10 . Iyi ishuro huro inogara munzvimbo inenge ine miti mikuru yakawira pasi, munova ndimo mainovanda. shuro n'ombe 9 .
shuro n'ombe 	D- 	9>10 	z 		shuro n'ombe D- z 9>10 . shuro danda 9 .
shutasi 	KDD 	9>10 	z 		shutasi KDD z 9>10 . Shutasi ishangu dzakagadzirirwa kutambisa bhora nadzo.
sikavha 	DKD 	9>10 	z 		sikavha DKD z 9>10 . Sikavha ijira kana chirukwa chinoiswa muhuro, kudzivirira chando kana kuwedzera kuchena.
sikera 	KDD 	9>10 	z 		sikera KDD z 9>10 . Sikera mudziyo unoshandiswa pakucheka uswa, wakakombamira mukati mune tumazino twakachedererwa.
siketi 	DKD 	9>10 	z 		siketi DKD z 9>10 . Siketi chipfeko chavanhukadzi chinopfekwa nebhurauzi kana kuti nesikipa kumusoro kwacho.
sikipa 	DKD 	9>10 	z 		sikipa DKD z 9>10 . Sikipa chipfeko chinoita sokutatamuka chinopfekwa kumusoro, sezvinongoitwa sheti.
sikiri 	K- 	9>10 	z 		sikiri K- z 9>10 . sekera 9 .
sikuruudhiraivha 	DDKDDDDD 	9>10 	z 		sikuruudhiraivha DDKDDDDD z 9>10 . Uyu mudziyo weshimbi yakasimba, une chibato nomuromo zvakagadzirirwa kusunga nokusunungura masikuruu.
sinde 	D- 	9>10 	z 		sinde D- z 9>10 . Sinde rudzi rwehove rudiki runowanikwa muhova diki kunyanya. Patairedza hove muna Chigeza taibata sinde chete.
sine 	DK 	9>10 	z 		sine DK z 9>10 . tsine 9 .
sipakisheni 	DKDDD 	9>10 	z 		sipakisheni DKDDD z 9>10 . Kana vanhu vachiita sipakisheni imba yomunhu, vanenge vachipindamo vane zvavanoda kuongorora.
sipedhi 	DKD 	9>10 	z 		sipedhi DKD z 9>10 . Sipedhi ifoshoro yakati pafarara kumberi kwayo.
sipiringi 	DKDD 	9>10 	z 		sipiringi DKDD z 9>10 . Uyu mudziyo unogadzira nesimbi kana waya, unogona kudhefa kana kutasanuka, unoshandiswa pakugadzira mibhedha nezvimwewo.
sipo 	D- 	9>10 	z 		sipo D- z 9>10 . Sipo chigadzirwa chinopupuma, chinoshandiswa kubvisisa tsvina panhumbi kana pamwewo. sepa 9 .
sisipenzi 	KDKD 	9>10 	z 		sisipenzi KDKD z 9>10 . Iyi imari ine mapeni mashanu. susupenzi 9, zukwa 5 .
sitaera 	DKDD 	9>10 	z 		sitaera DKDD z 9>10 . Ichi chidavado chinoshandiswa mukuita chimwe chinhu. Sitaera yaSolo yokutamba akadedemara haijairiki. sitayira 9 .
sitatimende 	DKDDD 	9>10 	z 		sitatimende DKDDD z 9>10 . Aya mazvi anotaurwa nomunhu maererano nezvaanoziva pamusoro pokuparwa kwemhosva.
siye 	KD 	9>10 	z 		siye KD z 9>10 . tsiye 9 .
siyisiyi 	K- 	9>10 	z 		siyisiyi K- z 9>10 . Aka kashiri kadikidiki, kane pamusana pakada kuita papfumbu. chidhiidhii 9, chisiisii 7 .
sochisi 	KDD 	9>10 	z 		sochisi KDD z 9>10 . Sochisi inyama yakagaiwa inenge yaiswa zvirungwa, inopakirwa muchihomwe chakareburuka, kuita seura. soseji 9 .
sosa 	KD 	9>10 	z 		sosa KD z 9>10 . Sosa mudziyo une mukati musina kudzika, munogadzikwa kapu yetii.
soseji 	KDD 	9>10 	z 		soseji KDD z 9>10 . sochisi 9 .
soso 	K- 	9>10 	z 		soso K- z 9>10 . tsotso 9 .
sukupenzi 	DDKD 	9>10 	z 		sukupenzi DDKD z 9>10 . sisipenzi 5 .
sungare 	K- 	9>10 	z 		sungare K- z 9>10 . Sungare chishongo chakaita rundaza chinopfekwa mumusoro. tsungare 9 .
susupenzi 	DDKK 	9>10 	z 		susupenzi DDKK z 9>10 . sisipenzi 9 .
sutu 	KD 	9>10 	z 		sutu KD z 9>10 . Sutu ibhachi rinoenderana nebhurukwa rayo kana nesiketi yaro. svutu 9 .
sutukesi 	KDDD 	9>10 	z 		sutukesi KDDD z 9>10 . Uyu mudziyo ine makona mana, unoiswa nhumbi pakufamba rwendo, kana kungoti dzigaremo. svutukesi 9 .
svimborume 	KKKD 	9>10 	z 		svimborume KKKD z 9>10 . tsvimborume 9 .
svina 	DK 	9>10 	z 		svina DK z 9>10 . tsvina 9 .
svomhu 	KD 	9>10 	z 		svomhu KD z 9>10 . Svomhu chidzidzo chinoshanda nenamba, vanhu vachikamura vachisanganisa nezvimwewo zvingangoitwa nenhamba. samhu 9, masamhu 6 .
svongoro 	D 	9>10 	z 		svongoro D z 9>10 . machende 6 .
svoresvore 	D- 	9>10 	z 		svoresvore D- z 9>10 . Iyi imbavha inonyangarika kana yaba.
svutukesi 	KDDD 	9>10 	z 		svutukesi KDDD z 9>10 . sutukesi 9 .
svuuramuromo 	D 	9>10 	z 		svuuramuromo D z 9>10 . Uyu munhu asingateereri mazano nedzidziso dzaanopiwa navamwe. ndambakurayirwa 9, tsvuuramuromo 9 .
swanda 	D- 	9>10 	z 		swanda D- z 9>10 . tswanda 9 .
tafura 	KDD 	9>10 	z 		tafura KDD z 9>10 . Tafura mudziyo une makumbo nepamusoro pakapamhama, panogadzikirwa zvokudya kana kushandirwa zvimwewo. tebhuru 9 .
tai 	KD 	9>10 	z 		tai KD z 9>10 . Tai ijira rakasonwa rakapamhama nokureburuka, rinosungwa muhuro yehembe sechishongo.
taimu tebhuru 	KKD KDD 	9>10 	z 		taimu tebhuru taimi tabhuru KKD KDD z 9>10 . Uhu urongwa hwezvinhu zvinofambiswa nenguva yakatarwa. Pakabuda taimu tebhuru yamazamanishoni, vana vakatanga kuverenga zvine simba.
tarakita 	DKDD 	9>10 	z 		tarakita DKDD z 9>10 . Iyi imotokari ine mavhiri esure makuru, inoshandiswa kucheka uswa, kurima nokuitiswa mawe mabasa.
tirakita 	DKDD 	9>10 	z 		tirakita DKDD z 9>10 . tarakita 9 .
tireni 	DKD 	9>10 	z 		tireni DKD z 9>10 . Tireni chifambiso chakareba chinofamba napanjanji, chichikweva matiroko mazhinji okutakurisa vanhu kana zvinhu. chitima 7 .
tondondo 	K- 	9>10 	z 		tondondo K- z 9>10 . tururu 9 .
tsambakonzi 	DDKD 	9>10 	z 		tsambakonzi DDKD z 9>10 . shambakodzi 9 .
tsambarafuta 	DDDKK 	9>10 	z 		tsambarafuta DDDKK z 9>10 . sambarafuta 9 .
tsamvi 	DK 	9>10 	z 		tsamvi DK z 9>10 . Tsamvi muchero wakaita mudiki unenge onde, unodyiwa navanhu pamwe neshiri. shavhi 9 .
tsanangudzo 	D- 	9>10 	z 		tsanangudzo D- z 9>10 . Aya mashoko anotaurwa pasina kusiirira zvimwe kuti vanhu vave noruzivo rwakakwana. tsananguro .
tsananguro 	D- 	9>10 	z 		tsananguro D- z 9>10 . tsanangudzo 9 .
tsapfu 	D- 	9>10 	z 		tsapfu D- z 9>10 . Tsapfu inhengo yegumbo romunhu iri kuseri komupimbira. shafu 9 .
tsenza 	KD 	9>10 	z 		tsenza KD z 9>10 . Tsenza chirimwa chinoberekera pasi, chinorimwa pamadhunduru munzvimbo dzine mvura yakawanda. shezha 9 .
tsika 	D 	9>10 	z 		tsika D z 9>10 . Tsika maitiro anotarisirwa navanhu vorudzi rumwe chete, pazvinhano zvakasiyana. Dzimwe tsika dzechikare takaregerawo, asi dzimwe tinoona dzakatinakira. Munhu ane tsika anenge ane unhu hunoyemurika. Pita akaitwa keputeni wechikoro nokuti ane tsika. Tsika yomunhu kaitiro kake kaajairira. Murume wangu ane tsika yokuuya kumba usiku.
tsikidzi 	DKD 	9>10 	z 		tsikidzi DKD z 9>10 . Tsikidzi kambuyu kaduku katsvuku, kanogara pamadziro eimba, kanomwa ropa remunhu.
tsinde 	D- 	9>10 	z 		tsinde D- z 9>10 . Tsinde uswa hwakasimba, hunomera mubani, hunogadziriswa shambo.
tsindi 	K- 	9>10 	z 		tsindi K- z 9>10 . Tsindi kapuka kakati kurei kupinda gonzo, kaine zimuswe ziguru rine mazimvere. shindi 9 .
tsingano 	KKD 	9>10 	z 		tsingano KKD z 9>10 . Tsingano kasimbi katetetete, kane buri rimwe divi, uye kakapinza chose kune rimwe kanoshandiswa pakusona.
tsiye 	KD 	9>10 	z 		tsiye siye KD z 9>10 . Tsiye imvere nhema dzepamusoro uye pazasi pemaziso.
tsodzo 	D 	9>10 	z 		tsodzo D z 9>10 . Tsodzo ishiri duku ine muromo murefu, inowanzofarira kumwa muto wemaruva emumvee. todzvo 9 .
tsoka 	D- 	9>10 	z 		tsoka D- z 9>10 . Tsoka mutezo wegumbo une zvigunwe, uye unotsika pasi pakufamba.
tsoko 	DK 	9>10 	z 		tsoko DK z 9>10 . Tsoko chipuka chiduku, chakafanana negudo, chine muswe murefu, uye chinogara munzvimbo dzine makomo nemiti yakawanda.
tsoma 	DK 	9>10 	z 		tsoma DK z 9>10 . Tsoma imhuka yakaita semhembwe asi iyo iri huru kupfuura mhembwe.
tsombori 	DDK 	9>10 	z 		tsombori DDK z 9>10 . Tsombori kamuti kadoko kanotanda, nokanoberekera pasi vana vanodyiwa vakaita zvibhora, vanonziwo tsombori. shombori 9 . Tsombori muchero unoti kana waibva woita mutema, wakanyorovera chaizvo, uye uine mhodzi imwe pakati. tsambati 9 .
tsongorwi 	KKD 	9>10 	z 		tsongorwi KKD z 9>10 . Tsongorwi chinhu chakaomarara chinowanikwa pakati pemuchero. mhodzi 9, svungurugwe 9, svongoro 9 .
tsonzowa 	KDK 	9>10 	z 		tsonzowa KDK z 9>10 . Tsonzowa muchero muduku wakatenderera, usingadyiwi nevanhu asi nemhembwe kana mbudzi, uye mhodzi yacho inosikwa senyimo. shozhowa 9 .
tsori 	K- 	9>10 	z 		tsori K- z 9>10 . Tsori munhu anotsvaga ruzivo pamusoro pomuvengi wake asi achizviita akavanda.
tsubvu 	KD 	9>10 	z 		tsubvu tsvubvu KD z 9>10 . Tsubvu muchero womusango unoti kana waibva woita mutema, uye unodyiwawo namakava. hubva 9 .
tsukukuviri 	K- 	9>10 	z 		tsukukuviri sikukuviri K- z 9>10 . Iyi zigonye ziguru rinonzi inyoka ine misoro miviri zvekuti inokwanisa kufamba nemanhendeshure.
tsumo 	K 	9>10 	z 		tsumo K z 9>10 . Tsumo chirevo chinotaura zvakadzama nemanzwi mashoma, chichitaridza zvinowanzoitika muupenyu. Tsumo yokuti, dzingidzi gonyera pamwe maruva enyika haaperi, inofanira kusakangamwiwa. shumo 9 .
tsuro 	D- 	9>10 	z 		tsuro shuro D- z 9>10 . Tsuro chipuka chiduku chine nzeve huru, nekamuswe kaduku kakatarisa mudenga. shuro 9 . Tsuro munhu anotambura, asina nezvaanazvo muupenyu. hwena 9 .
tsurwe 	KD 	9>10 	z 		tsurwe KD z 9>10 . jende 5 .
tsvanzva 	KD 	9>10 	z 		tsvanzva KD z 9>10 . Tsvanzva muchero unovavira, unotsvuka kana waibva. nhengeni 9, svazva 9 .
tsvarakadenga 	DDDKD 	9>10 	z 		tsvarakadenga DDDKD z 9>10 . Uyu musikana akanaka chaizvo pameso nechimiro chake.
tsvete 	D 	9>10 	z 		tsvete D z 9>10 . Tsvete kuitira mumwe munhu zvakanaka, zvausingaitiri vamwe vose. chizivano 7 .
tsvimborume 	KDKD 	9>10 	z 		tsvimborume svumborume KDKD z 9>10 . Tsvimborume murume adarika zero rokuroora asina mukadzi. tsvukachin'ai 9 .
tsvingu 	DK 	9>10 	z 		tsvingu tsvungu DK z 9>10 . Tsvingu mukadzi ane murume wake, asi achidanana nevamwe varume. tsvingudzi 9 .
tsvingudzi 	KKD 	9>10 	z 		tsvingudzi KKD z 9>10 . tsvingu 9 .
tsviri 	K- 	9>10 	z 		tsviri K- z 9>10 . mhombwe 9 .
tsvita 	KD 	9>10 	z 		tsvita KD z 9>10 . Tsvita muchero wakaita semaonde asi iwo uri muduku, uye uchitapira kudarika maonde. svita 9, tsere 9, tsvitwa 9 .
tsvito 	D- 	9>10 	z 		tsvito D- z 9>10 . Tsvito imhuka honho inenge yakura.
tsvodo 	K- 	9>10 	z 		tsvodo K- z 9>10 . Tsvodo kurumanisa miromo, kana kuisa muromo pane imwe nhengo yomuviri wemumwe, somucherechedzo worudo.
tsvoma 	K- 	9>10 	z 		tsvoma K- z 9>10 . Tsvoma inzvimbo iri nechepamusoro pehuma, inotefenyeka kana mwana achiri mucheche. nhova 9 .
tsvongoro 	K- 	9>10 	z 		tsvongoro svongoro K- z 9>10 . mhodzi 9 .
tsvoritsvoto 	DKDD 	9>10 	z 		tsvoritsvoto DKDD z 9>10 . Uyu muchero unowanikwa mugomo, unovavira, uye une ruvara rwakada kuita serweganda reorenji.
tsvukachin'ai 	D- 	9>10 	z 		tsvukachin'ai D- z 9>10 . tsvimborume 9 .
tsvuketsvuke 	DKKD 	9>10 	z 		tsvuketsvuke DKKD z 9>10 . Uhwu howa hudoko, hwakatsvukuruka, hunodyiwa. firifiti 9, dzvuketsvuke 5 .
tsvurwe 	KD 	9>10 	z 		tsvurwe KD z 9>10 . jende 5 .
tsvuuramuromo 	D- 	9>10 	z 		tsvuuramuromo D- z 9>10 . Uyu munhu ane misikanzwa, asingatereri zvaanoudzwa. svuuramuromo 9, ndambakuudzwa 9 .
tswanda 	D- 	9>10 	z 		tswanda D- z 9>10 . Tswanda mudziyo unorukwa nemidzi yemuti unotakurirwa mbeu kana zvimwewo.
tureya 	DKD 	9>10 	z 		tureya DKD z 9>10 . Tureya mudziyo wakapamhamha, unotakurirwa zvekudya zvichiendeswaa patafura. tireyi 9 .
turusi 	KDD 	9>10 	z 		turusi turusu KDD z 9>10 . Turusi midziyo yaunoshandisa kugadzira mota, kana kuitisawo mamwe mabasa. Pinjisi iturusi isingadi kushaikwa pamba.
twiza 	D- 	9>10 	z 		twiza D- z 9>10 . Twiza imhuka yakareba kudarika dzimwe dzose, ine mutsipa murefurefu.
tyava 	D- 	9>10 	z 		tyava D- z 9>10 . Tyava itambo yakakoswa yakareba, inosungirwa parutanda ichishandiswa kuchaira n'ombe nezvimwewo.
umba 	DK 	9>10 	z 		umba DK z 9>10 . imba 9 .
ungano 	KKD 	9>10 	z 		ungano KKD z 9>10 . Ungano vanhu vazhinji vanouya, pangava pamutambo kana pamusangano, vaine chinangwa chimwe chete. Amai vaenda kuungano yemadzimai oruwadzano kuKadoma. gungano 5 .
varaidzo 	KKKD 	9>10 	z 		varaidzo KKKD z 9>10 . Varaidzo chiitiko chinoitwa, chinokubata pfungwa kuti ukanganwe zviri kukurwadza pamwoyo.
vhaisi 	KDD 	9>10 	z 		vhaisi KDD z 9>10 . Vhaisi mudziyo unoshandiswa kumana sezvakaita matanda kana achivezwa, kana simbi kana iri kugurwa. rumano 11, chimano 7 .
vhorovhoro 	DKDD 	9>10 	z 		vhorovhoro DKDD z 9>10 . Aka kapfuti kadikidiki kanogona kuiswa muhomwe.
vhunzo 	D- 	9>10 	z 		vhunzo D- z 9>10 . Vhunzo mibvunzo inopiwa vana vechikoro kupera kwetemu kana gore, kuti paonekwe kuti vakabata zvakadii pane izvo vakadzidziswa.
vhuramuromo 	D- 	9>10 	z 		vhuramuromo D- z 9>10 . Iyi imari inobviswa nomukuwasha, kuitira kuti tezvara vachikwanisa kutaura naye nyaya dzokuroora dzaanenge afambira.
wachi 	KD 	9>10 	z 		wachi KD z 9>10 . Wachi kamudziyo kanotaridza kuti dzava nguvai. karingazuva 12 .
wairesi 	KDDD 	9>10 	z 		wairesi wairosi KDDD z 9>10 . Uyu mudziyo unoburitsa mashoko kana dzimbo dzinenge dzichiridzwa kumba yemhepo. redhiyo 9, dzimudzangara 5 .
waya 	KD 	9>10 	z 		waya KD z 9>10 . Waya itambo dzesimbi dzakasiyana-siyana.
wigi 	KD 	9>10 	z 		wigi KD z 9>10 . Wigi chiheti chinenge vhudzi chairo chinopfekwa mumusoro nevanoda kuchinja vhudzi ravo, sekuti rirebe kana kuti riite rerumwe rudzi.
yunivhesiti 	D- 	9>10 	z 		yunivhesiti D- z 9>10 . Ichi chikoro chikuru chepamusoro, chinopiwa vadzidzi madhighiri kana vakunda zvidzidzo zvavo.
zheve 	DK 	9>10 	z 		zheve DK z 9>10 . nzeve 9 .
zhira 	D- 	9>10 	z 		zhira D- z 9>10 . nzira 9 .
zhou 	D- 	9>10 	z 		zhou D- z 9>10 . nzou 9 .
