bahwe 	KD 	5 	z 		bahwe KD z 5 . chibage 7 .
njikenjike 	KDKD 	9>10 	z 		njikenjike KDKD z 9>10 . Urwu rudzi rweshiri ine huro yakatsvukuruka.
njude 	KD 	9 	z 		njude KD z 9 . Njude mutambo wevana wavanomhanyirana vakachonjomara.
njurwe 	KD 	5 	z 		njurwe KD z 5 . gurwe 5 .
nomwe 	DK 		pr 		nomwe DK pr . Zvinhu zvi nomwe ndezvinenge zvasara zvitatu kuti zvisvike gumi.
nonge 	KD 		ny 		nonge KD ny . Kuti nonge kutora chinhu chinenge chiri pasi nokukasika.
nyagukunye 	DKKK 	9 	z 		nyagukunye DKKK z 9 . nyoka rukuni 9 .
nyakasheche 	DDKD 	9 	z 		nyakasheche nyakashesha DDKD z 9 . Uhwu hwowa huduku hune ruvara rutsvuku, hunodyiwa navanhu.
nyakatonje 	D- 	1a 	z 		nyakatonje D- z 1a . Uyu munhu anoturikira zvinotaurwa nesvikiro. nechombo 1a .
nyakuvuche 	DDKD 	1a 	z 		nyakuvuche DDKD z 1a . bandamusoro 1a .
nyamafene 	D- 	9 	z 		nyamafene D- z 9 . nyamapfeni 9 .
nyamasase 	DDKD 	9 	z 		nyamasase DDKD z 9 . nyamatsatsi 9 . Iyi ihove ino mutumbi wakadarika womuramba, nomusoro muduku sowenyoka, unochekwa wokandwa mudziva kana ichinge yabatwa.
nyamavende 	D- 	1a 	z 		nyamavende nyamaende D- z 1a . Uyu munhu asina mamwe mazino epamberi. samavende 1a .
nyambare 	DDK 	9 	z 		nyambare DDK z 9 . Kutamba nyambare kutamba kunonetesa kunoitwa nevasikana.
nyamutsunhetsunhe 	DDDKDK 	1a 	z 		nyamutsunhetsunhe DDDKDK z 1a . Uyu mutambo wevana vadiki wokushunyana. chamutsunyamutsunya 7 .
nyangwe 	D- 		kanu 		nyangwe D- kanu . Kuti nyangwe kuramba kana kupikisa. bodo .
nyanye 	D- 		ny 		nyanye D- ny . Kuti nyanye kuita chinhu chinopfurikidza panosvika vamwe. Mukoma wake anodada, asi munin'ina wake ndiye nyanye.
nyare 	D- 		ny 		nyare D- ny . Kuti nyare kusunga zvinyoronyoro zvisinganetsi kusungunura.
nyasire 	KDK 	9>10 	z 		nyasire KDK z 9>10 . Nyasire munhu anofarira kuita zvisingafadzi vamwe, zveundururani. Tsime rakaitirwa tsvina nenyasire.
nyemwe 	D- 	5 	z 		nyemwe D- z 5 . nyawi 5 .
nyenjere 	DKK 	9>10 	z 		nyenjere DKK z 9>10 . zhenjere 5 .
nyenye 	K 	9>10 	z 		nyenye K z 9>10 . hwayana 9 .
nyenyenye 	D- 		ny 		nyenyenye D- ny . Kana chinhu chichiti nyenyenye chinenge chichingaima.
nyere 	D- 	9>10 	z 		nyere D- z 9>10 . Nyere kadende kanosara panodhuuka bara repfuti. Nyere chikasha chinochengeterwa fodya. nhekwe 9 .
nyerekete 	K- 	5 	z 		nyerekete K- z 5 . Iri ivara rinenge riri pamucheka une mamwe mavara. Ndaona imbwa chena ine nyerekete dema.
nyerenyete 	K- 	5 	z 		nyerenyete K- z 5 . nyerekete 5 .
nyeve 	DD 		ny 		nyeve DD ny . Kuti nyeve kuudza munhu mashoko angangomubatsira pane zvimwe zvinhu.
nyewe 	K- 	5 	z 		nyewe K- z 5 . Nyewe igoronga rinoitwa nemvura inonaya ichiyerera nemunzvimbo dzinevhu rinokukurika kana kudyika nemvura.
nyika mutome 	DD DDK 	9>10 	z 		nyika mutome DD DDK z 9>10 . nyika mukanza 9 .
nyina mombe 	D- 	9>10 	z 		nyina mombe D- z 9>10 . Uyu mwana wenyati. nyina n'ombe 9 .
nyore 	DK 		dc 		nyore DK dc . Kana zvinhu zviri nyore zvinenge zvisinganetsi kuita.
nzembe 	DK 	9>10 	z 		nzembe dzembe DK z 9>10 . Nzembe rudzi rwenjiva diki ine besu refu. njiva bomho 9 .
nzombe 	K- 	9>10 	z 		nzombe K- z 9>10 . Nzombe imhuka hono.
nzope 	K- 	9>10 	z 		nzope K- z 9>10 . Nzope isimbi inoshandiswa pakuchera asi iri papfumo. suso 9 .
nzvarakamwe 	K- 	9>10 	z 		nzvarakamwe K- z 9>10 . Uyu munhukadzi kana mhuka hadzi inenge yangoita mwana kamwe chete.
nzve-e 	K 		ny 		nzve-e K ny . Kuti nzve-e kuenda nepadivi kuti usaonekwe, kana kubatwa, kana kuitwa zvimwewo neanenge achida kukudaro.
ombe 	D- 		ny 		ombe D- ny . Kuti ombe kuisa jira kana chimwe chinhu mumvura kwenguva yakareba.
onde 	DK 	5 	z 		onde wonde DK z 5 . Onde muchero unoberekwa nemuonde, wakanyorovera uine tumhodzi tudikidiki, unoibva uri mutsvuku kana yero.
pamhene 	DKK 	16 	z 		pamhene DKK z 16 . Pamhene panzvimbo isina zvinhu zvakawanda zvakaita semiti kana zvivakwa, zvokuti kana pane chinoitikapo, vanhu vanonyatsochiona pasina kuvharidzirwa.
pamwe 	K- 		dc 		pamwe K- dc . Kana vanhu vachiita zvinhu pamwe vanenge vachiita vachibatsirana vose.
panze 	K- 	16 	z 		panze pazhe K- z 16 it . Kana chinhu chisiri mukati mechimwewo chinhu chinonzi chiri panze .
paramende 	KDDD 	9>10 	z 		paramende KDDD z 9>10 . Paramende igungano renhengo dzinomirira matunhu akasiyana- siyana, rine basa rokugadzira nokuchinja mitemo yenyika.
pazhe 	DK 	16 	z 		pazhe DK z 16 . panze 16 .
pekare 	DKD 		dc 		pekare DKD dc . pakare .
pendeke 	DKD 	1a 	z 		pendeke DKD z 1a . hure 5 .
pepere 	KKD 		ny 		pepere KKD ny . Kuti pepere kubva munhu aenda zvachose.
peperere 	D- 		ny 		peperere D- ny . pepere pepere .
pfe 	K 		ny 		pfe K ny . Kana chinhu chati pfe chinenge chapinda pamwe panhu.
pfekeche pfekeche 	D- 		ny 		pfekeche pfekeche D- ny . Kuti pfekeche pfekeche ruzha runoitika kana munhu achifamba pane mashizha akaoma.
pfende 	DK 	9>10 	z 		pfende DK z 9>10 . Pfende rudzi rweuswa hunomera mumatoro hunoita, kamudzi kanodyiwa.
pfere 	D- 	9>10 	z 		pfere D- z 9>10 . Kana munhu aine pfere anenge achitadza kuwanikwa kana kuwana.
pfetse 	D- 		ny 		pfetse D- ny . Kana munhu ati pfetse anenge angopatika asvika.
pfumandiwe 	KKDD 		kanu 		pfumandiwe KKDD kanu . Pfumandiwe izwi rinoshandiswa nomunhu anotengesa, kuratidza mutengi kuti awana chinhu nemutengo wakaderera.
pfumbamwe 	D- 		pr 		pfumbamwe D- pr . Pazvinhu gumi tikabvisa chimwe zvinosara zvava zvi pfumbamwe . pfemba .
pfundamutete 	KKDKK 	9>10 	z 		pfundamutete KKDKK z 9>10 . Uku kuzvipeta kuita kadikidiki kunoita munhu anenge achitya chimwe chinhu.
pfundepfunde 	D- 	9>10 	z 		pfundepfunde D- z 9>10 . Pfundepfunde vanhu kana zvipfuwo zvinenge zvakaita dutu.
pfundepfunde 	DKDD 	9>10 	z 		pfundepfunde DKDD z 9>10 . pfundipfundi 9 .
pfunge 	D- 		ny 		pfunge D- ny . Kuti pfunge kunhuwa zvikuru.
pfunye 	KD 	9>10 	z 		pfunye funye KD z 9>10 . Pfunye ishiri ine zhumu, inodya tupuka nemichero.
pfunze 	K- 	9>10 	z 		pfunze K- z 9>10 . Pfunze rudzi rwembeva inochera mwena, yogara muvhu. nhuta 9 .
pirimbwe 	KKD 		ny 		pirimbwe KKD ny . Kuti pirimbwe kuvhiringidzika mupfungwa nezvinhu zvaunenge usinganyatsi kunzwisisa.
piye 	KD 		ny 		piye KD ny . Kana chinhu chati piye chinenge chachinjikira pamwe panhu.
pote 	KD 		ny 		pote KD ny . Kana chinhu chati pote chinenge chafamba chikaenda kuseri.
putumende 	KDDD 	9>10 	z 		putumende KDDD z 9>10 . Aka katundu kana kuti kapasuru kadiki kokutakura.
pwere 	KD 	9 	z 		pwere KD z 9 . Pwere mwana mudiki asati ava kugona kuzvifungira kana kuzviitira zvinhu zvose.
rebwede 	D- 		ny 		rebwede D- ny . Kana munhu akati rebwede anenge asina simba mumuviri wake. rembwede, rengwende .
renge 	K- 	5 	z 		renge K- z 5 . Renge ishiri inokandira mazai pasi yakaenzana nehorwe, inodya tumbuyu nemhodzi nemichero. gaudya 5, gumbwi 5, gunja 5 . Renge muriwo unomera mubani, wakada kufanana nefodya painenge ichiri diki.
rengwende rengwende 	D- 		ny 		rengwende rengwende D- ny . Kuti rengwende rengwende kufamba usina simba.
rove rove 	D- 		ny 		rove rove D- ny . Kuti rove rove kupinda nokukwana sezvingaita vanhu mumba, nyoka, mumwena kana mombe mudanga.
rudziyakamwe 	DKKDK 	11 	z 		rudziyakamwe DKKDK z 11 . Iyi inguva yamangwanani, zuva parinenge rava kutanga kunyatsopisa. madziyamushana 6, madziyazuva 8 .
rufudzamombe 	D- 	11 	z 		rufudzamombe D- z 11 . fudzamombe 5 .
rufuramhebwe 	D- 	11 	z 		rufuramhebwe D- z 11 . Iyi inguva yezuva richangovira, kwava kutanga kusviba.
rugotwe 	DDK 	11>6 	z 		rugotwe DDK z 11>6 . Rugotwe mwana anopedzisira kuzvarwa mumhuri. gotwe 5 . ANTONYMS dangwe.
rukangarabwe 	DKKDD 	11 	z 		rukangarabwe DKKDD z 11 . Iyi inzvimbo ine ivhu rakasangana notutombo. Ukafamba naparukangarabwe kuchitonhora, usina shangu, unorwadziwa narwo pasi petsoka.
rukukwe 	DKD 	11>10 	z 		rukukwe DKD z 11>10 . Rukukwe chimeti chakarukwa nenhokwe kana netsanga, chinoshandiswa kugarira kana kurara.
rukushe 	DKD 	11 	z 		rukushe DKD z 11 . makushe 6 .
ruman'ombe 	KKKD 	5 	z 		ruman'ombe KKKD z 5 . Urwu rudzi rweigo rakaita dema, uye riri hombe kune mamwe marudzi emago. gon'ombe 5 .
rume 	K- 	5 	z 		rume K- z 5 . Rume munhu wechirume ane muviri wakakura.
rumveemvee 	DKDK 	11 	z 		rumveemvee DKDK z 11 . Uku kufamba-famba kwezvinhu zvichipesana zvisingaonekwi pazvakananga. Pakaputika bhambo, mishoni yakaita rumveemvee vanhu vachitiza.
runhare 	DKD 	11 	z 		runhare DKD z 11 . foni 9 .
runyerekupe 	D- 	11 	z 		runyerekupe D- z 11 . Aya mashoko anotaurwa, asina chokwadi chati chabuda. Pane runyerekupe rwekuti Kudzai ndiye akaba hembe dzavo.
rupute 	DDK 	11 	z 		rupute DDK z 11 . Rupute iguruva rakawanda, kana chiutsi chinenge chichipwititika kuenda mudenga.
rushiye 	DKD 	11 	z 		rushiye DKD z 11 . rusvava 11 .
ruwareware 	D- 	11 	z 		ruwareware D- z 11 . Uku kurongedzwa kwezvinhu zvichienzana. Tafura yose yarongedzwa. Mabhuku ava ruwareware.
sakaramende 	DDDKD 	5 	z 		sakaramende DDDKD z 5 . Ichi chikomborero chaunopiwa nomupurisite kana nomubhishopu. NeSvondo Nyemwe naKuda vakapiwa sakaramende romuchato.
samare 	DKD 		dc 		samare DKD dc . Samare izwi rinotaridza mherevedzo yechiito, kunyanya pazvinhu zvakanaka zvinoshamisa. Mai vakatibikira keke rainaka samare.
samende 	DKD 	9 	z 		samende DKD z 9 . simende 9 .
sande 	KD 		pr 		sande KD pr . Sande inzwi rinoreva zvinhu zvine utsvene. Ngirozi mweya musande. tsvene .
saruraude 	DKKDD 	9 	z 		saruraude DKKDD z 9 . Uku kuwanda kwezvinhu, zvokuti chose chaunenge uchida unogona kuchiwana. -sharaude 9 .
save 	DK 		bat 		save DK bat . Save chibatanidzo chinoreva kuti ndizvo zvakonzera.
sekunge 	DKK 		bat 		sekunge sokunge DKK bat . Sekunge izwi rinoreva zvinhu zvakada kutoredzerana pamataridzikiro nepamamiriro. Kunotaridzika sekunge gore rino vanhu vachakohwa fani. senge, fanika .
sekwe 	DK 	5 	z 		sekwe DK z 5 . Sekwe idhadha romudondo rinogara murwizi.
sengende 	K- 	5 	z 		sengende K- z 5 . Sengende idengu rakarukirwa padanda, rinoshandiswa kutakura zvinhu richikwehwa nen'ombe. sandanga 5, sangada 5 .
sere 	K- 		pr 		sere K- pr . Sere uwandu hwezvinhu zviri pakati pezvinomwe nezvipfumbamwe.
shambare 	KKD 	9>10 	z 		shambare KKD z 9>10 . Shambare igonye guru rine ruvara rwemashizha, rinodyiwa semadora. tsambare 9, sinini 5 .
shanje 	D- 	9>10 	z 		shanje D- z 9>10 . Shanje kurwadziwa moyo pamusana pezvinhu zvinenge zvine mumwe munhu, uchikungura kuti dei akasava nazvo. godo 5 .
sharaude 	DKDD 	9 	z 		sharaude DKDD z 9 . saruraude 9 .
she 	K 	1a 	z 		she K z 1a . She munhu anotonga dunhu rakakura, rinenge rine masadunhu ari pasi pake.
sheche 	D- 	9>10 	z 		sheche D- z 9>10 . Sheche ihuku kana mbudzi hadzi yava kuda kusvika pazera rokubereka.
shoche 	D- 		ny 		shoche D- ny . Kuti shoche kupisa munhu kana mhuka nechinhu chinopisa, chakaita sesimbi kana dombo.
shomhwe 	DK 	9>10 	z 		shomhwe DK z 9>10 . Shomhwe imhodzi dzechakata kana dzemapfura, dzinodyiwa.
shuramurove 	DDKKK 	5 	z 		shuramurove DDKKK z 5 . shohori 5 .
shure 	KD 	17a 	z 		shure KD z 17a . sure 17a .
shwape 	D- 		ny 		shwape D- ny . Kuti shwape kurira kunoita chiwepu kana kuti tyava. tuche .
simbe 	D- 	5 	z 		simbe D- z 5 . Simbe munhu asingadi kushanda, anofarira kungogara chete. Simbe dzinoshuzha kwakanaya. nyope 9, shomvu 9 .
sine 	DK 	9>10 	z 		sine DK z 9>10 . tsine 9 .
sinyerere 	DKKK 	1a 	z 		sinyerere DKKK z 1a . Uyu munhu asingadi zvokutaura-taura navanhu. zinyerere 9 .
siye 	KD 	9>10 	z 		siye KD z 9>10 . tsiye 9 .
sokunge 	DKD 		bat 		sokunge DKD bat . senge .
sunde 	D- 		ny 		sunde D- ny . Kuti sunde kungoregera chinhu chawanga wakabata kana kuchengeta. Mwana akangonzi kuchikoro sunde, asina kumbodya chinhu. suku, supfu .
supe 	D- 	5 	z 		supe D- z 5 . sope 5 .
sure 	K- 	17a 	z 		sure K- z 17a . Sure inzvimbo yawafuratira, kana kuti kwawabva. shure 17a .
suzwe 	DK 	1a 	z 		suzwe DK z 1a . Suzwe munhu asingafariri basa zvachose.
sve-e 	D- 		ny 		sve-e D- ny . Kana uchiti sve-e unenge uchisveta chinwiwa.
sveerere 	D- 		ny 		sveerere sveverere D- ny . Kuti sveerere kuzongoona munhu aenda nokukasika, asina kuoneka.
swerahope 	DKDD 	1a 	z 		swerahope DKDD z 1a . Uyu munhu akakotsira, anoita seasina pfungwa dzakakwana. gutsire 5 .
tasve 	D- 		ny 		tasve D- ny . Kuti tasve kukwira uchienda seri kwechawakwira pachiri.
tede 	DK 		ny 		tede DK ny . Kuti tede kunyura kwechinhu chinenge chichipinda pakanyorovera. Museve wakati tede mudumbu regudo.
tedede 	K- 		ny 		tedede K- ny . Kuti tedede kunyura mumvura uchienda pasi pasi.
tendere 	KDD 		ny 		tendere KDD ny . Kuti tendere kuzeya uchipoterera pamwe panhu.
tendeshere 	D- 		ny 		tendeshere D- ny . Kuti tendereshe kungogara chero pawada, zvisinei nokuti wagara pane munhu here kana kwete.
tendezhere 	D- 		ny 		tendezhere D- ny . Kuti tendezhere kuwira mumvura iwe usigadi.
tenhe 	DK 		ny 		tenhe DK ny . Kuti tenhe kuzungunusa mukoko kana davi rakamomoterwa nenyuchi, idzo dzichitanga kubhururukira kwese kwese.
testamende 	KDKD 	9 	z 		testamende KDKD z 9 . Ichi chikwata chamabhuku emubhaibheri akanyorwa Jesu asati azvarwa neakanyorwa afa.
tete 	DK 	1a 	z 		tete DK z 1a . Tete ihanzvadzi yababa vako. vatete 2a .
tetere 	D- 		ny 		tetere D- ny . Kuti tetere kutiza kana kuenda zvachose kwemunhu kana kwemhuka.
tetete 	DKD 		ny 		tetete DKD ny . Kuti tetete kubvunda-bvunda kunenge kuchita chinhu chiri kuzununguswa.
tonje 	D- 	5/9>10 	z 		tonje donje D- z 5/9>10 . Tonje chirimwa chinotumbuka kuita mabhora eshinda machena, anozogadziriswa micheka. Tonje mabhora eshinda anoshandiswa mabasa akasiyana sezvakaita muzvipatara.
-tsere 	K 		pr 		-tsere K pr . Zvinhu zvi tsere ndezvine uwandu hunosiya zviviri kuita gumi. sere .
tsime 	KD 	5 	z 		tsime KD z 5 . Tsime igomba rinochererwa kushandisa mvura inobuda mariri.
tsinye 	D- 	10 	z 		tsinye D- z 10 . Tsinye kuva nechidakadaka chokuita zvinokuvadza kana kurwadzisa vamwe. bwoni 14 .
tsire 	KD 	9 	z 		tsire KD z 9 . Tsire mutambo wokumira nomusoro.
tsve 	K 		ny 		tsve K ny . Kuti tsve kuisa chawakabata pasi. tsverekete .
tsve-e 	K- 		ny 		tsve-e K- ny . Kuti tsve-e kuridza pembe.
tsvemere 	D- 		ny 		tsvemere D- ny . Kuti tsvemere kuva pedo napedo kweari kudzingirirwa neari kudzingirira.
tsvene 	DK 		pr 		tsvene DK pr . Chinhu chi tsvene ndechakanaka kana kururama, zvokuti hapana chinoshoreka pachiri. Vatsvene chete ndivo vanoenda kudenga kana vafa.
tsverere 	K- 		ny 		tsverere K- ny . Kuti tsverere kuridza pembe.
tsvetsverere 	D- 		ny 		tsvetsverere D- ny . Kuti tsvetsverere kuzvuva chinhu pasi uchifamba nacho. Kuti tsvetsverere kuwa nokutsvedzemuka kunoita atsika panotsvedza.
tsvimborume 	KDKD 	9>10 	z 		tsvimborume svumborume KDKD z 9>10 . Tsvimborume murume adarika zero rokuroora asina mukadzi. tsvukachin'ai 9 .
tsvurwe 	KD 	9>10 	z 		tsvurwe KD z 9>10 . jende 5 .
tunge 	D- 		ny 		tunge D- ny . Kuti tunge kubatidza moto nemechisa kana nezvimwewo pachibva pangobuda murazvu. tugu .
tye 	K 		ny 		tye K ny . Kuti tye kutsemura kamuti, sezvinoita munhu anenge achigadzira maruka etswanda.
ucheche 	D- 	14 	z 		ucheche D- z 14 . Ucheche inguva yekunge munhu achiri mwana mudiki, mumazuva ake ekutanga achangozvarwa.
udangwe 	DKD 				udangwe DKD . Udangwe kuva wokutanga kuzvarwa mumhuri. Udangwe hwakaita kuti atore mombe dzose pakufa kwababa vake. ANTONYMS ugotwe 14.
udundwe 	D- 	14 	z 		udundwe D- z 14 . Udundwe kutadza kushandisa pfungwa zvakadzama, uchiita zvinhu kunge uri mwana mudiki.
ufeve 	D- 	14 	z 		ufeve D- z 14 . Ufeve magariro ekuti chero mukadzi kana murume wawaona worara naye. uhure 14, ujoki 14 .
ugombe 	D- 	14 	z 		ugombe D- z 14 . Ugombe kamudziyo kanoshandiswa kuteya shiri, zvokuti shiri yacho inoita zvekuzosungwa nekatambo.
ukochekoche 	D 	14 	z 		ukochekoche D z 14 . Uku kupindana-pindana nekubatana kunoita shinda, tambo kana zvimwewo.
umbwende 	DKK 	14 	z 		umbwende DKK z 14 . Umbwende maitiro emunhu anotya zvakanyanya.
umhare 	DKK 	14 	z 		umhare DKK z 14 . Umhare maitiro ekusatya chii zvacho, kunyanya muhondo.
umhombwe 	D- 	14 	z 		umhombwe umhombo D- z 14 . Umhombwe chido chakapindiridza chekuda kusangana nevakadzi vakasiyana-siyana. Iyi itsika yekurara nomukadzi kana murume wose wose. uhure 14 .
undere 	DDK 	14 	z 		undere DDK z 14 . Undere itsika yokugara munhu akachena, aine utsanana.
undyire 	DKD 	14 	z 		undyire DKD z 14 . Undyire kufarira kudya zvevamwe mahara. udyire 14 .
unonwe 	DDK 	14 	z 		unonwe DDK z 14 . Unonwe inzvimbo, yakaita sebani, inogara ine mvura.
unye 	D- 	14 	z 		unye D- z 14 . Unye tumvere tunoswinya, tunowanika pamichero inenge mapichisi.
unyenye 	D- 	14 	z 		unyenye D- z 14 . Unyenye kuwanda kwezvinhu kana kuti vanhu.
unyope 	D- 	14 	z 		unyope D- z 14 . Unyope kusada kuita basa kana kusada kushandisa pfungwa. Farai ane unyope hwekutaura mhinduro mukirasi. usimbe 14, unungo 14, nungo 10 .
upombwe 	D- 	14 	z 		upombwe D- z 14 . umhombwe 14 .
uremberembe 	D- 	14 	z 		uremberembe D- z 14 . Uku kuwa kunenge kwakaita michero yakawanda. Uku kuturika zvinhu zvakawanda pamutariko kana pamwewo.
urete 	DKK 	14 	z 		urete DKK z 14 . urume 14 .
urodze 	DDK 	14 	z 		urodze DDK z 14 . Urodze ndokunocheka nako nebanga.
urume 	DKK 	14 	z 		urume DKK z 14 . uronyo 14 .
usande 	DKK 	14 	z 		usande DKK z 14 . Usande kuva nemaitiro ekuva munhu mutsvene asina zvivi.
ushe 	DK 	14 	z 		ushe DK z 14 . Ushe chinzvimbo chekuva mutungamiri kana mutongi wedunhu guru, rine masabhuku nemasadunhu aro.
utepfetepfe 	D- 	14 	z 		utepfetepfe utepfutepfu D- z 14 . Uku kupfava kwemidziyo yakaita semubhedha kana sofa.
utesve 	DKD 	14 	z 		utesve DKD z 14 . Utesve mberi kwemuseve kwakapinza.
utete 	D- 	14 	z 		utete D- z 14 . Uku kuondoroka kwomunhu kana chimwewo chinhu. ANTONYMS ukobvu 14.
utsinye 	D- 	14 	z 		utsinye D- z 14 . Utsinye mwoyo wakaipa, unofarira kurwadzisa vamwe. Wandiitira utsinye pawanditorera mari yangu yandakashandira mwedzi wose.
uvhevhe 	D- 	14 	z 		uvhevhe D- z 14 . Uvhevhe kuva munhu anotora zvinhu zvavanhu usingadzosi.
uye 	KD 		bat 		uye KD bat . zvakare .
vamwene 	KDK 	2a 	z 		vamwene KDK z 2a . Vamwene ndimai vemurume wako.
vembe 	DK 	5 	z 		vembe DK z 5 . Vembe munhu asingakwanise kuimba.
vhunze 	DK 				vhunze bvunze DK . Ma vhunze zvidimbu zvehuni zvidiki zvinenge zvakatsvuka moto. zimbe 5, kara 5 .
vune 	DK 	5 	z 		vune DK z 5 . maune 6 .
ware 	D- 		ny 		ware D- ny . Kuti ware kutiza pakare pakarepo.
wewerere 	K- 		ny 		wewerere K- ny . Kuti wewerere kuvhomora zibanga kana chimwe chinhu chakareba.
wire-e 	D- 		ny 		wire-e D- ny . Kuti wire-e kumbundirana kunoita vanhu kana vasangana vachimhoresana. Mai nomwana vakati wire-e kumbundirana nomufaro.
Yave 	DK 	1a 	z 		Yave DK z 1a . Yave ndinyakusika denga nepasi. Mwari 1a .
yengerere 	D- 		ny 		yengerere D- ny . yangarara .
yerere 	D- 		ny 		yerere D- ny . Kuti yerere kufamba kunoita mvura ichidzika nerwizi.
yowe 	KD 		kanu 		yowe yuwi KD kanu . Yowe kuchema kwemunhu anenge arwadziwa zvakanyanya.
zambanenje 	D- 	21 	z 		zambanenje D- z 21 . Urwu rudzi rwehove.
zambune 	DKD 	5 	z 		zambune DKD z 5 . hoko 9 .
zenze 	D- 	5 	z 		zenze D- z 5 . Zenze imvere dzinokura kupinda dzimwe dzose, dziri panyundwa yemhuka. Munhu anonzi ane zenze kana achiita zvokuonererwa kana manyemwe pane vamwe.
zete 	D- 		ny 		zete D- ny . Kuti zete kutema kwekuti chauri kutemesa chacho chinodzika kana kunyura zvakanyanya.
zhere 	D- 	5 	z 		zhere D- z 5 . Zhere zvinhu zvinenge zvichiitwa nemunhu zvekutamba hake. jee 5, muyembe 3 .
zhonje 	DK 	5 	z 		zhonje DK z 5 . gunje 5 .
zhumbwe 	D- 	5 	z 		zhumbwe D- z 5 . Zhumbwe munhu ane zimuviri ziguru. hofori 9 .
zimbabwe 	DKD 	21 	z 		zimbabwe DKD z 21 . Zimbabwe dzimba dzakavakwa nemabwe pedyo neguta reMasvingo, dzinova ndidzo dzakatipa zita renyika yeZimbabwe.
zimbe 	D- 	5 	z 		zimbe D- z 5 . Zimbe irasha remoto rinenge richipisa.
zinyekenyeke 	D- 	21 	z 		zinyekenyeke D- z 21 . Kana munhu akasunga zinyekenyeke, anenge asunga zvisina kubata. dembwetembwe 5 .
zvakare 	DKD 		dc 		zvakare DKD dc . Kana chinhu chichinzi chinoitwa zvakare zvinoreva chichadzokororwa kana kuitwa kechipiri. -zve, zve .
zve 	K 		dc 		zve K dc . zvekare .
-zve 	K 		vm 		-zve K vm . -zve chivakamberi chinoreva kuti zviri kurehwa nechiito zvinenge zvichiitwa kechipiri.
zvizere 	DKK 		dc 		zvizere DKK dc . Ukaita kana kutaura chinhu zvizere , unenge wanyatsochipedza pasina chawasiyirira.
zvomene 	KDK 		dc 		zvomene KDK dc . type the example here. zvikuru .
ahiwe 	DKD 		kanu 		ahiwe aiwe DKD kanu . Kana munhu ati ahiwe anenge achipa nyevero kuti munhu achenjerere zvaari kuita. Sekuru vakati ahiwe kumukadzi wavo akabva aziva kuti zvaaitaura zvaisavafadza.
chibinge 	DKD 	7 	z 		chibinge DKD z 7 . Iyi imhosva inopiwa zvichitevera kukanganisa, kazhinji pakuroora.
chiboorashomwe 	DDDDDK 	7 	z 		chiboorashomwe DDDDDK z 7 . Aka kamuti kadiki kasina kunyanyoreba.
chikwande 	DDK 	7 	z 		chikwande DDK z 7 . Chikwande chidimbu chakaoma cheganda remuti rokunze. gwande 5, gwati 5 .
chikwayambanje 	DDKDK 	7 	z 		chikwayambanje DDKDK z 7 . Ava vana vehove yegwaya vasati vanyatsa kukura.
chikwekwe 	D- 	7 	z 		chikwekwe D- z 7 . Chikwekwe chirwere chembudzi chinoita kuti dzisvuuke dzichibva mambava. Chikwekwe kapuka kanobatirira pamhuka kachinwa ropa. chishambwe 7, gwekwe 5 .
chikweshe 	D- 	7 	z 		chikweshe D- z 7 . Chikweshe iganda remhuka rinoomeswa rogadzirwa kuti rishandiswe pakugara kana kurara. chikumba 7 . Chikweshe imbatya isingapindi mvura inopfekwa kana kuchinaya. chikumba 7 .
chifume 	DKK 	7 	z 		chifume DKK z 7 . Chifume ibasa rinoshevedzerwa vamwe kuti riitwe mangwanani. Nhasi kumba kwanga kune chifume chokutema huni.
chimwayange 	DKKK 	1a 	z 		chimwayange DKKK z 1a . Uyu munhu anotaurisa uye achinyepa.
chifeve 	D- 	7 	z 		chifeve D- z 7 . Chifeve munhukadzi anorara navarume kuti apuwe mubhadharo. Ukarara nechifebe unogona kubata mukondombera. pfambi 9 .
chimhindiboshwe 	DKKDK 	7 	z 		chimhindiboshwe DKKDK z 7 . Uku kuita zvinhu nenzira inoenderana nokuti unenge uchishandisa ruoko rweruboshwe. Hanzvadzi yangu inoshandisa ruoko rwerudyi, saka inobika sadza chimhindiboshwe.
che-e 	D- 		ny 		che-e D- ny . Kuti che-e kutambanudza rupasa kana chimwe chokuwaridza kuti vanhu vagare vakanyatsokwana. Ukaona vanhukadzi vakati rupasa che-e, wobva waziva kuti vari kuita makuhwa. Kuti che-e kucheka nokukasira nebanga rinopinza chaizvo. Ndakamuti che-e padama ndikasiya achijuja ropa.
chechekunde 	K- 	9>10 	z 		chechekunde sheshekunde K- z 9>10 . Ichi chimera chine mudzi wakaita chibhora, unodyiwa.
chingwerengwere 	DDKDD 	7 	z 		chingwerengwere DDKDD z 7 . Ichi chinhu chinenge chichiita ruzha runonzwikwa kurira sedare.
chinhambwe 	D- 	7 	z 		chinhambwe D- z 7 . Chinhambwe inzvimbo isina kureba zvikuru kubva pauri, asi yaunofamba kwechinguva.
chinomwe 	DDK 	7 	z 		chinomwe DDK z 7 . Chinomwe chiverengwa chinouya mushure mechitanhatu.
chechetere 	D- 		ny 		chechetere D- ny . Kuti chechetere kuenzanirana kwezvinhu paurefu hwazvo. Misoro yavanhu yakati chechetere mubhazi.
