a 	K 	1a\9 	vm 		a K vm 1a\9 . Iri ivaramwana rinodaidzwa richinzi a-a , riri pekutanga mubumbiro remavara anoshandiswa kunyora rurimi rweChiShona.
-enga-enga 	K 				-enga-enga K itik . Ku enga-enga kufamba-famba kubva kune rimwe divi kuenda kune rimwe, kunoita zvinhu zvakaita semvura yakatakurwa mumudziyo. Ku enga-enga kuita masaisai sezvinoita mvura iri mudziva kana ichisundwa nemhepo.
-engaira 	D 				-engaira D itik . Ku engaira kuzara mvura mumaziso kunoita munhu ava kuda kuchema.
-engerera 	K 				-engerera K it . Ku engerera kutenderera-tenderera kwemunhu anenge aine zvaakamirira. -dzengerera .
-enura 	D/K 		rebes 		-enura D/K rebes . Ichi chivakamberi chechivanduriro chepfumvunuro chinoreva kuita zvinopikisana nezvinenge zvamboitwa. Petenura gumbeze rapetwa nambuya iro, uriise pazuva.
-enzanisa 	D 				-enzanisa D it . Kana muchi enzanisa zvinhu munenge muchiburitsa kufanana nekusiyana kwazvo. Kana much enzanisa nyaya munenge muchiitonga, muine chinangwa chokuzoigura zvokuti mativi ose anogutsikana.
-eredza 	D 				-eredza -yeredza D it . Kana mvura ika eredza chinhu inenge yachitora yaenda nacho. Zambuko raiva parwizi apa rakaeredzwa nemvura zhinji yakanaya pakisimisi.
-erekana 	D 				-erekana D itik . Ku erekana chinhu chaitika kuzongobengenuka kana kukanuka icho chatoitika, iwe wange usingachifungiri kana kuti wanga wakavarairwa. Vakazongoerekana vatosvika pane mumwe musha waiva pakati pesango.
-ererana 	D 				-ererana D itik . Ku ererana kuita zvinhu muchienderana kana kuti makaenzana. Pachivanhu hazviite kuti ambuya nemukwasha vafambe vakaererana.
-eresera 	D 				-eresera D it . Ku eresera kugona kupima uwandu hwechinhu hunenge hwuchidiwa. Ku eresera kuita zvinhu zviri pakati nepakati, kana kuti zvakadzikama.
-ewa 	K/D 		rebes 		-ewa -iwa K/D rebes . Ichi chivakamberi chechivanduriro chekuitwa, chinoratidza kuti zvimwe zvinhu zvakaitwa kune mumwe munhu kana kune chimwe chinhu. Akateyewa nezuva pahwindo.
eya 	DK 		kanu 		eya DK kanu . Tinoshandisa eya kubvuma zvabvunzwa kana kukumbirwa. heya .
fa 	D 		ny 		fa D ny . Kuti fa kubuda kwemweya sezvinoita taira kana raponja. Kuti fa kuzadza mudziyo mudiki nechinhu chakaita semvura.
fa fa 	D- 		ny 		fa fa D- ny . Kana ukadira mvura kana mushonga uchiti fa fa , unenge uchiita zvokumwaya uchikurumidza.
fa-a 	D 		ny 		fa-a D ny . Kuti fa-a kutanga kuvira kana kufashaira kwemvura, kana zvimwewo zvinoti kana zvaiswa pamoto zvinovira. Kana mukaka wauri kudziyisa uyo wangoti fa-a, ibva waubura usati wafashaira uchiteukira mumoto. fanzai . Kana ukaramba uchidira mvura kana mushonga kana pendi uchiti fa-a , unenge uchishandisa pombi kana mumwewo mudziyo wokumwayisa. Kana munhu akagara akati fa-a anenge akasununguka, achiratidza kufara, asina zvinomunetsa mupfungwa.
-fabuka 	K 				-fabuka K itik . Kana mudziyo wa fabuka unenge wazarisa kana kufashukira zvokuti chivharo chingatobva. Poto yafabuka apo mukaka wanga wovira.
-fadza 	K 				-fadza K it . Kana chinhu chichiku fadza chinenge chichiita kuti unzwe mweya wako kugutsikana zvokutoda kupembera. -dakadza . ANTONYMS -gumbura. Ku fadza chipfeko kana chimwe chinhu kuchiwedzera upamhi kuti chikure.
-fafadza 	D 				-fafadza D it . -fafaidza .
-fafaika 	K 				-fafaika K itik . Ku fafaika kunaya kana kudonha kwemvura ichiita zvishoma zvishoma. Kana chinhu chichi fafaika chinenge chichikwanisa kudiridzwa, kana kupendeka, kana kudirwa mushonga pasina dambudziko rinozoitika mumashure.
-fafaradza 	D 				-fafaradza D it . Kana shiri ich ifafaradza mapapiro ayo inenge ichiavhura painenge yava kuda kumhara.
fafariva 	D- 	5 	z 		fafariva D- z 5 . fendefa 5 .
-faima 	D 				-faima D itik . -rasira .
faira 	KDD 	9>10 	z 		faira KDD z 9>10 . Faira mudziyo wesimbi unoshandiswa pakukwiza dzimwe simbi, kuti dzitsetseke kana kuita ukuru hwaunenge uchida. Faira ihommwe yakagadzirirwa kuchengetera mapepa kana kuti magwaro, kuitira kuti uzoabhedhenura uchiita nyore kuwana aunenge uchida.
faka faka 	D- 		ny 		faka faka D- ny . Kuti faka faka kuwandisa kwezvinhu, mhuka kana vanhu.
fakanya 	D- 		ny 		fakanya D- ny . fakafaka . Kuti fakanya kuratidza kufara kana kusava nezvinokunetsa.
-fakaza 	D 				-fakaza D itik . Ku fakaza kupa umboo panyaya. Vanhu vazhinji vanotya kufakaza mhosva dzavanenge vaona dzichiparwa nematsotsi. -pupura .
-fambidzana 	K 				-fambidzana K itik . Kana vanhu vachi fambidzana vanenge vachiwirirana zvokuti vanopota vachishanyirana. Chinhu chakanaka kuti vavakidzani vave vanhu vanofambidzana. Kana muchi fambidzana munzira munenge muchienda kunhu kumwe chete, muri pamwe chete. Ndimirire ndimbopfeka, tigofambidzana kuenda kuchechi.
fambirana 	K 				fambirana K itik . -enderana .
famvama 	KKD 		ny 		famvama KKD ny . Kuti famvama kukotamira mberi kwako, maoko akabata pamabvi.
famvariva 	KKKD 	5 	z 		famvariva KKKD z 5 . fendefa 5 .
-fana 	D 				-fana D it . Kana muka fana mamboita rimwe basa munenge muchida kuti mumbopedza iroro, kana kumborifambisa pamberi musati matanga rimwe. Fana kubika muriwo, ndozouya ndobika sadza. Ndiani achafanoita basa racho isu tisipo? -sana, -fano .
-fana 	K 				-fana K it . Kana munhu achitarisika sezvakaita mumwewo, zvinonzi uyu aka fana uyo. Musikana uyu akafana mai vake.
fanda 	KD 	9 	z 		fanda KD z 9 . Fanda rumwe rudzi rwezvinwiwa zvomumabhotoro zvino ruvara nomunakiro wemaranjisi.
-fandanuka 	D 				-fandanuka -fandanyuka D itik . Kana chinhu chichi fandanuka chinenge chichivhurika, kana kubuda choga kubva pachinenge chakadzvanyirirwa kana kuvharirwa.
-fandanura 	D 				-fandanura -fandanyura D it . Ku fandanura kubvisa kana kutsudunura panga pakasungwa. -sunungura . Ku fandanura kuburitsa chokwadi chiri maererano nezvanga zvakambovanzika.
-fanduka 	K 				-fanduka -fandyuka K itik . Ku fanduka kumera kana kubuda kwezvinhu zvakaita semaruva panguva imwe chete.
fangavaya 	KKDD 		ny 		fangavaya KKDD ny . tuzu .
-fanirwa 	K 				-fanirwa K itik . -fanira .
-fanzaidza 	K 				-fanzaidza K it . Kana uchi fanzaidza mvura kana mukaka unouisa pamwoto kuti udziye. -dziyisa .
fanzwa 	K- 	5 	z 		fanzwa K- z 5 . gumbi 5 .
farandanda 	D- 		ny 		farandanda D- ny . Kuti farandanda kupararira kwezvinhu panzvimbo yakakura. Mbudzi dzaiva dzakati farandanda mugura. kayaya .
farandanda 	D- 	5 	z 		farandanda D- z 5 . Izvi zvinhu zvakawanda zvinenge zvakapararira panzvimbo yakakura.
-farandandika 	D 				-farandandika D itik . Kana zvinhu zvizhinjizhinji zvaka farandandika zvinenge zvakapararira panzvimbo yakakura.
-farandandira 	D 				-farandandira D itik . -farandandika .
-faranudza 	K 				-faranudza K it . Kana uchi faranudza chipfeko unenge uchichiwedzera upamhi kuti chikure, chisanyanya kubata muviri.
farara 	D- 		ny 		farara D- ny . Kana zvinhu zvakati farara zvinenge zvakawanda zvakapararira nzvimbo huru.
-fararira 	D 				-fararira D itik . Kana mhuka kana zvimwe zvinhu zvaka fararira panzvimbo zvinenge zvakawanda, zvakapararira mairi zvakaizadza. Vakomana vaifudza mombe dzavo dzakafararira bani rose.
faratata 	D- 		ny 		faratata forototo D- ny . Kuti faratata kubuda kwemweya zvishoma nezvishoma, sezvinoita taira rine ponji duku. Kuti faratata kufa kunoita munhu achiita zvishoma nezvishoma kusvikira asisafemi.
-farutsa 	K 				-farutsa -farusa K it . Ku farutsa kuita kuti mweya wakadzvanyirirwa ubude nepaburi. Kana uchi farutsa zvinhu zvinenge zviri mutsapo unenge uchizviburitsa, uchiita zvokudira, kana kuti kuzvidira pamwewo. Kana uchi farutsa mupendero wehembe unenge uchiuita kuti ukure kudarika zvawambenge wakaita.
fasha 	D- 		ny 		fasha D- ny . Kuti fasha kuzadza mudziyo nezviyo kana mvura zvokutorasikira. Akadira mapfunde mugokoko rikazara kuti fasha. Kuti fasha kunwa chinwiwa, uchibva wangochipedza zvokutokutura mudziyo wauri kunwira wacho. Zvawava kuda kutoti gaba remahewu rose fasha, ko ini ndozonweiwo?
-fashaidza 	K 				-fashaidza K it . Kana uchi fashaidza poto unenge uchirega zviri kuvira mukati mayo zvichirasikira kunze.
-fashama 	D 				-fashama D itik . Kana rwizi rwaka fashama runenge rwakazarisa nemvura, ichirasikira kumahombekombe.
-fashanudza 	K 				-fashanudza K it . Kana uchi fashanudza zvinhu unenge uchiita kuti zvibude pazvinenge zviri zvakawanda.
-fashanuka 	K 				-fashanuka K itik . Kana zvinhu zvichinzi zva fashanuka zvinenge zvabuda pazvanga zviri zvakawanda.
-fashuka 	K 				-fashuka K itik . -fashanuka . -fashaira . Kana chinhu chaka fashuka chinenge chakarerekera kana kuti chichidzika chichienda kwakarerekera.
-fashura 	K 				-fashura K it . Ku fashura chinhu kuchirereka kana kuchipotesa kwakarerekera. -fashanura .
-fata 	D 				-fata D it . Ku fata kutora kana kutarisira chimwe chinhu, iwe usina chawaita kuti ukodzere kuva nacho. -karira .
fatarata 	D- 		ny 		fatarata D- ny . Kuti fatarata kudonha wapingwa nechimwe chinhu.
-fatsa 	K 				-fatsa K itik . -garika . Ku fatsa kuita zvinhu zvinoratidza kuti wakasununguka pasina njodzi yaunotyira, kana kuti munhu waunotya, sezvakaita muvengi kana mukuru wepabasa. -tukura .
fava 	D- 		ny 		fava D- ny . Kuti fava kurara pasi nedumbu.
favava 	D- 		ny 		favava D- ny . Kuti favava kurara zvokuratidza kuti wakagarika, hapana zvinokunetsa. Kuti fava va kuhwanda pane imwe nzvimbo isiri nyore kuti uonekwe.
-fedemara 	K 				-fedemara K itik . Ku fedemara kumira wakakwevera dumbu mukati mushure mokunge wafema ukaburitsa mweya wose kubva mumapapu. -fenengara .
-fefemuka 	D 				-fefemuka D itik . -pepuka .
-fefemutsa 	K 				-fefemutsa K it . -fefemura .
-fefera 	D 				-fefera D itik . Ku fefera kuzvimba kana kufuta. -feferuka .
-fefera 	K/D 				-fefera K/D itik . Ku fefera kufamba munhu achiita zvokuzvuva makumbo.
-fefereka 	K 				-fefereka K itik . Ku fefereka kuperezeka kunoita munhu, zvikuru kana achirwara.
-fefeta 	K 				-fefeta K itik . Kana mhepo ichi fefeta inenge ichifuridza zvishoma, zvinonyevenutsa.
-fefetera 	K 				-fefetera K itik . -fefeta .
-fefeterwa 	K 				-fefeterwa K it . Kana muchinge maka fefeterwa munenge makazorodza pfungwa pasina zvinokunetsai.
-feira 	K 				-feira -fera K itik . -foira .
-fekuka 	K 				-fekuka K itik . Munhu aka fekuka anenge ane mhino yakashamarara.
-fekura 	K 				-fekura K it . Ku fekura kuita kuti mhino dzikure kana kushamarara.
-femba 	K 				-femba K it . Ku femba kufema zvine simba uchikwevera mweya mukati, kuti usvute fodya yomumhino kana kuti unyatsonzwa munhuhwi kana hwema hwechimwe chinhu. Vazhinji vanoita zvokufemba fodya yebute asi vamwe vanoita zvokuiisa pasi porurimi. Ku femba kuita zvinhu zvinogumbura umwe munhu. Shamwari, zvinhu zvandaitirwa naforomani kubasa nhasi zvandifemba, zvokuti handifungi kuti tichakwanisa kushanda tose zvakanaka. -shatirisa, -tsamwisa .
-fembuka 	K 				-fembuka K itik . Ku fembuka kubuda pachena kwechinhu changa chakavanzika. Nyaya yake yokuba huku yakazofembuka.
-fembura 	K 				-fembura K it . -fungira .
-femereka 	D 				-femereka D itik . -femedzeka .
-femeruka 	D 				-femeruka D itik . -femedzeka .
-femuruka 	D 				-femuruka D itik . Kana wa femuruka muviri wako unenge wakura zvikuru. -kobvumara . -femedzeka .
-fenda 	K 				-fenda K it . Ku fenda kubvisa makanda uchiita zvokupara nebanga kana chimwewo chaunenge uchishandisa. Kana munhu a fenda anenge ati rabada achiita seafa. Sharai akafenda achangopedza kumhanya mujaho wakareba.
-fendura 	D 				-fendura D it . Ku fendura kupara kana kuchekerera dehwe nyoro.
-fenenga 	K 				-fenenga K it . Ku fenenga kuchera mukati, sezvaunoita uchifadza mukati mendiro yomuti yaunenge uri kuveza. -kokopfora . -fenengadza .
-fenengadza 	K 				-fenengadza K it . Kana uchi fenengedza dumbu unenge uchirikwevera mukati. -fenenga .
-fenengedza 	K 				-fenengedza K it . Kana waka fenengedza dumbu unenge wakaridzorera mukati mushure mokuburitsa mweya nomumhino.
-fengefa 	D 				-fengefa D itik . Kana muti waka fengefa unenge une mashizha akawanda akanyatsosvika. -denhera . Ruva rinonzi ra fengefa parinenge richangobuda risati razaruka. -tunga .
-fenguka 	K 				-fenguka K itik . Kana mhino dzaka fenguka dzinenge dzakafara.
fenicha 	KDD 	9 	z 		fenicha KDD z 9 . Fenicha midziyo yomumba, kazhinji inenge yakavezwa.
-fenyeura 	K 				-fenyeura K it . -fenya . Ku fenyeura kuvhura kunoita munhukadzi sikarudzi yake. -panjangura .
-ferenga 	K 				-ferenga K it . -fenenga .
-ferenura 	D 				-ferenura D it . Kana uchi ferenura mbatatisi unenge uchibvisa ganda racho.
-fesa 	D 				-fesa D it . Ku fesa kubaya kunoita feso. Kana mvura iri ku fesa inenge ichinaya zvishoma zvishoma, ichiita zvokusasa. -sakasa .
-fesherwa 	D 				-fesherwa D itik . Ku fesherwa kufarisa kana kujairira kunoita kuti uzopedzisira wava kuita zvinhu zvakapfurikidza, kana kuti zvisiri izvo.
fetenga 	KKD 		ny 		fetenga KKD ny . fenenga .
-fetengara 	K 				-fetengara K itik . -fenengara .
-fetetedza 	K 				-fetetedza K it . Ku fetetedza kuridza furete kana pembe zvinonyatsonzwika.
-fetuka 	K 				-fetuka K itik . Kana uchi fetuka unenge uchiuruka uchizvipeta, kana kudzokera mumashure, kana kuenda padivi. Kana mhino dzaka fetuka dzinenge dzakakura.
fetya 	KD 		ny 		fetya KD ny . Kuti fetya kugara pasi musana wakakombama sezvinoita tsoko.
fetya fetya 	KD+ 		ny 		fetya fetya KD+ ny . Kuti fetya fetya kufamba uchiratidza kuzvida, wakakombamisa musana nokurembedza maoko.
-fetyemara 	K 				-fetyemara K itik . -fetyaira .
-fevha 	K 				-fevha K it . Ku fevha kuita zvechizivano, rusarura kana tsvete usingabati vanhu zvakafanana.
fevha 	KD 	9 	z 		fevha KD z 9 . Kana ukaita fevha unenge waita rusarura, chizivano kana tsvete usingabati vanhu zvakafanana. Hatidi zvefevha pabasa nokuti tose tiri kushanda zvakafanana.
fida 	KD 		ny 		fida KD ny . Kuti fida kushandura uso hwako pekarepo uchiratidza kusafara. defa . Kana kunze kukati fida kunenge kwashanduka mamiriro, kwaipa.
-fidha 	K 				-fidha K it . Ku fidha kupa kudya kwakakwana, kunyanya kuzvipfuyo.
-fifinyara 	K 				-fifinyara K itik . Ku fifinyara kutakudzwa zvinorema. Ku fifinyara kuunyana. -funyana .
findimagon'a 	KKDKD 	9>10 	z 		findimagon'a KKDKD z 9>10 . Iri zimunhu zihombe rakanyangara.
findimwa 	KKD 		ny 		findimwa KKD ny . kwirindindi .
-finduka 	K 				-finduka K itik . Ku finduka kuita zvinhu nechimbichimbi. Ku finduka kukurumidza kushanduka, sezvingaita mamiriro okunze kana kuti munhu ambenge akafara.
-finhudza 	K 				-finhudza K it . Kana chinhu chichi finhudza chinenge chichiita kuti munhu asvotwe zvokutorutsa.
-finhuka 	K 				-finhuka K itik . Ku finhuka kushanduka pauso kana maitiro, kubva muzvakanaka kupinda muzvakaipa.
finya 	DK 	5 	z 		finya DK z 5 . finyamo 5 .
-finyama 	K 				-finyama K itik . Ku finyama kuunyanisa kumeso, uchiratidza kusema kana kusvora kana kushatirwa.
-finyuka 	D 				-finyuka D itik . -minyuka .
-finyura 	D 				-finyura D it . -minyura .
-firirira 	K 				-firirira K it/ik . Kana uchi firirira chimwe chinhu unenge uchichidisisisa, zvokuti unotoshingirira kuti chiitike kana kuti chibudirire.
firita 	KDD 	9>10 	z 		firita KDD z 9>10 . Firita kadende kane sefa mukati kanogamha tsvina mumafuta kuti isapinda muinjini.
-fisa 	K 				-fisa K it . Kana uka fisa munhu unenge wamuuraya kana kukonzera kuti amboti nhoo seafa, asingachazivi zviri kuitika. Kana chinhu chokudya chichi fisa chinenge chichiita kuti munhu anzwe nemwoyo wekuchida. Kana chinhu chichi fisa chinenge chichityisa zvokuti chingatokonzera rufu.
-fizha 	K 				-fizha K itik . -kwesa .
-fodogora 	K 				-fodogora K it . Kana uka fodogora munhu unenge wamutsunya zvinorwadza nenzwara.
-fofovoka 	D 				-fofovoka D itik . -fofova . Kana mudziyo wa fofovoka unenge waparwa mukati musisina chinhu.
fohora 	DKD 	9 	z 		fohora DKD z 9 . Kana ukafira fohora unenge washanda nesimba asi pasina chaunozowana. mahara 6 .
-fokasa 	K 				-fokasa K it . Kana uchi fokasa kamera unenge uchiigadziridza kuti zvauri kutora zvinyatsoonekwa, mifananidzo yacho ichizonyatsobudawo zvakanaka.
-fombonora 	D 				-fombonora D it . -fombora .
-fombora 	D 				-fombora D it . Ku fombora kuchera uchibvisa zviri mukati uchisiya mwena kana mukana, sezvinoita munhu ari kugadzira duri.
-fombwera 	D 				-fombwera D itik . Kana chinhu chaka fombwera chinenge chakachereka mukati macho.
-fomora 	D 				-fomora D it . a . -vhomora .
-fondonora 	K 				-fondonora K it . Ku fondonora kurova uchiswatanudza chinhu changa chakombama kana kufovera.
-fonyana 	D 				-fonyana D itik . -funyana .
-fonyedza 	D 				-fonyedza D it . -fovedza .
-fonyera 	D 				-fonyera D it . -pfonyera .
-fonyodza 	K 				-fonyodza K . Kana uka fonyodza simbi unenge waikombamisa. -fonyora .
-fonyoka 	D 				-fonyoka D itik . Kana simbi yaka fonyoka inenge yakakombama.
-foonora 	K 				-foonora -foonyora K it . Kana mumwe wenyu akaku foonora i anenge akunyadzisai kana kukutengesai nokubudisa pachena zvamarangana pachenyu.
-foroma 	D 				-foroma D itik . Kana muchi foroma zvidhina munenge muchizviumba, muchishandisa mudziyo wamunoita zvokuisa dhaka ramakanya mukati.
-foshora 	K 				-foshora K it . Kana uchi foshora ivhu kana mupfudze unenge uchiuchera nokuuraichira, uchishandisa mudziyo unonzi foshoro.
-fototoka 	D 				-fototoka D itik . Ku fototoka kupera mweya kwechinhu chakaita sevhiri kana kuti bhora.
-fovedza 	D 				-fovedza D it . Kana uka fovedza gaba unenge warirova richipinda mukati.
-fovovodza 	K 				-fovovodza K it . Kana uka fovovodza budzi unenge wariomesa zvokuti rinobva rasvava.
-fozhoka 	K 				-fozhoka -vhozhoka K itik . -fushuka .
-fozodza 	K 				-fozodza K it . -fozora .
-fozora 	K 				-fozora -pfozora K it . Ku fozora kudonhedza munhu kubva pakakwirira.
-fudigidza 	K 				-fudigidza K it . -fudiga .
-fudugudza 	K 				-fudugudza K it . -fudugura .
-fudza 	D 				-fudza D it . Kana uchi fudza mombe ndiwe unenge uchiswera nadzo uchidzichengeta, idzo dzichidya uswa nokumwa mvura. -risa .
fudza 	KD 	9 	z 		fudza KD z 9 . Fudza mweya kana kuti shungu dzokuda kuparadza muchato wevamwe pamusana pegodo.
-fufudza 	K 				-fufudza K it . Ku fufudza kubereka vana vakawanda. Kana kuchinaya zvakanaka miti mizhinji inofufudza michero.
-fufudzira 	K 				-fufudzira K it . Kana munhu achi fufudzira anenge achitsvaga chinhu chinonetsa kuwana.
-fufuma 	D 				-fufuma D itik . -fufumuka .
-fufumudza 	D 				-fufumudza -fufumutsa D it . -fufumura .
-fufumura 	D 				-fufumura D it . Ku fufumura kukonzera kuti chinhu chizvimbe, kana kusimukira, kana kututuma.
-fufuna 	K 				-fufuna K it . Ku fufuna kudya uchimedza zvimwe, zvimwe uchipfira. -tsapfuna .
-fufunuka 	D 				-fufunuka D itik . Ku fufunuka kubva kunoita ganda repamusoro. funuka .
-fufura 	D 				-fufura D it . Kana uka fufura munhu unenge wamutenga kuti akubatsire, kana kukupupurira zvenhema kuti urege kubatwa nemhosva. Ku fufura kufamba uchizvuva makumbo sezvinoita dhadha.
fufura 	K- 	5 	z 		fufura K- z 5 . bembenene 5 .
-fufutira 	K 				-fufutira K it/ik . Ku fufutira kuzvimba dumbu kana kunzwa kuzvimbirwa, mudumbu wadya zvakanyanya. Usanyanya kupa vana nyimo dzakawanda nokuti dzinofufutira.
-fugidza 	K 				-fugidza K it . -fukidza .
-fugiridza 	K 				-fugiridza K it . -fukiridza .
-fugura 	K 				-fugura K it . -fukura .
-fuhwira 	D 				-fuhwira D it . -pfuhwira .
fukarushesha 	DDDKD 	9 	z 		fukarushesha DDDKD z 9 . Urwu rudzi rweshiri inodya nyuchi. Urwu rudzi rwehove ine muromo murefu. ndikusi 9, hotama 9 .
-fukata 	K 				-fukata K it . -furatira .
fukata 	KKD 		ny 		fukata KKD ny . Kana ukati munhu fukata unenge wamufuratira. mbunde .
-fukatira 	K 				-fukatira K it . -furatira .
-fukidza 	K 				-fukidza K it . Ku fukidza kuputira kana kupfekedza chimwe chinhu kana kuti mumwe munhu. Fukidza mwana uyo jira, ari kutonhorwa. Kana nhondo dzichiri diki dzinoda kufukidzwa nouswa.
-fukudzika 	K 				-fukudzika K itik . Ku fukudzika kubva pamuviri. Kana ivhu raka fukudzika rinenge rakareruka risisina kusimba.
-fukumba 	D 				-fukumba D itik . Ku fukumba kuchera pasi nemhino sezvinoita nguruve.
-fukumuka 	D 				-fukumuka D itik . Kana munhu aka fukumuka anenge asina tsika kana mutsigo.
-fukumuka 	K 				-fukumuka K itik . Ku fukumuka kukurumidza kumuka rungwanangwana.
-fukunura 	D 				-fukunura D itik . Ku fukunura kuchera uchibudisa chinhu changa chiri muvhu rakapfava.
-fukunyidza 	D 				-fukunyidza D it . -tukutira .
-fukunyuka 	D 				-fukunyuka D itik . -fukunuka .
-fukura 	K 				-fukura -fugura K it . Ku fukura kubvisa kana kusimudza chinhu changa chakafukidza zviri mukati zvichisara zvava pachena. Vanhu vane mararo kazhinji vanozvifukura magumbezi vasingazivi. Haunyari here kufukura nguo pazere vanhu? -fugura .
-fukusira 	D 				-fukusira D itik . Ku fukusira kuumburuka mubukuta kunoita huku ichiteta nemapapiro ayo. -pfukusa .
-fukusuka 	K 				-fukusuka K itik . Ku fukusuka kupetuka kana kudzokera muchifamba nepamambopfuura napo.
fuma 	K- 	9 	z 		fuma K- z 9 . Fuma ndezvinhu zvose zvinonzi izvi ndezvasamusha nhingi kana zvaiswa pamwe chete. pfuma 9 . Fuma iroora rinopiwa vatezvara panowanikwa mukunda wavo. pfuma 9 .
-fumba 	D 				-fumba -pfumba D itik . -pfumba . Kana muka fumba mbambaira munenge muchidzigocha makadzifukidza nemazimbe. -bvura . Ku fumba kushandisa mushonga wokurarisa munhu kuti asaziva zviri kuitika. Ku fumba kuchera pasi nemhino sezvinoita nguruve.
-fumbata 	D 				-fumbata D it . -pfumbata .
-fumhurudza 	D 				-fumhurudza D it . -fumha .
-fumira 	D 				-fumira D it . Kana muka fumira manhanga, munenge muchiavharira nemashizha muhari pamunenge muchiabika.
-funa 	D 				-funa D itik . Ku funa kuvhiya mhuka uchinyatsobvisa ganda zvakanaka. -nyinura . -pwipwidza . -vazha .
-funa-funa 	K 				-funa-funa K it/ik . Kana munhu achi funa-funa anenge achitsvaga chinhu chisiri kuwanikwa, kana kuti chinonetsa kuwana.
