amaiguru 	DKKKK 	2b 	z 		amaiguru DKKKK z 2b . maiguru 2a .
pfumbunu 	KKD 		ny 		pfumbunu KKD ny . Kuti pfumbunu kubvisa muchero pawanga wakafimbikwa kuti uibve.
pfunzunu 	KKD 		ny 		pfunzunu KKD ny . Kana chinhu chichiti pfunzunu , panga pakamonana kana kusunganidzwa panenge pachibva kana pachitasanuka. monono, putunu .
pfupfu 	D- 		ny 		pfupfu D- ny . Kana danda rine mhango richitsva mukati maro, rinenge richiti pfupfu .
pfupfu 	D- 	9>10 	z 		pfupfu D- z 9>10 . Pfupfu rudzi rwebundo risingawanzi kufa, rinowanikwa gore rose.
pfurunyu 	KKD 		ny 		pfurunyu KKD ny . Kana uchiti pfurunyu unenge uchibvisa uswa padenga remba.
pfutu 	D- 		ny 		pfutu D- ny . Kuti pfutu kuregera munhu kana mombe zvanga zviri muusungwa.
pfuu 	KD 		ny 		pfuu KD ny . Kuti pfuu kupindira chinhu chinenge chiri mberi kwako, uchimhanya kuchidarika.
pfyu 	D- 		ny 		pfyu D- ny . Kuti pfyu kudauka kunoita mafuta anenge ari mupoto, sepaunowedzera mvura inotonhora.
pidibu 	KKD 		ny 		pidibu KKD ny . pidigu .
pidigu 	KKD 		ny 		pidigu KKD ny . Kana motokari yabheuka inoti pidigu , mavhiri otarisa mudenga.
pikidu 	KKD 		ny 		pikidu KKD ny . Kuti pikidu kusimudza chinhu chakareba sedanda uchichitsudurusira kune rimwe divi.
piku piku 	D- 		ny 		piku piku D- ny . Kana munhu achiti piku piku anenge achifambisa, nokuda kwekuti arasika uye anonoka kwaanenge achifanira kuenda.
pindu 	DK 	5 	z 		pindu DK z 5 . Pindu idanda rine mhanda, rinoshandiswa pakutsigira zvivakwa panzvimbo dzakaita seberevere remba.
pipidzu 	KKD 		ny 		pipidzu KKD ny . Kuti pipidzu kusimudza chinhu chinorema kuti ugozochitakura.
piru 	D- 		ny 		piru D- ny . Kuti piru kuva nepfungwa yokuda kurova kana kuponda munhu.
pishinu 	KKD 		ny 		pishinu KKD ny . Kuti pishinu kungokasika kusandura pfungwa.
pitu pitu 	D- 		ny 		pitu pitu D- ny . Kuti pitu pitu kufambisa kunoita munhu ane zvaari kutsvaga nokukasika.
pu-u 	D- 		ny 		pu-u D- ny . Kana chinhu chati pu-u chinenge chadonha pasi.
pugu 	KD 		ny 		pugu KD ny . Kana munhu achiputa fodya, anoti utsi pugu mudenga.
pukunyu 	KKD 		ny 		pukunyu KKD ny . Kuti pukunyu kuzvibvisa paunenge wakasungwa kana kubatwa.
puramasitofu 	DKDDDD 	9 	z 		puramasitofu DKDDDD z 9 . Ichi chitofu cheparafini chidiki. Dzimwe puramasitofu dzine matambo, asi dzimwe dzinopombwa mweya.
puru 	DK 	9 	z 		puru DK z 9 . Puru masokisi echikadzi anobva kumakumbo achisvika kuchiuno.
pwarungu 	K 	9 	z 		pwarungu K z 9 . nzimbe 9 .
rabu 	KD 		ny 		rabu KD ny . Kuti rabu kurara pasi usina simba mumuviri. Kuti rabu kurara pasi wakanyatsodekara.
rabvu 	KD 		ny 		rabvu KD ny . wabvanyu .
radabu 	KKD 		ny 		radabu KKD ny . rabu .
ragadu 	KKD 		ny 		ragadu KKD ny . rabu .
rambanyn'u 	KKD 		ny 		rambanyn'u rambanyu KKD ny . Kuti rambanyn'u kumhanya kunoita mhuka dzakafarisa.
randadzu 	KKD 		ny 		randadzu KKD ny . randabvu .
ranganyu 	KKD 		ny 		ranganyu KKD ny . Kuti runganyu kusvetuka zvisina mheremhere, sezvinoita katsi kana mbada.
rasvu 	D- 		ny 		rasvu D- ny . Kuti rasvu kufamba nenhambwe huru.
ratu ratu 	KD+ 		ny 		ratu ratu KD+ ny . Kuti ratu ratu kumhanya uchishandisa nhambwe refu.
rau 	KD 		ny 		rau KD ny . Kuti rau kuparadzanisa zvinhu zvinenge zvakasangana.
rembu 	D- 		ny 		rembu D- ny . Kuti rembu kunamira nekunamuka kunoita zvakaita sederere kana namo.
reru 	KD 		ny 		reru KD ny . Kuti reru kuve neuremu ushoma.
rezvu 	KD 		ny 		rezvu KD ny . Kuti rezvu kurembedza chinhu.
rudu 	KD 		ny 		rudu KD ny . Kuti rudu kukaruka munhu atotsamwa nokuramwa zvaanoda kupiwa.
rufu 	DK 	11>10 	z 		rufu DK z 11>10 . Rufu kushaya kana kuzorora kunenge kwaita munhu apererwa noupenyu. nhamo 9 . mariro 6 .
rugwaku 	DDK 	11>4 	z 		rugwaku DDK z 11>4 . mugwaku 3 .
rumhepu 	DDK 	11 	z 		rumhepu DDK z 11 . Rumhepu kakuita kokukasika kuvhunduka. Vana vasina kurapirwa vanoita rumhepu.
rupenyu 	DDK 	11 	z 		rupenyu DDK z 11 . upenyu 14 .
rurebvu 	D- 	11 	z 		rurebvu D- z 11 . Rurebvu zvitambo zvinenge ndebvu, zvinobuda kumuromo wemuguri wechibage pakufurura kwacho. rebvu 5 .
ruvangu 	DKK 	11 	z 		ruvangu DKK z 11 . rukodzi 11 .
sabhuku 	KDD 	1a 	z 		sabhuku KDD z 1a . Sabhuku munhu anotungamirira misha inenge iri muraini rimwe chete kumaruwa.
sadu 	KD 		ny 		sadu KD ny . sadagu .
sakavadzimu 	KKDKK 	5 	z 		sakavadzimu KKDKK z 5 . saka 5 .
sandisikuru 	KDDKD 	9 	z 		sandisikuru sandesikuru KDDKD z 9 . Ichi chikoro chinodzidziswa vana vadoko shoko raMwari nomusi weSvondo.
sanhu 	D- 	5 	z 		sanhu sanho D- z 5 . Sanhu mudziyo une mubato wakareba unoshandiswa kutema huni kana zvimwewo. demo 5 .
sarupu 	DKD 	9 	z 		sarupu DKD z 9 . Sarupu mucherechedzo worukudzo, unoshandiswa muchiuto nomuchipurisa, unowanzoitwa nokubata pahuma neseri kwechanza.
sau 	KD 	5 	z 		sau KD z 5 . Sau muchero unovavira, unoberekwa nomuti unonzi musau.
semu 	D- 		ny 		semu D- ny . Kuti semu kupatsanura bandi kubva pane rimwe. Ndakati semu hwada yesadza, ndokuiiswa kwakadaro.
sesenu 	D 		ny 		sesenu D ny . Kuti sesenu kubvisa makanda epamusoro emuchero kana zvimwewo.
sesepu 	KKD 		ny 		sesepu KKD ny . Kuti sesepu kupfava kwezvinhu zvinenge zvichitswiwa kana zvichikuyiwa. Ndatswa nzungu muduri kusvika dzati sesepu.
seseu 	KKD 		ny 		seseu KKD ny . Kuti seseu kubvisa divi rechinhu uchicheka. Ndati seseu nhanga.
seu 	DK 		ny 		seu DK ny . Kuti seu kubvisa rukwande kana rukanda rwapamusoro.
shadagu 	KKD 		ny 		shadagu KKD ny . Kuti shadagu kurova munhu mbama yakasimba.
shafu 	D- 	9>10 	z 		shafu D- z 9>10 . Shafu inyama yakaungana seri kwegumbo nechepazasi pebvi. tsapfu 9 .
shangu 	DK 	9>10 	z 		shangu DK z 9>10 . Shangu inhumbi inowanzogadzirwa nedehwe, inopfekwa mugumbo.
shanhu 	D- 	5 	z 		shanhu D- z 5 . sanhu 5 .
shanu 	KD 		pr 		shanu KD pr . Zvinhu zvi shanu zvinhu zvine uwandu huri pakati pezvina nezvitanhatu.
sharu 	KD 		pr 		sharu KD pr . Chinhu chi sharu chinhu chakatengwa kare, chisisina utsva. tsaru .
shengezhu 	DDK 	5 	z 		shengezhu DDK z 5 . Shengezhu uswa ukobvu hwakada kuita seshanga, hunomera pane mvura yakawanda.
sherefu 	KDD 	9 	z 		sherefu KDD z 9 . sherufu 9 .
shezhu 	DK 	9>10 	z 		shezhu DK z 9>10 . Shezhu ishiri inodaidzira munhu kune uchi. tsoro 9 .
shudhu 	KD 	9 	z 		shudhu KD z 9 . Shudhu inzvimbo inodzidzirwa kunyatsopfura nepfuti muchiraramisa zvakanaka.
shuku 	D- 	5 	z 		shuku D- z 5 . Shuku muchero unoberekwa nomushuku unotapira zvikuru.
shukutu 	D- 		ny 		shukutu D- ny . Kuti shukutu kutsva kwezvinhu pasina rimi romoto. Kuti shukutu kunzwa usina simba mumuviri. rukutu .
shungu 	K- 	9>10 	z 		shungu K- z 9>10 . Shungu chido chakadzama zvikuru chokuita chinhu, chingave chakanaka kana chakaipa.
shutu 	K- 		dc 		shutu K- dc . -shudhu .
shwatu 	DK 		ny 		shwatu DK ny . shwape .
sikanadvuku 	KKKDK 	5 	z 		sikanadvuku KKKDK z 5 . Urwu rudzi rwesvosve dzvuku rinoruma zvinorwadza, rinogona kungonyuka kubva napasi mumba. gadzishava 5 .
simbapamuganhu 	DKKDKD 	5 	z 		simbapamuganhu simbapamuganho DKKDKD z 5 . Kuita simbapamuganhu kushanda basa nomoyo wose, wava kuona kuti rave kupera asi pamwe pose wanga uchimboita usimbe.
sudunu 	D- 		ny 		sudunu D- ny . Kuti sudunu kusunungura panga pakasungwa. tepfenyu .
suduru 	D- 		ny 		suduru D- ny . Kuti suduru kubva pawanga, uri uchienda nechekure zvishoma. Pavaitaura nyaya dzomusha wavo vakamboti suduru kubva pana vanhu.
sukunu 	D- 		ny 		sukunu D- ny . sudzunu .
sumu 	KD 		ny 		sumu KD ny . simu .
sungunu 	KKD 		ny 		sungunu KKD ny . Kuti sungunu kuregerera kwezvinhu zvanga zvakasungwa pamwe chete.
sunhu 	DK 		ny 		sunhu DK ny . Kuti sunhu kuregedza zvaunazvo.
sununu 	KKK DDD 	5 	z 		sununu KKK DDD z 5 . Sununu munhu kana mhuka inofamba isingatarisi kwainoenda.
supfu 	D 		ny 		supfu D ny . suku .
surududu 	K- 		ny 		surududu K- ny . Kuti surududu kurereka musoro kokuratidza kusuwa.
sutu 	KD 	9>10 	z 		sutu KD z 9>10 . Sutu ibhachi rinoenderana nebhurukwa rayo kana nesiketi yaro. svutu 9 .
svadu 	DK 		ny 		svadu DK ny . Kuti svadu kumedza chinhu pasina kutsenga. tungarwi .
svadu 	KD 	9 	z 		svadu KD z 9 . Svadu musikana akanaka zvinoyevedza.
svapu 	D- 		ny 		svapu D- ny . Kuti svapu kubva kwerwodzi pamuti, kana makwati pamuti.
svau 	DK 		ny 		svau DK ny . Kuti svau kubva kweganda rinenge rambopiswa.
svetu 	DK 		ny 		svetu DK ny . Kuti svetu kunwa wakweva kamwe chete, mvura kana zvimwewo.
svu 	D 		ny 		svu D ny . Kuti svu ruzha rwaunoita kana uchidzinga mbudzi kana huku.
svumburumbu 	KKDK 	9 	z 		svumburumbu KKDK z 9 . Iri ibundu reshinda inenge yakamonerwa panhu pamwe chete.
svundu 	KD 	9 	z 		svundu KD z 9 . Svundu inzombe ino ruvara rwesadza remhunga.
swatu 	D- 		ny 		swatu D- ny . Kuti swatu kururma kusina kana pakamonyoroka. tasa .
tadagu 	KKD 		ny 		tadagu KKD ny . Kuti tadagu kurova zvakasimba nembama kana neseri koruoko.
tadu 	KD 		ny 		tadu KD ny . Kuti tadu kucheka zvisina kudzika, sezvinoitwa nyora. nyedu . tudu .
tadzu 	KD 		ny 		tadzu KD ny . Kuti tadzu kudzura munhenga. Kuti tadzu kubvambura nyama namazino.
tambanu 	KKD 		ny 		tambanu KKD ny . Kuti tambanu kudhadhanura zvakaita sejira kana mucheka, kuti upamhi nourefu hwazvo huoneke.
tandabvu 	KKD 		ny 		tandabvu KKD ny . Kuti tandabvu kumuka kwemunhu anga akarara pasi.
tanhatu 	KDK 		pr 		tanhatu KDK pr . Tanhatu inhamba inotevera yechishanu pakuverenga.
tanhau 	KDK 		ny 		tanhau KDK ny . Kuti tanhau kubvisa minhenga yehuku pamuviri wayo.
tanhau 	KKD 		ny 		tanhau KKD ny . Kuti tanhau kubvisa nzungu kana nyimo kubva padzinde.
tanyu 	KD 		ny 		tanyu KD ny . Kuti tanyu kuvhura zinhu zvakabatana, uchishandisa simba rakawanda. wanyu .
tanzvu 	D- 		ny 		tanzvu D- ny . Kuti tanzvu kutakura chinhu pamafudzi, wakatsigira nechimuti kana chimwe chinhu.
tasanu 	D- 		ny 		tasanu D- ny . Kuti tasanu kururamisa pakaminama.
tashu 	D- 		ny 		tashu D- ny . Kana saga rati tashu , rinenge razara napamusoro.
tateguru 	DKDD 	1a 	z 		tateguru DKDD z 1a . Uyu munhurume wedzinza rako akafa kare kare, anenge ave mudzimu. teteguru 1a .
tau tau 	D- 		ny 		tau tau D- ny . Kuti tau tau kupfura-pfura kunoita huku kana mhuka yachekwa kana kuti yava kufa.
tegemu 	KKD 		ny 		tegemu KKD ny . Kuti tegemu kurova nechibhakera zvakasimba. tigimu .
tekedu 	KKD 		ny 		tekedu KKD ny . Kuti tekedu kubva kunoita pendi kana zvimwewo pazvakanamira. Hari yakawirwa nesanhu, ikati tekedu rimwe ivhu.
teku 	KD 		ny 		teku KD ny . svaku .
tembenu 	D- 		ny 		tembenu D- ny . Kuti tembenu kuita kuti tambo yanga yakakakata idhambe.
tendeu 	KKD 		ny 		tendeu KKD ny . Kuti tendeu kutarisa kwawabva.
tepenu 	D- 		ny 		tepenu D- ny . Kuti tepenu kusimudza mudziyo munyoro wakanamirira pasi.
tepu 	D- 		ny 		tepu D- ny . Kuti tepu kutamba-tamba kunoita chinhu chakaita sembariro kana chazunguzwa.
tepu 	KD 		ny 		tepu KD ny . Kuti tepu kufonyoka kunoita bazi nyoro romuti, risina kuvhunika.
teru 	KD 		ny 		teru KD ny . Kuti teru kufamba kunoita chinhu chasundidzirwa chichienda kwakadzikira.
teteguru 	DKDD 	1a 	z 		teteguru DKDD z 1a . tateguru 1a .
tetu tetu 	DK+ 		ny 		tetu tetu DK+ ny . Kuti tetu tetu kupara-para pasi kunoita huku ichitsvaga zvokudya.
tezu 	KD 		ny 		tezu KD ny . pogo .
tibidu 	KKD 		ny 		tibidu KKD ny . Kuti tibidu kusimuka kunoita ivhu kana zviya uchirima negeja.
tibu 	KD 		ny 		tibu KD ny . Kuti tibu kusimuka kunoita huruva ichienda mudenga.
tibvu 	DK 		ny 		tibvu DK ny . Kuti tibvu kukava chinhu chakapfava, sebhora risana mweya wakakwana.
tigimu 	KKD 		ny 		tigimu KKD ny . Kuti tigimu kukavira chimwe chinhu kwakadaro.
tiku 	KD 		ny 		tiku KD ny . Kuti tiku kurutsa zvawadya.
timbinu 	KKD 		ny 		timbinu KKD ny . Kuti timbinu kunyudza badza muvhu, uchiita sounovhukunura.
tinhu 	DK 		ny 		tinhu DK ny . Kuti tinhu kuita kuti pakateyiwa paregedzeke. dinhu .
tisipunu 	KDDD 	9 	z 		tisipunu KDDD z 9 . Uyu mudziyo unoshandiswa pakutoresa shuga kana zvimwewo, uye napakukodzonga.
titimu 	D- 		ny 		titimu D- ny . Kuti titimu kungosimuka vanhu vese panguva imwe. dzvamu .
tsaru 	KD 		pr 		tsaru KD pr . Chinhu chi tsaru chinenge chasakara.
tsiru 	KD 	5 	z 		tsiru KD z 5 . Tsiru in'ombe hadzi isati yabereka.
tsubvu 	KD 	9>10 	z 		tsubvu tsvubvu KD z 9>10 . Tsubvu muchero womusango unoti kana waibva woita mutema, uye unodyiwawo namakava. hubva 9 .
tsudunu 	D- 		ny 		tsudunu sudunu D- ny . Kuti tsudunu kusununguka kwepange pakambosungwa.
tsugu 	KD 		ny 		tsugu KD ny . Kuti tsugu kusuduruka kunoita changa chakatsigirwa, kana wabvisa chinotsigira chacho. tsenhu .
tsuku tsuku 	KD+ 		ny 		tsuku tsuku KD+ ny . Kuti tsuku tsuku kuedza kubvisa chinhu chakabatira zvakasimba panzvimbo yacho, uchiita zvokuzungunusa.
tsukunu 	KKD 		ny 		tsukunu KKD ny . Kuti tsukunu kupesana kwemabhonzo omuviri.
tsuru 	K- 	5 	z 		tsuru K- z 5 . Tsuru inyika isina munhu anogara mairi. chatsuru 7, chakasara 7 .
tsurundundu 	D- 		ny 		tsurundundu D- ny . Kuti tsurundundu kuwa uchikungurukira kwakadzikira.
tsvaru 	DK 		ny 		tsvaru DK ny . Kuti tsvaru kurova kana kukwenya zvishomashoma.
tsvedzu 	DK 		ny 		tsvedzu DK ny . Kuti tsvedzu kutadza kumira kwazvo, mushure mokunge watsika panotsvedza.
tsviku 	D- 		ny 		tsviku D- ny . Kuti tsviku kutora chinhu pasi, wobva waenda nacho. nyamu .
tsviku 	KD 		ny 		tsviku KD ny . Kuti tsviku kufambisa-fambisa muswe kunoita imbwa kana imwe mhuka.
tsvitu 	D- 		ny 		tsvitu D- ny . Kuti tsvitu kubatwa zvine simba, zvokuti hauzokwanisi kufamba. Kuti tsvitu kuwa uine zvawakabata mumaoko.
tsvuku 	DK 		pr 		tsvuku DK pr . Ruvara ru tsvuku rwakaita seropa kana sedamba raibva.
tsvukuruku 	DKKD 		ny 		tsvukuruku tsvukuruke DKKD ny . Uku kuva noruvara rweranjisi raibva.
tswanyu 	DK 		ny 		tswanyu DK ny . Kuti tswanyu kupwatisa kana kuparadza chinhu, zvikuru nepasi petsoka. pwanyu .
tu-u 	K 		ny 		tu-u K ny . Kuti tu-u ruzha runoitwa netyava kana nepfuti.
tubu 	KD 		ny 		tubu KD ny . Kuti tubu kuvhomora nokukurumidza, munzwa kana mbambo yakabayirira pasi. tuba .
tubvu 	DK 		ny 		tubvu DK ny . Kuti tubvu kuchera mvura nomukombe kana kapu.
tudu 	KD 		ny 		tudu KD ny . tuba .
tugu 	KD 		ny 		tugu KD ny . Kuti tugu kukwira kunoita utsi kana huruva mudenga. dhugu . Kuti tugu kurira kunoita pfuti, kana kuputika kunoita bhambo.
tukunyu 	KKD 		ny 		tukunyu KKD ny . Kuti tukunyu kungoerekana munhu abuda paanga akahwanda. Kuti tukunyu kuburitsa changa chakavigwa. Kuti tukunyu kusimuka. Akati tukunyu paitongwa nyaya, ndokungoenda asina waataura naye.
tumbi tuzu 	DK DD 		ny 		tumbi tuzu DK DD ny . Kana munhu angoti tumbi tuzu , anenge angomira asingachazivi chokuita.
tundu 	K- 	5 	z 		tundu K- z 5 . mutundu 3 .
tunduru 	K- 		ny 		tunduru K- ny . tunduma .
tunguzuzu 	D- 		ny 		tunguzuzu D- ny . Kuti tunguzuzu kumira usingazivi zvokuita. tuzu .
tunguzuzu 	K- 		ny 		tunguzuzu K- ny . Kana munhu akati tunguzuzu anenge agere akanyarara, kazhinji akashurikirwa.
tununu 	K- 		ny 		tununu K- ny . tuni .
tupu 	DK 		ny 		tupu DK ny . Kuti tupu kudzura chakamera pasi.
turu turu 	KD+ 		ny 		turu turu KD+ ny . Kuti turu turu kungofamba kana kumhanya zvisina njere, uchiratidza kuti hauzivi kwauri kuda kuenda.
turududu 	K- 		ny 		turududu K- ny . nyurududu . Kuti turududu kumira uchiratidza kushaya zvokuita. turi .
turumu 	KKD 		ny 		turumu KKD ny . Kuti turumu kutangisa kunaya kunoita mvura. Kuti turumu kutangisa rwendo.
turunu 	KKD 		ny 		turunu KKD ny . Kuti turunu kubvisa chinhu pakakwirira pachinenge chiri.
tutumu 	D- 		ny 		tutumu D- ny . tunduma .
tutunu 	D- 		ny 		tutunu D- ny . Kuti tutunu kubvisa zvinhu pazvanga zviri, uchizviisa pasi kana pamwewo.
tutururu 	D- 		ny 		tutururu D- ny . Kuti tutururu kungoerekana wasvika panzvimbo, usingatarisirwi. vhu, bvendu . Kana munhu akangoti tutururu anenge akashurikirwa. hurududu .
tuzu 	D- 		ny 		tuzu D- ny . tumbi .
u 	K 	1a\9 	vm 		u K vm 1a\9 . Iri ivaramwana rinodaidzwa richinzi u-u , riri pakati pa tii na vi mubumbiro remavara anoshandiswa kunyora rurimi rweChiShona.
ubvurubvuru 	D- 	14 	z 		ubvurubvuru uvhuruvhuru, umvurumvuru D- z 14 . Izvi zvimabandi kana zvimafufu zvinosarira panochekwa nyama, chingwa nezvimwewo. ubvurunyunyu 14 .
uduku 	DKD 	14 	z 		uduku udiki DKD z 14 . udiki 14 .
ugwabvu 	DKK 	14 	z 		ugwabvu DKK z 14 . Ugwabvu maitiro ekuramba uchingozvikwenya zvakasimba.
uhwu 	D- 		rp 		uhwu D- rp . Uhwu chiratidzanzvimbo chepedyo chemazita omumupanda 14.
ukristu 	DKD 	14 	z 		ukristu DKD z 14 . Ukristu mugariro wokutevedzera tsika dzechikristu, dzinotendera kuti Jesu akazvarwa, akafa nekuzomuka kuti aponese vanhu vese.
ukweguru 	DKKD 	14 	z 		ukweguru DKKD z 14 . Uku kuve munhu akura chaizvo pazera.
umunhu 	D- 	14 	z 		umunhu D- z 14 . unhu 14 .
umwekumweku 	D- 	14 	z 		umwekumweku D- z 14 . Uku kugara munhu achinyemwerera.
undumu 	KKD 		ny 		undumu KKD ny . Kuti undumu kuwira pasi kunoita chinhu chinorema, chichibva pakakwirira.
undundu 	D- 		ny 		undundu D- ny . Kuti undundu kutaridzika usina simba, uye usinganzwi zvakanaka.
ungwaru 	DDK 	14 	z 		ungwaru DDK z 14 . uchenjeri 14 .
unhu 	D- 	14 	z 		unhu D- z 14 . Kuve ne unhu kuve netsika dzinoyemurika pose pose paunenge uri, uri chidadiso nomuenzaniso wakanaka.
unyunyu 	DDK 	14 	z 		unyunyu DDK z 14 . Unyunyu tumbuyu tudikidiki tunowanzomhara pazvinhu zvaora kana pamiti. nin'inira 9 .
upangupangu 	DKDKD 	14 	z 		upangupangu DKDKD z 14 . Uku kupakurira chikafu mundiro dzakasiyana-siyana.
upfu 	D- 	14 	z 		upfu ufu D- z 14 . Upfu chibage kana imwe mbeu inenge yakagayiwa, zvagayiwa zvacho zvozoshandiswa pakubika sadza, chingwa nezvimwewo.
urefu 	DDK 	14 	z 		urefu DDK z 14 . Urefu kureba kwechinhu chichienda mudenga kana mberi. ANTONYMS upfupi 14.
uremu 	DDK 	14 	z 		uremu DDK z 14 . Uremu kuwanda nekukura kwechinhu. Takatenga upfu hune uremu hwe50 kg.
uru 	D- 		ny 		uru D- ny . Kuti uru kusvetuka napamusoro pechinhu. Mukomana ati uru pamusoro pegoronga.
urubvu 	DKD 	14 	z 		urubvu DKD z 14 . Urubvu zvimedu zvechokudya zvinenge zvadonhera pasi.
usiku 	DKK 	14 	z 		usiku DKK z 14 . Usiku inguva inenge kwava nerima, zuva radoka. Varoyi vanofamba namazizi avo usiku, vamwe vanhu vose varere. ANTONYMS masikati 6. Usiku izwi rinoshandiswa kureva munhu asina zvaanoziva, kana kuti asina njere dzakapinza.
usvinu 	DDK 	14 	z 		usvinu DDK z 14 . ungarara 14 .
usvusvu 	DDK 	14 	z 		usvusvu DDK z 14 . Usvusvu ibota dete. Usvusvu muto mutete.
utsvuku 	DDK 	14 	z 		utsvuku DDK z 14 . Utsvuku kuve neganda risina kusviba, asi rakati kangavirei kuita ruvara rwakati njenjemerei.
utununu 	D- 	14 	z 		utununu D- z 14 . udununu 14 .
utwu 	D- 		rk 		utwu D- rk . Ichi chiratidzanzvimbo chepedyo chemupanda 13.
uvhuruvhuru 	D- 	14 	z 		uvhuruvhuru D- z 14 . Uvhuruvhuru hwechibage zvivhudzi zvinorembera kumuromo wacho chisati chaibva. uvhururu 14 .
uyu 	DK 	5 	z 		uyu DK z 5 . Uyu muchero unoberekwa nezimuti rakakora chaizvo, rinomera kunzvimbo dzakaoma, rinonzi muuyu.
uzuru 	DKD 	14 	z 		uzuru DKD z 14 . Ku uzuru zvinoreva kumusoro.
vadu 	KD 		ny 		vadu KD ny . Kuti vadu kuzadza mugomo kana chii zvacho kusvika pamuromo.
vaku 	D- 		ny 		vaku D- ny . vhai .
vambu 	D- 		ny 		vambu D- ny . Kuti vambu kubva mhiri kwerwizi, uchienda kune rimwe divi racho. yambu .
vandanu 	D- 		ny 		vandanu D- ny . Kuti vandanu kubudisa pachena zvanga zvakavigwa. vandanyu .
vandanyu 	D- 		ny 		vandanyu D- ny . vandanu .
vazvu 	KD 		ny 		vazvu KD ny . Kuti vazvu kumira uchiratidza kupererwa nemazano pamusoro pezvaitika. Imbwa yakasara yakati vazvu, tsuro yapinda mumwena.
vhinyu 	KD 		ny 		vhinyu KD ny . Kuti vhinyu kuzvongonyoka nokukasika kungaitwa nomunhu kana aerekana ajungwa pambabvu asingafungire, kana kuitwa zvimwewo zvinovhundutsa.
vhurumu 	KKD 		ny 		vhurumu KKD ny . Kuti vhurumu kungokaruka munhu ongotaura zvisinganzwisisiki.
wanyu 	DK 		ny 		wanyu DK ny . Kuti wanyu kukakata chinhu kuti chitasanuke. Iti nhovo iyo wanyu, tione kugara tose.
waranyu 	D- 		ny 		waranyu waranu D- ny . Kuti waranyu kubvisa jira kana chimwewo chambenge chakawaridzwa kana kufukidzwa pamusoro.
waru 	DK 		ny 		waru DK ny . Kuti waru kubvisa gumbeze kana chimwewo changa chakatambanudzwa.
washuwashu 	D- 		ny 		washuwashu D- ny . Kuti washuwashu kufamba zvine ruzha runokonzerwa nemashizha emiti akaoma, kana bhutsu dzinenge dziri nyoro mukati. Ndaifamba ndichiti washuwashu pasi pemikute.
weshuweshu 	D- 		ny 		weshuweshu D- ny . Kuti weshu weshu kufamba zvisina hanya uye zvine ruzha.
wewenu 	KKD 		ny 		wewenu KKD ny . Kuti wewenu kuburitsa chinhu kubva muhomwe.
wudyu 	KD 		ny 		wudyu KD ny . Kuti wudyu kutarisa chinhu kwenguva huru, maziso asingabwairi.
yangaru 	D- 		ny 		yangaru D- ny . Kuti yangaru kupapamara pamusoro pemvura. yangarara .
yaru 	D- 		ny 		yaru D- ny . Kuti yaru kusvika pazera reumhandara rekutanga kubumba mazamu, kana reujaya rekutanga kukodza izwi.
yemu 	DK 		ny 		yemu DK ny . Kuti yemu kuchochora chinhu chakanaka.
Yesu 	KD 	1a 	z 		Yesu KD z 1a . Yesu ndiye mwana waMwari. Jesu 1a .
zaru 	DK 		ny 		zaru DK ny . Kuti zaru kuvhura chakavharwa.
zavhu 	KD 		ny 		zavhu KD ny . Kuti zavhu kurova munhu nechibhakera zvinorwadza. Akachinzi zavhu chamatsenganzungu, akaona nyenyedzi. Kuti zavhu kusairira munhu kwakadaro.
zazu 	DK 	5 	z 		zazu DK z 5 . bapu 5 .
zumbu 	D- 	5 	z 		zumbu D- z 5 . Zumbu imba inorara huku.
zundu 	K- 	5 	z 		zundu K- z 5 . Zundu igonye jena rinogara mundove.
chatsuru 	DKK 	7 	z 		chatsuru DKK z 7 . Chatsuru kurwadza kunoita mudumbu muchipisa nokuda kwekuti unenge wadya zvinhu zvakatonhora. chirungurira 7 .
chauyabu 	DKDK 	1a 	z 		chauyabu chauyabo DKDK z 1a . Uyu munhu anodya chose chose chaawana chinodyika. Uyu munhu anongotambira chero chese chinenge chaitika, senge pfambi.
chavakuru 	KDKK 	7 	z 		chavakuru KDKK z 7 . Iri butiro romwana achiri mudumbu, rinosariramo kana mai vachangopona mwana. musana 3, rusarira 11 .
chibimvu 	DKD 	7 	z 		chibimvu DKD z 7 . Chibimvu chimedu chinenge chadimburwa kana kugurwa pachihombe.
chikweguru 	DKDD 	7 	z 		chikweguru DKDD z 7 . Urwu rudzi rweshiri inorira ichinzwika sokuti inoti, "Chikweguru".
chidzungu 	D- 	7 	z 		chidzungu D- z 7 . Chidzungu chimuti chipfupi pfupi chine matavi akawanda.
chifingu 	DKD 	7 	z 		chifingu DKD z 7 . chifengu 7 .
chifudu 	DKD 	7 	z 		chifudu DKD z 7 . Chifudu munhu asingatani kupara mhosva.
chifendu 	DDK 	7 	z 		chifendu DDK z 7 . Chifendu upfu kana tukwande tudiki tunobva pahuni yatemwa. chitsetsu 7 .
chifutu 	D- 	7 	z 		chifutu D- z 7 . butwa 5 .
chimedu 	DKD 	7 	z 		chimedu DKD z 7 . Chimedu chidimu chinenge chabva pane chimwe chinhu chikuru. chipandi 7 .
chigapu 	DDK 	7 	z 		chigapu DDK z 7 . Chigapu chihari chidiki chinobikiswa usavi. hadyana 9 .
