a 	K 	1a\9 	vm 		a K vm 1a\9 . Iri ivaramwana rinodaidzwa richinzi a-a , riri pekutanga mubumbiro remavara anoshandiswa kunyora rurimi rweChiShona.
nyamavende 	D- 	1a 	z 		nyamavende nyamaende D- z 1a . Uyu munhu asina mamwe mazino epamberi. samavende 1a .
Nyamavhuvhu 	DDKD 	1a 	z 		Nyamavhuvhu DDKD z 1a . Uyu mwedzi wechisere wegore, inova ndiyo nguva inovhuvhuta mhepo yakawanda inosimudza huruva. Agasiti 1a .
-nyambaidza 	K 				-nyambaidza K it . Ku nyambaidza kurova munhu mumakumbo nekashamhu kane tsarapu.
nyambare 	DDK 	9 	z 		nyambare DDK z 9 . Kutamba nyambare kutamba kunonetesa kunoitwa nevasikana.
nyambira 	DKD 		kanu 		nyambira DKD kanu . nyamba .
nyambiswa 	DKD 		bat 		nyambiswa nyambeswa DKD bat . nyambisirwa .
nyambo 	D- 	9>10 	z 		nyambo D- z 9>10 . Nyambo inyaya inosetsa, inotaurwa vanhu vachifara zvavo.
nyambu 	KD 		ny 		nyambu KD ny . Kuti nyambu kurova nekashamhu kadikidiki.
-nyambudza 	K 				-nyambudza K it . -nyambura .
nyambwata 	DKD 	1a 	z 		nyambwata DKD z 1a . Nyambwata munhu ane dumbu rakakura.
nyamharadzi 	D- 	9 	z 		nyamharadzi nyamharadzo D- z 9 . Aya makwenzi anoshandiswa kuti vanhu vanga vachiwirirana vavengane.
nyamini 	DKK 	1a 	z 		nyamini DKK z 1a . Nyamini masvosve madiki matema, anoruma. chikodza 7, chikuhuhu 7 .
nyamubobo 	D- 	1a 	z 		nyamubobo D- z 1a . rovambira 5 .
nyamuchesa 	DKDK 	1a 	z 		nyamuchesa DKDK z 1a . Aka karonda kanorwadza kanoita pasi pechigumwe chidiki chegumbo.
nyamugomho 	DDKK 	9 	z 		nyamugomho DDKK z 9 . Urwu rudzi rweraisi rinoti kana rabikwa harinyatsochena.
nyamupidigori 	DDKKDK 	1a 	z 		nyamupidigori DDKKDK z 1a . mhindigari 9 .
nyamuputsahari 	DDKDKK 	1a 	z 		nyamuputsahari DDKDKK z 1a . ambuyamuderere 1a .
nyamusi 	KKD 	1a 	z 		nyamusi KKD z 1a . nhasi 1a .
nyamutsunhetsunhe 	DDDKDK 	1a 	z 		nyamutsunhetsunhe DDDKDK z 1a . Uyu mutambo wevana vadiki wokushunyana. chamutsunyamutsunya 7 .
nyamwaka 	DKD 	1a\5 	z 		nyamwaka DKD z 1a\5 . Nyamwaka izwi rinoreva kuti gore rino. nhaka 9 .
nyamwi 	DK 		ny 		nyamwi nyamwe DK ny . Kuti nyamwi kusimuka nokukasika.
-nyan'anya 	D 				-nyan'anya D itik . Ku nyan'anya kutaurisa zvokusapa vamwe mukana, uye munhu achifambisa nhengo dzomuviri.
-nyan'anyura 	K- 				-nyan'anyura K- it . Uku kubvarura nyama, sezvinoita imbwa ichiruma mhuka kana munhu.
nyana 	DK 	5 	z 		nyana DK z 5 . Nyana mwana weshiri.
-nyandanura 	D 				-nyandanura D it . -nyandanutsa .
nyandora 	D- 	1a 	z 		nyandora D- z 1a . chihwenga 7 .
nyandu nyandu 	D- 		ny 		nyandu nyandu D- ny . Kuti nyandu nyandu kufamba nekuchimbidza, munhu achimwaza maoko nenhumbi kuti aonekwe.
-nyandudza 	D 				-nyandudza D it . Ku nyandudza kupetura vhudzi kana kumisa minhenga kunoita huku. Huku yakanyandudza minhenga, yaona rukodzi ruchingotenderera mudenga.
nyanduri 	DDK 				nyanduri DDK . Nyanduri munhu ane chipo chokugona kudetemba kana kutaura nekunyora ngano kana nyaya. Hamutyinei ndinyanduri ane mukurumbira munyika muno.
nyanga 	DK 	9>10 	z 		nyanga DK z 9>10 . Nyanga chinhu chinomera pamhanza pemhuka dzakaita semombe, nhoro, nyati kana mbudzi. Nzou hairemerwi nenyanga dzayo.
-nyangadika 	D 				-nyangadika D itik . Kana munhu a nyangadika anenge ashaikwa, angoenda kusingazivikanwi kuti akaendepi. -nyangarika .
-nyangadza 	K 				-nyangadza K itik . Kana munhu achi nyangadza anenge achiita zvisina kururama kana kuti zvisingafarirwi nevamwe.
nyangadzo 	KKD 	9 	z 		nyangadzo KKD z 9 . Nyangadzo chinhu chakaipa chinenge chakanganiswa kana kuitika.
-nyangaira 	K 				-nyangaira K itik . -nyahwaira .
nyangarara 	D- 		ny 		nyangarara D- ny . Kuti nyangarara kwevhudzi hunge risina kukamurwa.
nyangaridzo 	KKKD 	9>10 	z 		nyangaridzo KKKD z 9>10 . Nyangaridzo ndezvingataurwa kana kuitwa nomunhu kuvharidzira chokwadi chezvinhu zvakaitwa.
-nyangarika 	D 				-nyangarika D itik . Ku nyangarika kusazivikanwa kana kuonekwa kuti chinhu chafamba sei kana kuenda napapi, icho chambenge chiripo. Moto wamagoritoto unongoerekana wanyangarika semauyire aunoita.
nyangauro 	KKKD 	9>10 	z 		nyangauro KKKD z 9>10 . Ichi chipembenene chino ruvara rupfumbu, chinodyiwa kana chakangwa nemunyu.
nyangi nyangi 	KD+ 		ny 		nyangi nyangi KD+ ny . Kuti nyangi nyangi kufamba kokunyahwaira kuti munhu asvike asina kunzwikwa. Chimangowe chinoti nyangi nyangi kana chaona makonzo.
-nyangidzira 	D 				-nyangidzira D it . Ku nyangidzira kunama kana kunyorevesa panhu zvinyoronyoro. Kuvaka churu kwemajuru kunyangidzira kusvikira apedza.
nyangiswa 	DKD 		bat 		nyangiswa nyangisa DKD bat . Nyangiswa ibatanidzo yamashoko mumutsetse inoreva kuti kunyange zvazvo.
nyanguri 	DDK 		bat 		nyanguri DDK bat . Izwi iri rinoshandiswa kuratidza kushamisika nenguva inenge yatorwa nemunhu kuita chinhu. Hausati wapedza nyanguri watanga kugeza. nguri, chinguri .
nyangwe 	D- 		kanu 		nyangwe D- kanu . Kuti nyangwe kuramba kana kupikisa. bodo .
-nyanya 	D 				-nyanya D itik . Ku nyanya kuita chimwe chinhu zvakapfurikidza. Kufamba kwako kwanyanya, shamwari.
-nyanyarika 	D 				-nyanyarika D itik . -nyangarika .
-nyanyasa 	D 				-nyanyasa D it . Ku nyanyasa kuita kuti munhu anzwe kumira mwoyo kana kuda kurutsa. Vakadzi vane nhumbu havatani kunyanyasa kana vakanhuhwirwa. -nyanyisa, -semesa, -sembura .
nyanye 	D- 		ny 		nyanye D- ny . Kuti nyanye kuita chinhu chinopfurikidza panosvika vamwe. Mukoma wake anodada, asi munin'ina wake ndiye nyanye.
-nyanyisa 	K 				-nyanyisa K it . -nyanyasa .
nyanza 	DK 	9>10 	z 		nyanza DK z 9>10 . Nyanza inzvimbo yakakura inongoenda-enda, inowanikwa mvura yakawanda nokuti ndimo munodira nzizi dzose. Nyika dzeAfrica nedzeAmerica dzakaparadzaniswa nenyanza huru yeAtlantic. gungwa 5 .
nyapena 	DKD 	1a 	z 		nyapena DKD z 1a . Nyapena munhu asina chaainacho. gwaumbu 1a .
-nyapudza 	K 				-nyapudza K it . Ku nyapudza kurova zvisingarwadzi, nekashamhu katetetete. -nyambaidza .
-nyara 	D 				-nyara D itik . -neta .
-nyaradza 	K 				-nyaradza K itik . Ku nyaradza kutaurira mumwe mazwi ekuti arerukirwe padambudziko raanenge ainaro, kuti arege kuramba achichema.
nyarakata 	D- 		ny 		nyarakata D- ny . Kuti nyarakata kudonha kwezvinhu zvanga zvakabatana, zvichiita chimwe chimwe. Chidziro chemba chakati nyarakata chatoteswa nomubvumbi wemvura. mokoto .
-nyararidza 	K 				-nyararidza K it . Ku nyararidza kuita kuti munhu asacheme. Natsai ari kunyararidza mwana ari panze.
nyare 	D- 		ny 		nyare D- ny . Kuti nyare kusunga zvinyoronyoro zvisinganetsi kusungunura.
nyarufuro 	DDKK 	9>10 	z 		nyarufuro DDKK z 9>10 . Urwu rudzi rwenyoka isingaoneki nhando, inogara mumiti. kangamiti 9 .
nyarupara 	DDKK 	1a 	z 		nyarupara DDKK z 1a . Uyu munhu akabvisa bvudzi rese mumusoro.
nyasha 	D- 	10 	z 		nyasha D- z 10 . tsitsi 10 .
nyasinzi 	DKK 	9 	z 		nyasinzi DKK z 9 . matsi 9 .
nyasire 	KDK 	9>10 	z 		nyasire KDK z 9>10 . Nyasire munhu anofarira kuita zvisingafadzi vamwe, zveundururani. Tsime rakaitirwa tsvina nenyasire.
-nyata 	D 				-nyata D itik . Kuti nyata kunyorova nemvura zhinji.
nyatera 	D- 	5 	z 		nyatera D- z 5 . Nyatera isenduru rinogadzirwa namataira emotokari.
-nyatsa 	D 		mw 		-nyatsa D mw . Ichi chiitomwana chinotsanangura kuitwa kwezvinhu nemazvo. Nyatsa kusvina dorokuti risasaririre nemasese. -nyatso- .
-nyatura 	K 				-nyatura K it . Ku nyatura kucheka chinhu zvisina kudzika. -denha .
nyau 	KD 		ny 		nyau KD ny . Kuti nyau kuruma nekubvarura kungaita chinhu chine mazino akapinza. Garwe rakati nyau tsapfu yababa.
-nyauka 	D 				-nyauka D itik . Ku nyauka kupfava kunoita sezvakaita makoko anembenge akaomerera mupoto, kana adirwa mvura. Ku nyauka kunanauka kunoita mafuta akaoma kana aiswa pamoto.
-nyava 	D 				-nyava D itik . Ku nyava kupfava kwechinhu changa chiine hasha. Jon'osi rakazonyava rasungwa navakomana.
nyava 	D- 		ny 		nyava D- ny . Kuti nyava kupfava kwechinhu changa chiine nharo kana kuti chichimbonetsa, sezvinoita mombe painopingudzwa.
-nyavaidza 	K 				-nyavaidza K it . -nyambaidza .
nyaya 	DK 	9>10 	z 		nyaya DK z 9>10 . Nyaya rungano runokurukurinanwa kana rwakanyorwa mubhuku. Nyaya musoro wenhaurwa.
nyazu nyazu 	D- 		ny 		nyazu nyazu D- ny . Kuti nyazu nyazu kufamba nesimba uchidadirira.
-nyeba 	D 				-nyeba D itik . -nyepa .
-nyeka 	D 				-nyeka D itik . Ku nyeka kubva chinhu chatobatira moto zvachose. Chitsiga chakanyeka padare tikadziirwa. -nyenga .
nyeku nyeku 	D- 				nyeku nyeku D- . Kuti nyeku nyeku kusekerera usingaburitsi mazino panze. Paida akati nyeku nyeku paakanzi naPaza ndinokudisa.
nyemero 	KDD 	9>10 	z 		nyemero KDD z 9>10 . Nyemero indiro fombwe, inoshandiswa kupakurira muriwo.
nyemwe 	D- 	5 	z 		nyemwe D- z 5 . nyawi 5 .
-nyemwenya 	K 				-nyemwenya K itik . Ku nyemwenya kungoseka-seka kusina musoro.
-nyenama 	K 				-nyenama K itik . Ku nyenama kuburitsa mazino pachena sezvinoita imbwa kana ichihon'a. -nyinura . Ku nyenama kuvhura muromo wako uchiseka kana kuti uchitaura zvisina musoro. -nyinura .
-nyenga 	K 				-nyenga K it . Ku nyenga kutaura kunoita mukomana kumusikana nyaya dzerudo, kuti adiwe. -pfimba, -konza, -tsvetsva, -vhevha . Ku nyenga mukadzi kutorara naye.
-nyengedza 	K 				-nyengedza K it . Ku nyengedza kuudza vamwe nhema kuti vafare, iwe ugowana zvaunoda.
-nyengerera 	K 				-nyengerera K it . Ku nyengerera munhu kumufadza nekutaura kana nekumuitira zvimwe zvinhu, kuti iye agozokuitirawo zvaunoda.
-nyengetera 	K 				-nyengetera K it . Ku nyengetera kukumbira chaunoda kumunhu uchiratidza kuti hauna mamwe mawanire aungachiite. -namata .
nyengo 	DK 	9 	z 		nyengo DK z 9 . Nyengo itsika yemurume yekuti munhukadzi wose waaona opfimba kana kuti anenge atori nevasikana vakawanda.
nyenjere 	DKK 	9>10 	z 		nyenjere DKK z 9>10 . zhenjere 5 .
nyenye 	K 	9>10 	z 		nyenye K z 9>10 . hwayana 9 .
nyenyenye 	D- 		ny 		nyenyenye D- ny . Kana chinhu chichiti nyenyenye chinenge chichingaima.
nyenyeu 	KKD 		ny 		nyenyeu KKD ny . Kuti nyenyeu kuruma chinhu uchisiya paine gomba. Mwana akati gwavha nyenyeu.
nyenyu 	KD 		ny 		nyenyu KD ny . Kuti nyenyu kuruma nekudya tubandi tudiki. Mukomana akati bhanana nyenyu.
-nyenyura 	K 				-nyenyura K it . Ku nyenyura kudya chekudya uchiita kunge usiri kuchida, uchiita zvekurumira pamusoro.
-nyepa 	D 				-nyepa D itik . Ku nyepa kutaura zvinhu zvisiri zvechokwadi. -foya .
nyere 	D- 	9>10 	z 		nyere D- z 9>10 . Nyere kadende kanosara panodhuuka bara repfuti. Nyere chikasha chinochengeterwa fodya. nhekwe 9 .
nyeredzi 	KDK 	9>10 	z 		nyeredzi KDK z 9>10 . nyenyedzi 9 .
nyerekete 	K- 	5 	z 		nyerekete K- z 5 . Iri ivara rinenge riri pamucheka une mamwe mavara. Ndaona imbwa chena ine nyerekete dema.
-nyerenyedza 	D 				-nyerenyedza D it . -nyeredza .
nyerenyete 	K- 	5 	z 		nyerenyete K- z 5 . nyerekete 5 .
-nyerenyeza 	D 				-nyerenyeza D it . -nyeredza .
-nyeruka 	D 				-nyeruka D it . Ku nyeruka kubva panzvimbo vanhu vanenge varipo vakavarairwa. Mbavha yatakanga tabata yakanyeruka patakanga tonakidzwa nenyaya.
-nyesvura 	K 				-nyesvura K it . Ku nyesvura kucheka kanhu kadiki kekurayira kubva pachihombe.
-nyetedza 	D 				-nyetedza D it . Ku nyetedza kutsamwisa munhu waunenge uchitaura naye, nekuda kwezvawamuitira kana kumutaurira.
-nyetura 	K 				-nyetura K it . Ku nyetura kucheka munhu paganda zvishomanene, zvekuti haabudi ropa rakawanda. -nyadura .
-nyeurira 	K 				-nyeurira K it . Ku nyeurira munhu kumuudza zvinhu zvaunoziva kuti zvingamubatsire panyaya dzakasiyana. -nyevera, -nyeura .
nyeve 	DD 		ny 		nyeve DD ny . Kuti nyeve kuudza munhu mashoko angangomubatsira pane zvimwe zvinhu.
-nyevenudza 	D 				-nyevenudza D it . Ku nyevenudza munhu kuita kuti abve mukusuwa achipinda mukufara.
-nyevenura 	D 				-nyevenura D it . -nyevenudza .
nyevero 	D- 	9 	z 		nyevero D- z 9 . Nyevero mashoko anoudzwa munhu pane zvinenge zvichida kunzi achenjerere, zvinenge zvichazoitika.
nyewe 	K- 	5 	z 		nyewe K- z 5 . Nyewe igoronga rinoitwa nemvura inonaya ichiyerera nemunzvimbo dzinevhu rinokukurika kana kudyika nemvura.
nyeya nyeya 	D- 		ny 		nyeya nyeya D- ny . Kana vana vakati hembe nyeya nyeya , umwe nemumwe anenge atengerwa yake.
nyezu 	KD 		ny 		nyezu KD ny . Kuti nyezu kuvesa moto unobvira zvikuru. nyeu, zhii .
nyezu nyezu 	D- 		ny 		nyezu nyezu nyezvu nyezvu D- ny . Kuti nyezu nyezu kufamba-famba kunenge kuchiita hembe inenge yakapfekwa kana kuturikwa.
-nyezuka 	K 				-nyezuka K itik . Ku nyezuka kubvira kwemoto wakawanda.
nyi 	K 		ny 		nyi K ny . Kuti nyi kuisa chinhu mune chimwe chakaita mvura mvura.
-nyika 	K 				-nyika K it . Ku nyika kuisa chinhu mumvura kana zvimwewo zvakaita mvuramvura. Vanhu vanonyika zviyo mumvura, kuti zvimere zvigozobikiswa doro.
nyika mukanza 	DD DDK 	9<10 	z 		nyika mukanza DD DDK z 9 <10 . Iyi inyika iri kure kure. nyika mutome 9 .
nyika mutome 	DD DDK 	9>10 	z 		nyika mutome DD DDK z 9>10 . nyika mukanza 9 .
-nyikura 	K 				-nyikura K it . -nyukura .
nyimbiri nyimbiri 	KDD+ 		ny 		nyimbiri nyimbiri KDD+ ny . Kuti nyimbiri nyimbiri kutamba kunoita vanhu kana mhuka kana zvakafara.
nyiminyimi 	DKDD 	9>10 	z 		nyiminyimi DKDD z 9>10 . Urwu rudzi rwemanwiwa anofarirwa nemombe.
nyimwana 	DDK 	9 	z 		nyimwana DDK z 9 . Nyimwana rudzi rwenyimo ine ruvara ruchena.
-nyin'inyira 	D 				-nyin'inyira D itik . Ku nyin'inyira kutenderera kunenge kuchiita nhunzi pachikafu kana patsvina.
nyina mombe 	D- 	9>10 	z 		nyina mombe D- z 9>10 . Uyu mwana wenyati. nyina n'ombe 9 .
nyindi 	K- 		ny 		nyindi K- ny . Kuti nyindi kupedza chikafu chose, kana kudya chikafu chakawanda zvokutosvika pakuzvimbirwa.
nyinu 	DK 		ny 		nyinu DK ny . Kuti nyinu kuburitsa mazino pachena, sezvinoita imbwa kana yatsamwa.
nyipu 	D- 		ny 		nyipu D- ny . Kuti nyipu kudonha kwemhuka kana munhu akaonda, kana kuti anorwara.
nyiri nyiri 	K- 		ny 		nyiri nyiri K- ny . Kuti nyiri nyiri kutaima kwezuva rinenge richipisa asi rakasangana neuma, zvokuti haunyatsoona kure.
-nyisa 	D 				-nyisa nyn'isa D it . Ku nyisa kukurira kana kugona munhu anga achizviidza asingabviri.
nyn'a 	K 		ny 		nyn'a nya K ny . Kuti nyn'a kuenda nokurega kudzoka, zvikuru kana wanga wakatarisirwa kuti unochimbidzika kudzoka.
-nyn'abura 	K 				-nyn'abura K it . -nyaputsa .
nyobi nyobi 	DK+ 		ny 		nyobi nyobi DK+ ny . Kuti nyobi nyobi kudyira kunenge kuchiita hove kana uchiredza nechirauro.
-nyobika 	D 				-nyobika D itik . Ku nyobika kufamba-famba kwechirauro sechiratidzo chokuti pane hove dziri kudyira.
nyochi 	KD 		ny 		nyochi KD ny . Kuti nyochi kumedza musuva mukuru wesadza. kashu .
nyodo 	KD 		ny 		nyodo KD ny . Kuti nyodo kudimbuka kwetambo kana muchero wakaita sebhanana.
-nyodzva 	D 				-nyodzva D it . -gofa .
nyofu nyofu 	KD+ 		ny 		nyofu nyofu KD+ ny . Kuti nyofu nyofu kudya kunoratidza kuti munhu haasi kunyanya kufarira chikafu chacho. nyobvu nyobvu .
-nyogoda 	D 				-nyogoda D itik . Ku nyogoda kutsva kwechinhu kusvikira chaita madota. -dhogodha .
nyoka muriwo 	KK DKK 	9>10 	z 		nyoka muriwo KK DKK z 9>10 . Iyi inyoka ine rudzi rwamashizha.
nyoka rukuni 	KK DKK 	9 	z 		nyoka rukuni KK DKK z 9 . Iyi inyoka inofarira kugara pamatavi emiti.
-nyokorana 	K 				-nyokorana K itik . Ku nyokarana kuvengana kwevanhu vanga vachimbova nehushamwari.
-nyomba 	K 				-nyomba K it . Ku nyomba kutaura nemunhu wakatsamwa, uchitaura zvekumusvota.
nyongo 	D- 	9>10 	z 		nyongo D- z 9>10 . Nyongo rudzi rwekapuka kanofamba usiku kachidya makonzo, mbeva neshiri. simba 9, tsimba 9 .
nyongo 	KD 	9 	z 		nyongo KD z 9 . nduru 9 . Nyongo igonye rinopinda mudumbu, rinokonzera kurwadza kwemudumbu pamwe nekurutsa.
nyopora 	D- 	9>10 	z 		nyopora nyapura, nyipura D- z 9>10 . Nyopora munhu ane nungo zvikuru. nyope 9 .
nyore 	DK 		dc 		nyore DK dc . Kana zvinhu zviri nyore zvinenge zvisinganetsi kuita.
nyota 	K- 	9 	z 		nyota K- z 9 . Nyota kuda kunwa mvura kana chimwewo chinonwiwa.
nyubvu 	KD 		ny 		nyubvu KD ny . nopfu .
nyuchi 	K- 	9 	z 		nyuchi K- z 9 . Nyuchi kapuka kanogadzira uchi, kanoruma kachiita zvokundurira, uye kakada kufanana nego.
-nyukura 	K 				-nyukura K it . Ku nyukura kuburitsa chinhu machinenge chiri, makaita semumvura. -nyurura .
nyumwanyumwa 	DKDD 	5\9>6 	z 		nyumwanyumwa DKDD z 5\9>6 . Uyu munhu asingavimbwi naye nokuti zvaanoita hazvina musoro, uye nguva zhinji haaiti zvaanenge audzwa.
nyundo 	D- 	9>10 	z 		nyundo D- z 9>10 . Nyundo isimbi inosevenzeswa pakurovera hoko kana zvipikiri. sando 9 .
-nyungudika 	D 				-nyungudika -nyunguruka D it . Kana chinhu cha nyungudika chinenge chapera ugodo hwacho chaita mvura mvura. Tinoisa shuga mutii kuti inyungudukire imomo kuti tii igonaka.
-nyunyuta 	K 				-nyunyuta K itik . Ku nyunyuta kutaura kunoratidza kusafadzwa nezvinenge zvaitika.
-nyurura 	K 				-nyurura K it . -nyukura .
-nzai 	K 				-nzai K itik . -dai .
nzanga 	D- 	9>10 	z 		nzanga D- z 9>10 . Nzanga musha kana dzimba dzakawanda dzinowanikwa panzvimbo imwe chete. Nzanga mubatanidzwa wevanhu vechechi, kana vamwewo vane zvido zvimwe chete zvavanoedza kusimudzira.
-nzarwo 	KD 				-nzarwo -nzwarwo KD itik . Ku nzarwo kuitwa saizvozvo. Ini handidi zvokunzarwo, shamwari.
nzembe 	DK 	9>10 	z 		nzembe dzembe DK z 9>10 . Nzembe rudzi rwenjiva diki ine besu refu. njiva bomho 9 .
nzero 	K- 	10 	z 		nzero K- z 10 . njere 9 .
nzi-i 	K 		ny 		nzi-i K ny . Kuti nzi-i ruzha runoitwa nezvipembenene zvakaita senyuchi, kana zvichibhururuka.
-nzika 	K 				-nzika K itik . -nzwika .
-nziririka 	K 				-nziririka ziririka K itik . Ku nziririka ruzha rwunoitwa nezvipembenene zvikuru kana zvichibhururuka.
nziswa 	KD 	9 	z 		nziswa KD z 9 . nzwisa 9 . Nziswa kamuti kemechisi kanokwenywa pachikoko chacho kana munhu achida kubatidza moto.
nzombe 	K- 	9>10 	z 		nzombe K- z 9>10 . Nzombe imhuka hono.
nzondo 	DK 	9<10 	z 		nzondo DK z 9 <10 . Nzondo makumbo emhuka dzinodya dzichizeya, dzakaita semombe kana hwai. zondo 5 .
-nzonza 	K 				-nzonza K it . Ku nzonza kufambisa uchitsika pasi seuri kupateta. Kana wa nzonza nzvimbo unenge waifamba kakawanda, zvokuti unenge wava kunyatsoiziva.
-nzonzota 	D 				-nzonzota D it . Kana uchi nzonzota matavi emuti unenge uchiubvisa mashizha nematavi maduku. -puzura .
nzope 	K- 	9>10 	z 		nzope K- z 9>10 . Nzope isimbi inoshandiswa pakuchera asi iri papfumo. suso 9 .
nzororera 	K- 	9 	z 		nzororera K- z 9 . nzororeramudenga 9 .
nzou 	D- 	9>10 	z 		nzou D- z 9>10 . Nzou zimhuka zihombe kudarika dzimwe dzese, rine mazinzeve nemusinga une nyanga dzakakosha.
nzununu 	D- 		ny 		nzununu D- ny . Kuti nzununu kugara kwemunhu chinyararise, zvikuru kana achirwara kana kurwadziwa.
nzunzuma 	KKD 		ny 		nzunzuma KKD ny . Kuti nzunzuma kuchonjomara kwenguva pfupi wakatsigira muviri nezvitsitsinho.
-nzunzumara 	D 				-nzunzumara D itik . Ku nzunzumara kupeta makumbo wakatsigira muviri nezvitsitsinho kwenguva pfupi.
-nzuwaira 	K 				-nzuwaira K itik . Kana uchi nzuwaira unenge uchifamba uchiita nhanho diki nekufambisa-fambisa mapipito.
nzva-a 	D 		ny 		nzva-a D ny . Kana kunze kwati nzva-a kunenge kwava kusviba. svu, nzvarara .
-nzvadaira 	K 				-nzvadaira K itik . Ku nzvadaira kufambisa chiuno uchizvida, uye uchida kuonererwa nevanhu vanenge vakakutarisa.
nzvai 	KD 		ny 		nzvai KD ny . Kuti nzvai kunyura kwechinhu mumvura. Kuti nzvai kuparwa kwemunhu nechinhu chinokuvadza.
-nzvaika 	D 				-nzvaika D itik . Kana danda richi nzvaika rinenge richinyura pasi pemvura.
-nzvandama 	K 				-nzvandama K itik . Kana uchi nzvandama unenge uri munhu anotarisira vamwe vanhu pasi. Kana munhu anorwara achi nzvandama anenge asinganyatsokwanisa kumira akati tasa oga, asina kuzvitsigira kana kutsigirwa.
nzvarakamwe 	K- 	9>10 	z 		nzvarakamwe K- z 9>10 . Uyu munhukadzi kana mhuka hadzi inenge yangoita mwana kamwe chete.
nzvaurira 	D- 	9>10 	z 		nzvaurira D- z 9>10 . Aya matarisiro anoita munhu nedivi reziso, zvekubirira.
nzve-e 	K 		ny 		nzve-e K ny . Kuti nzve-e kuenda nepadivi kuti usaonekwe, kana kubatwa, kana kuitwa zvimwewo neanenge achida kukudaro.
-nzvekaira 	K 				-nzvekaira K it . Ku nzvekaira kufamba kana kumhanya nenzira isina kuti tasa. Ku nzvekaira kufamba usina kuti tasa, nokuda kwezvinorema zvaunenge wakatakura. Kana mhuka ichi nzvekaira inenge ichifambisa muswe wayo.
-nzvendaira 	K 				-nzvendaira K itik . Ku nzvendaira kufamba uchizvida, uchitsvikidza chiuno.
-nzvenga 	K 				-nzvenga K it . Kana munhu achi nzvenga anenge achitiza chimwe chinhu kana kuti mumwe munhu, kuti asamuone.
-nzvengana 	K 				-nzvengana K it . Kana muchi nzvengana pakutaura munenge muchishandisa madimikira kuti nyaya yakarema ireruke.
-nzvenzvera 	K 				-nzvenzvera K it . Ku nzvenzvera kugumha munhu zvishomashoma uye zvinyoronyoro. Ini hangu handifarire katsi, zvokuti ikandinzvenzvera mumakumbo ndinobva ndanzwa kuda kumerera. Ku nzvenzvera kurerekera kunoita mashoko kana nyaya kune zvimwe zvisina kudurwa. Ndezvipi zvinonzvenzvera rungano urwu muupenyu?
nzvi-i 	K/D 		ny 		nzvi-i K/D ny . Kana chinhu chakati nzvi-i chinenge chakasviba chaizvo.
nzvidya 	DK 	9>10 	z 		nzvidya DK z 9>10 . Nzvidya rudzi rweshiri inodya mbeu netupuka, inovaka dendere rayo kumagumo kwebazi remuti pedyo nenzizi.
nzvimbo 	D- 	9>10 	z 		nzvimbo D- z 9>10 . Nzvimbo panhu panogara chimwe chinhu kana panoiswa zvinhu. Nzvimbo inharaunda inogara vanhu.
nzvinzvi-i 	KD 		ny 		nzvinzvi-i KD ny . Kuti nzvinzvi-i kusviba zvikuru kwemunhu, mhuka, kunze kana mudziyo.
-nzvongama 	K 				-nzvongama K it . -gonyana .
nzvonyo 	DK 	9>10 	z 		nzvonyo DK z 9>10 . Nzvonyo imboro ine chikanda chinovhara chakachekwa kana kuti chakavhurwa.
nzvori 	D- 	9>10 	z 		nzvori D- z 9>10 . Nzvori munhu anongonzvenga pese panenge pachiitwa basa nevamwe.
nzvuwu 	D- 	9 	z 		nzvuwu D- z 9 . Nzvuwu isadza rakasara, rinozodyiwa ramboswera kana kuradzwa.
-nzwana 	K 				-nzwana K itik . Kana vanhu vachi nzwana vanenge vachiwirirana chaizvo zvekufambidzana. Kana muchi nzwana munenge muine shoko rimwero, kana kuti muchiwirirana pane zvamuri kubhuya.
nzwara 	DK 	9>10 	z 		nzwara nzara DK z 9>10 . nzara 9 .
nzwiriko 	DKK 	10 	z 		nzwiriko DKK z 10 . ukwiriko 14 .
nzwisa 	KD 	9>10 	z 		nzwisa KD z 9>10 . Nzwisa idoro rinotanga kunwiwa nemunhu kuitira kuti anzwe kunaka kwaro asati atenga. nziswa 9 .
nzwiyo 	DK 	10 	z 		nzwiyo nziyo DK z 10 . rwiyo 11 .
nzwizi 	DK 	10 	z 		nzwizi nzizi DK z 10 . rwizi 11 .
-obodedza 	D 				-obodedza D it . Kana uka obodedza chinhu unenge wachibika kupfurikidza mwero wachinofanira kusvika. -bodotsa, -dhogodhera .
obodo 	D- 		ny 		obodo D- ny . Kuti obodo kubikika kwechokudya kwakapindiridza.
-ochomoka 	K 				-ochomoka K itik . Ku ochomoka kutaura tunhu tusina musoro.
odo 	KD 		ny 		odo KD ny . Kuti odo kurara hope dzekufa chaidzo.
-odza 	D 				-odza D it . Kana uchi odza chikafu unenge uchirega chichishata, zvokuti chinenge chisisadyike.
oho-o 	DK 		kanu 		oho-o DK kanu . Oho-o izwi rinoshandiswa kutaridza kuti wazoyeuka zvawanga wakangonganwa. Sekuru pavakazoyeuka kuti ndini ndakanga ndavatengera bhachi vakabva vati, "Oho-o ichokwadi, muzukuru.".
-omba 	D 				-omba D itik . Kana shumba ichi omba inenge ichiita ruzha runotaridza kuti yakatsamwa kana kuti iri kugunun'una. -hon'a .
ombe 	D- 		ny 		ombe D- ny . Kuti ombe kuisa jira kana chimwe chinhu mumvura kwenguva yakareba.
