grapheme	phoneme
foglalatlan	f'oglɒlɒtlɒn
foglalatoskodik	f'oglɒlɒtoʃkodik
foglalatosság	f'oglɒlɒtoʃʃaːg
foglalkodik	f'oglɒlkodik
foglalkozik	f'oglɒlkozik
foglalkoztat	f'oglɒlkoztɒt
foglalkoztatotti	f'oglɒlkoztɒtoti
foglalkoztatottság	f'oglɒlkoztɒtottʃaːg
foglalkozás	f'oglɒlkozaːʃ
foglalkozásnélküli	f'oglɒlkozaːʃneːlkyli
foglalt	f'oglɒlt
foglaltatik	f'oglɒltɒtik
foglaló	f'oglɒloː
foglyok	f'ogjok
foglyászik	f'ogjaːsik
foglár	f'oglaːɐ̯
fogmű	f'ogmyː
fogművek	f'ogmyːvɛk
fogoly	f'ogoj
fogott	f'ogot
fogpiszkáló	f'ogpiskaːloː
fogpor	f'ogpoɐ̯
fogsor	f'ogʃoɐ̯
fogság	f'ogʃaːg
fogtechnikus	f'ogtɛCnikuʃ
fogtömés	f'ogtømeːʃ
fogvatartott	f'ogvɒtɒɐ̯tot
fogvicsorgató	f'ogvitʃoɐ̯gɒtoː
fogvicsorítás	f'ogvitʃoɐ̯iːtaːʃ
fogvájó	f'ogvaːjoː
fogy	f'oɟ
fogyaszt	f'oɟɒst
fogyasztat	f'oɟɒstɒt
fogyasztás	f'oɟɒstaːʃ
fogyasztó	f'oɟɒstoː
fogyatkozik	f'oɟɒtkozik
fogyaték	f'oɟɒteːk
fogyatékos	f'oɟɒteːkoʃ
fogyatékosügy	f'oɟɒteːkoʃyɟ
fogyogat	f'oɟogɒt
fogyta	f'oɟtɒ
fogyókúrázik	f'oɟoːkuːɐ̯aːzik
fogyózik	f'oɟoːzik
fogzik	f'ogzik
fogász	f'ogaːs
fogászat	f'ogaːsɒt
fogászati	f'ogaːsɒti
fogékony	f'ogeːkoɲ
fogíny	f'ogiːɲ
fogínygyulladás	f'ogiːɲɟullɒdaːʃ
fogínysorvadás	f'ogiːɲʃoɐ̯vɒdaːʃ
fogív	f'ogiːv
fogó	f'ogoː
fogócska	f'ogoːtʃkɒ
fogócskázik	f'ogoːtʃkaːzik
fogódik	f'ogoːdik
fogódzik	f'ogoːd:zik
fogódzkodik	f'ogoːdzkodik
fogólap	f'ogoːlɒp
fogózik	f'ogoːzik
fogózkodik	f'ogoːzkodik
fohász	f'ohaːs
fohászkodik	f'ohaːskodik
fojt	f'ojt
fojtat	f'ojtɒt
fojtatandó	f'ojtɒtɒndoː
fojtatott	f'ojtɒtot
fojtogat	f'ojtogɒt
fojtott	f'ojtot
fojtódik	f'ojtoːdik
fojtószelep	f'ojtoːsɛlɛp
fok	f'ok
fokhagyma	f'okhɒɟmɒ
fokol	f'okol
fokos	f'okoʃ
fokoz	f'okoz
fokozat	f'okozɒt
fokozatos	f'okozɒtoʃ
fokozott	f'okozot
fokozó	f'okozoː
fokozódik	f'okozoːdik
fokél	f'okeːl
fokív	f'okiːv
fold	f'old
foldat	f'oldɒt
foldott	f'oldot
foldoz	f'oldoz
folklorista	f'olkloɐ̯iʃtɒ
folklorisztika	f'olkloɐ̯istikɒ
folklorisztikus	f'olkloɐ̯istikuʃ
folklorizmus	f'olkloɐ̯izmuʃ
folklór	f'olkloːɐ̯
folsav	f'olʃɒv
folsavak	f'olʃɒvɒk
folt	f'olt
foltkiemelés	f'oltki;ɛmɛleːʃ
foltmarás	f'oltmɒɐ̯aːʃ
foltos	f'oltoʃ
foltosodik	f'oltoʃodik
foltoz	f'oltoz
foltozgatás	f'oltozgɒtaːʃ
foltozott	f'oltozot
folyadék	f'ojɒdeːk
folyadékcsepp	f'ojɒdeːktʃɛp:
folyadékmennyiség	f'ojɒdeːkmɛɲɲiʃeːg
folyadékmozgás	f'ojɒdeːkmozgaːʃ
folyadéknyomásos	f'ojɒdeːkɲomaːʃoʃ
folyadéktartály	f'ojɒdeːktɒɐ̯taːj
folyam	f'ojɒm
folyamat	f'ojɒmɒt
folyamatos	f'ojɒmɒtoʃ
folyamatösszetevő	f'ojɒmɒtøssɛtɛvøː
folyami	f'ojɒmi
folyamodik	f'ojɒmodik
folyamodvány	f'ojɒmodvaːɲ
folyamodó	f'ojɒmodoː
folyamrendszer	f'ojɒmɐ̯ɛndsɛɐ̯
folyamterület	f'ojɒmtɛɐ̯ylɛt
folyat	f'ojɒt
folydogál	f'ojdogaːl
folyik	f'ojik
folyomány	f'ojomaːɲ
folyondár	f'ojondaːɐ̯
folyosó	f'ojoʃoː
folypát	f'ojpaːt
folyt	f'ojt
folytacél	f'ojtɒtseːl
folytat	f'ojtɒt
folytatás	f'ojtɒtaːʃ
folytatódik	f'ojtɒtoːdik
folytatódó	f'ojtɒtoːdoː
folytatólagos	f'ojtɒtoːlɒgoʃ
folytonos	f'ojtonoʃ
folytvas	f'ojtvɒʃ
folytvasak	f'ojtvɒʃɒk
folyékony	f'ojeːkoɲ
folyó	f'ojoː
folyóirat	f'ojoːiɐ̯ɒt
folyóka	f'ojoːkɒ
folyókanyar	f'ojoːkɒɲɒɐ̯
folyómeder	f'ojoːmɛdɛɐ̯
folyómedrek	f'ojoːmɛdɐ̯ɛk
folyópart	f'ojoːpɒɐ̯t
folyóparti	f'ojoːpɒɐ̯ti
folyósodik	f'ojoːʃodik
folyószakasz	f'ojoːsɒkɒs
folyószámla	f'ojoːsaːmlɒ
folyósít	f'ojoːʃiːt
folyósító	f'ojoːʃiːtoː
folyótlan	f'ojoːtlɒn
folyótorkolat	f'ojoːtoɐ̯kolɒt
folyóvizek	f'ojoːvizɛk
folyóvíz	f'ojoːviːz
folyóág	f'ojoːaːg
folyóágak	f'ojoːaːgɒk
fon	f'on
fonadék	f'onɒdeːk
fonal	f'onɒl
fonalak	f'onɒlɒk
fonalas	f'onɒlɒʃ
fonalcsomó	f'onɒltʃomoː
fonalköteg	f'onɒlkøtɛg
fonat	f'onɒt
fonatlan	f'onɒtlɒn
foncsor	f'ontʃoɐ̯
foncsoroz	f'ontʃoɐ̯oz
fondant	f'ondɒnt
fondor	f'ondoɐ̯
fondorkodik	f'ondoɐ̯kodik
fondorlat	f'ondoɐ̯lɒt
fondorlatos	f'ondoɐ̯lɒtoʃ
fondorlatoskodik	f'ondoɐ̯lɒtoʃkodik
fondue	f'onduɛ
fonendoszkóp	f'onɛndoskoːp
fonetika	f'onɛtikɒ
fonetikai	f'onɛtikɒi
fonetikus	f'onɛtikuʃ
fonetizáció	f'onɛtizaːtsi;oː
fonnyad	f'oɲɲɒd
fonnyadozik	f'oɲɲɒdozik
fonnyadt	f'oɲɲɒdt
fonnyaszt	f'oɲɲɒst
fonnyasztat	f'oɲɲɒstɒt
fonnyatag	f'oɲɲɒtɒg
fonoda	f'onodɒ
fonogram	f'onogɐ̯ɒm
fonográf	f'onogɐ̯aːf
fonokardiográfia	f'onokɒɐ̯di;ogɐ̯aːfi;ɒ
fonológia	f'onoloːgi;ɒ
fonológiai	f'onoloːgi;ɒi
fonológus	f'onoloːguʃ
fonomimika	f'onomimikɒ
fonométer	f'onomeːtɛɐ̯
fonott	f'onot
fonotéka	f'onoteːkɒ
font	f'ont
fontol	f'ontol
fontolgat	f'ontolgɒt
fontolt	f'ontolt
fontos	f'ontoʃ
fontoskodik	f'ontoʃkodik
fontoskodó	f'ontoʃkodoː
fonák	f'onaːk
fonál	f'onaːl
fonéma	f'oneːmɒ
fonó	f'onoː
fonódik	f'onoːdik
fonógép	f'onoːgeːp
fordi	f'oɐ̯di
fordul	f'oɐ̯dul
fordulat	f'oɐ̯dulɒt
fordulatszám	f'oɐ̯dulɒtsaːm
fordulta	f'oɐ̯dultɒ
fordulékony	f'oɐ̯duleːkoɲ
forduló	f'oɐ̯duloː
fordulópont	f'oɐ̯duloːpont
fordít	f'oɐ̯diːt
fordítatlan	f'oɐ̯diːtɒtlɒn
fordítgat	f'oɐ̯diːtgɒt
fordított	f'oɐ̯diːtot
fordítódik	f'oɐ̯diːtoːdik
forgalmak	f'oɐ̯gɒlmɒk
forgalmas	f'oɐ̯gɒlmɒʃ
forgalmaz	f'oɐ̯gɒlmɒz
forgalmi	f'oɐ̯gɒlmi
forgalmista	f'oɐ̯gɒlmiʃtɒ
forgalom	f'oɐ̯gɒlom
forgalomelterelés	f'oɐ̯gɒlomɛltɛɐ̯ɛleːʃ
forgalomképtelen	f'oɐ̯gɒlomkeːptɛlɛn
forgandó	f'oɐ̯gɒndoː
forgat	f'oɐ̯gɒt
forgatag	f'oɐ̯gɒtɒg
forgatmány	f'oɐ̯gɒtmaːɲ
forgatmányos	f'oɐ̯gɒtmaːɲoʃ
forgatmányoz	f'oɐ̯gɒtmaːɲoz
forgattyú	f'oɐ̯gɒç:uː
forgattyúcsap	f'oɐ̯gɒç:uːtʃɒp
forgattyúház	f'oɐ̯gɒç:uːhaːz
forgattyúházak	f'oɐ̯gɒç:uːhaːzɒk
forgattyúsház	f'oɐ̯gɒç:uːʃhaːz
forgattyúsházak	f'oɐ̯gɒç:uːʃhaːzɒk
forgató	f'oɐ̯gɒtoː
forgatókönyv	f'oɐ̯gɒtoːkøɲv
forgatónyomaték	f'oɐ̯gɒtoːɲomɒteːk
forgolódik	f'oɐ̯goloːdik
forgács	f'oɐ̯gaːtʃ
forgácsol	f'oɐ̯gaːtʃol
forgácsolódik	f'oɐ̯gaːtʃoloːdik
forgás	f'oɐ̯gaːʃ
forgáscsap	f'oɐ̯gaːʃtʃɒp
forgásszimmetria	f'oɐ̯gaːssimmɛtɐ̯i;ɒ
forgásszimmetrikus	f'oɐ̯gaːssimmɛtɐ̯ikuʃ
forgó	f'oɐ̯goː
forgóajtó	f'oɐ̯goːɒjtoː
forgóhidak	f'oɐ̯goːhidɒk
forgóhíd	f'oɐ̯goːhiːd
forgókereszt	f'oɐ̯goːkɛɐ̯ɛst
forgókorlát	f'oɐ̯goːkoɐ̯laːt
forgópisztoly	f'oɐ̯goːpistoj
forgópánt	f'oɐ̯goːpaːnt
forgórész	f'oɐ̯goːɐ̯eːs
forgósorompó	f'oɐ̯goːʃoɐ̯ompoː
forgószelek	f'oɐ̯goːsɛlɛk
forgószél	f'oɐ̯goːseːl
forgózsámoly	f'oɐ̯goːʒaːmoj
forint	f'oɐ̯int
forintosít	f'oɐ̯intoʃiːt
forma	f'oɐ̯_mɒ
formai	f'oɐ̯_mɒi
formaldehid	f'oɐ̯_mɒldɛhid
formalin	f'oɐ̯_mɒlin
formalitás	f'oɐ̯_mɒlitaːʃ
formalizmus	f'oɐ̯_mɒlizmuʃ
formalizáció	f'oɐ̯_mɒlizaːtsi;oː
formalizál	f'oɐ̯_mɒlizaːl
formamid	f'oɐ̯_mɒmid
formamidin	f'oɐ̯_mɒmidin
formaruha	f'oɐ̯_mɒɐ̯uhɒ
formaság	f'oɐ̯_mɒʃaːg
formatervezett	f'oɐ̯_mɒtɛɐ̯vɛzɛt
formiát	f'oɐ̯_mi;aːt
formula	f'oɐ̯_mulɒ
formuláré	f'oɐ̯_mulaːɐ̯eː
formuláz	f'oɐ̯_mulaːz
formáció	f'oɐ̯_maːtsi;oː
formál	f'oɐ̯_maːl
formális	f'oɐ̯_maːliʃ
formálódik	f'oɐ̯_maːloːdik
formáns	f'oɐ̯_maːnʃ
formás	f'oɐ̯_maːʃ
formásodik	f'oɐ̯_maːʃodik
formátlan	f'oɐ̯_maːtlɒn
formátum	f'oɐ̯_maːtum
formáz	f'oɐ̯_maːz
formázó	f'oɐ̯_maːzoː
forog	f'oɐ̯og
forogod	f'oɐ̯ogod
forogok	f'oɐ̯ogok
forogom	f'oɐ̯ogom
forogott	f'oɐ̯ogot
forogunk	f'oɐ̯oguŋk
forogó	f'oɐ̯ogoː
forr	f'or
forrad	f'orɒd
forradalmak	f'orɒdɒlmɒk
forradalmasít	f'orɒdɒlmɒʃiːt
forradalmi	f'orɒdɒlmi
forradalmár	f'orɒdɒlmaːɐ̯
forradalom	f'orɒdɒlom
forradt	f'orɒdt
forradásos	f'orɒdaːʃoʃ
forral	f'orɒl
forralatlan	f'orɒlɒtlɒn
forrasz	f'orɒs
forraszt	f'orɒst
forrasztat	f'orɒstɒt
forrasztó	f'orɒstoː
forrasztócsövek	f'orɒstoːtʃøvɛk
forrasztócső	f'orɒstoːtʃøː
forrasztóeszköz	f'orɒstoːɛskøz
forrasztólámpa	f'orɒstoːlaːmpɒ
forratlan	f'orɒtlɒn
forrong	f'oroŋg
forrpont	f'orpont
forrtszirmú	f'ortsiɐ̯_muː
forrás	f'oraːʃ
forráskutató	f'oraːʃkutɒtoː
forrásmű	f'oraːʃmyː
forrásművek	f'oraːʃmyːvɛk
forráspont	f'oraːʃpont
forrásvizek	f'oraːʃvizɛk
forrásvíz	f'oraːʃviːz
forráz	f'oraːz
forrázat	f'oraːzɒt
forró	f'oroː
forródrót	f'oroːdɐ̯oːt
forrófejű	f'oroːfɛjyː
forróhideg	f'oroːhidɛg
forróláz	f'oroːlaːz
forrólázak	f'oroːlaːzɒk
forrósodik	f'oroːʃodik
forróság	f'oroːʃaːg
forrósít	f'oroːʃiːt
forróvérű	f'oroːveːɐ̯yː
forsriftos	f'oɐ̯ʃɐ̯iftoʃ
forsz	f'oɐ̯s
forszíroz	f'oɐ̯siːɐ̯oz
forte	f'oɐ̯tɛ
fortepiano	f'oɐ̯tɛpi;ɒno
fortissimo	f'oɐ̯tiʃʃimo
fortyan	f'oɐ̯çɒn
fortyog	f'oɐ̯çog
forté	f'oɐ̯teː
fortély	f'oɐ̯teːj
fortélyos	f'oɐ̯teːjoʃ
fortélyoskodik	f'oɐ̯teːjoʃkodik
fos	f'oʃ
fosat	f'oʃɒt
fosik	f'oʃik
fosszilis	f'ossiliʃ
fosszilizál	f'ossilizaːl
fosszília	f'ossiːli;ɒ
fostató	f'oʃtɒtoː
foszfatálás	f'osfɒtaːlaːʃ
foszfatáz	f'osfɒtaːz
foszfid	f'osfid
foszfin	f'osfin
foszfor	f'osfoɐ̯
foszforeszkál	f'osfoɐ̯ɛskaːl
foszforit	f'osfoɐ̯it
foszforos	f'osfoɐ̯oʃ
foszforossav	f'osfoɐ̯oʃʃɒv
foszforossavak	f'osfoɐ̯oʃʃɒvɒk
foszfát	f'osfaːt
foszfátozás	f'osfaːtozaːʃ
foszgén	f'osgeːn
foszladozik	f'oslɒdozik
foszladozó	f'oslɒdozoː
foszlat	f'oslɒt
foszlik	f'oslik
foszlott	f'oslot
foszlány	f'oslaːɲ
foszlányos	f'oslaːɲoʃ
foszlás	f'oslaːʃ
foszlékony	f'osleːkoɲ
foszló	f'osloː
foszol	f'osol
foszt	f'ost
fosztat	f'ostɒt
fosztogat	f'ostogɒt
fosztogató	f'ostogɒtoː
fosztódik	f'ostoːdik
fotel	f'otɛl
fotobaktérium	f'otobɒkteːɐ̯i;um
fotocella	f'ototsɛllɒ
fotodióda	f'otodi;oːdɒ
fotoeffektus	f'otoɛffɛktuʃ
fotoelektromos	f'otoɛlɛktɐ̯omoʃ
fotoellenállás	f'otoɛllɛnaːllaːʃ
fotoemisszió	f'otoɛmissi;oː
fotoemulzió	f'otoɛmulzi;oː
fotografikus	f'otogɐ̯ɒfikuʃ
fotografál	f'otogɐ̯ɒfaːl
fotogrammetria	f'otogɐ̯ɒmmɛtɐ̯i;ɒ
fotográfia	f'otogɐ̯aːfi;ɒ
fotográfiai	f'otogɐ̯aːfi;ɒi
fotográfus	f'otogɐ̯aːfuʃ
fotogén	f'otogeːn
fotokémia	f'otokeːmi;ɒ
fotokópia	f'otokoːpi;ɒ
fotolitotróf	f'otolitotɐ̯oːf
fotolízis	f'otoliːziʃ
fotometria	f'otomɛtɐ̯i;ɒ
fotometrikus	f'otomɛtɐ̯ikuʃ
fotométer	f'otomeːtɛɐ̯
foton	f'oton
fotoszenzibilis	f'otosɛnzibiliʃ
fotoszenzibilitás	f'otosɛnzibilitaːʃ
fotoszféra	f'otosfeːɐ̯ɒ
fotoszintetikus	f'otosintɛtikuʃ
fotoszintetizál	f'otosintɛtizaːl
fotoszintézis	f'otosinteːziʃ
fototaxis	f'ototɒksiʃ
fototechnika	f'ototɛCnikɒ
fototerápia	f'ototɛɐ̯aːpi;ɒ
fototranzisztor	f'ototɐ̯ɒnzistoɐ̯
fototípia	f'ototiːpi;ɒ
fotó	f'otoː
fotóamatőr	f'otoːɒmɒtøːɐ̯
fotócikk	f'otoːtsik:
fotómontázs	f'otoːmontaːʒ
fotóriporter	f'otoːɐ̯ipoɐ̯tɛɐ̯
fotós	f'otoːʃ
fotóz	f'otoːz
fotózik	f'otoːzik
fotózás	f'otoːzaːʃ
foxi	f'oksi
foxterrier	f'okstɛri;ɛɐ̯
foxtrott	f'okstɐ̯ot
fradista	fɐ̯'ɒdiʃtɒ
fragilis	fɐ̯'ɒgiliʃ
fragment	fɐ̯'ɒgmɛnt
fragmentum	fɐ̯'ɒgmɛntum
fragmentál	fɐ̯'ɒgmɛntaːl
frajla	fɐ̯'ɒjlɒ
frakcionál	fɐ̯'ɒktsi;onaːl
frakcionált	fɐ̯'ɒktsi;onaːlt
frakcionálás	fɐ̯'ɒktsi;onaːlaːʃ
frakcionálótorony	fɐ̯'ɒktsi;onaːloːtoɐ̯oɲ
frakció	fɐ̯'ɒktsi;oː
frakciózik	fɐ̯'ɒktsi;oːzik
frakk	fɐ̯'ɒk:
fraktál	fɐ̯'ɒktaːl
fraktúra	fɐ̯'ɒktuːɐ̯ɒ
franc	fɐ̯'ɒnts
francia	fɐ̯'ɒntsi;ɒ
franciaablak	fɐ̯'ɒntsi;ɒɒblɒk
franciabarát	fɐ̯'ɒntsi;ɒbɒɐ̯aːt
franciaellenes	fɐ̯'ɒntsi;ɒɛllɛnɛʃ
franciaerkély	fɐ̯'ɒntsi;ɒɛɐ̯keːj
franciagyűlölő	fɐ̯'ɒntsi;ɒɟyːløløː
franciakert	fɐ̯'ɒntsi;ɒkɛɐ̯t
franciakrémes	fɐ̯'ɒntsi;ɒkɐ̯eːmɛʃ
franciakulcs	fɐ̯'ɒntsi;ɒkultʃ
franciakönyv	fɐ̯'ɒntsi;ɒkøɲv
franciaperje	fɐ̯'ɒntsi;ɒpɛɐ̯jɛ
franciasaláta	fɐ̯'ɒntsi;ɒʃɒlaːtɒ
franciatanár	fɐ̯'ɒntsi;ɒtɒnaːɐ̯
franciaágy	fɐ̯'ɒntsi;ɒaːɟ
franciaágyak	fɐ̯'ɒntsi;ɒaːɟɒk
franciaóra	fɐ̯'ɒntsi;ɒoːɐ̯ɒ
franciskánus	fɐ̯'ɒntsiʃkaːnuʃ
francium	fɐ̯'ɒntsi;um
franciás	fɐ̯'ɒntsi;aːʃ
franciázás	fɐ̯'ɒntsi;aːzaːʃ
frank	fɐ̯'ɒŋk
frankó	fɐ̯'ɒŋkoː
frappáns	fɐ̯'ɒp:aːnʃ
frappíroz	fɐ̯'ɒp:iːɐ̯oz
fraternizál	fɐ̯'ɒtɛɐ̯nizaːl
fraulein	fɐ̯'ɒulɛin
frazeologikus	fɐ̯'ɒzɛologikuʃ
frazeologizmus	fɐ̯'ɒzɛologizmuʃ
frazeológia	fɐ̯'ɒzɛoloːgi;ɒ
frazeológiai	fɐ̯'ɒzɛoloːgi;ɒi
frazeológus	fɐ̯'ɒzɛoloːguʃ
frazeál	fɐ̯'ɒzɛaːl
frazeálás	fɐ̯'ɒzɛaːlaːʃ
freccsen	fɐ̯'ɛtʃ:ɛn
freccsent	fɐ̯'ɛtʃ:ɛnt
freccsentet	fɐ̯'ɛtʃ:ɛntɛt
frech	fɐ̯'ɛtsh
fregatt	fɐ̯'ɛgɒt
fregoli	fɐ̯'ɛgoli
frekvencia	fɐ̯'ɛkvɛntsi;ɒ
frekvenciasáv	fɐ̯'ɛkvɛntsi;ɒʃaːv
frekventál	fɐ̯'ɛkvɛntaːl
freneczys	fɐ̯'ɛnɛtsziʃ
frenetikus	fɐ̯'ɛnɛtikuʃ
frenológia	fɐ̯'ɛnoloːgi;ɒ
frenológiai	fɐ̯'ɛnoloːgi;ɒi
frenológus	fɐ̯'ɛnoloːguʃ
freon	fɐ̯'ɛon
freskó	fɐ̯'ɛʃkoː
freudi	fɐ̯'ɛudi
freudista	fɐ̯'ɛudiʃtɒ
freudizmus	fɐ̯'ɛudizmuʃ
fricska	fɐ̯'itʃkɒ
fricskáz	fɐ̯'itʃkaːz
frigid	fɐ̯'igid
frigiditás	fɐ̯'igiditaːʃ
frigy	fɐ̯'iɟ
fringia	fɐ̯'iŋgi;ɒ
friss	fɐ̯'iʃʃ
frissensült	fɐ̯'iʃʃɛnʃylt
frissesség	fɐ̯'iʃʃɛʃʃeːg
frissit	fɐ̯'iʃʃit
frissít	fɐ̯'iʃʃiːt
frissítő	fɐ̯'iʃʃiːtøː
frissül	fɐ̯'iʃʃyl
frittporcelán	fɐ̯'ittpoɐ̯tsɛlaːn
fritőz	fɐ̯'itøːz
frivol	fɐ̯'ivol
frivolitás	fɐ̯'ivolitaːʃ
frizsider	fɐ̯'iʒidɛɐ̯
frizura	fɐ̯'izuɐ̯ɒ
frizíroz	fɐ̯'iziːɐ̯oz
frizőr	fɐ̯'izøːɐ̯
frocliz	fɐ̯'otsliz
front	fɐ̯'ont
frontszakasz	fɐ̯'ontsɒkɒs
frontváltozás	fɐ̯'ontvaːltozaːʃ
frontális	fɐ̯'ontaːliʃ
frontátvonulás	fɐ̯'ontaːtvonulaːʃ
frontérzékeny	fɐ̯'onteːɐ̯zeːkɛɲ
frottír	fɐ̯'otiːɐ̯
frottírkefe	fɐ̯'otiːɐ̯kɛfɛ
frottíroz	fɐ̯'otiːɐ̯oz
frottírpelenka	fɐ̯'otiːɐ̯pɛlɛŋkɒ
frottírtörölköző	fɐ̯'otiːɐ̯tøɐ̯ølkøzøː
frottírtörülköző	fɐ̯'otiːɐ̯tøɐ̯ylkøzøː
frufru	fɐ̯'ufɐ̯u
fruktóz	fɐ̯'uktoːz
fruska	fɐ̯'uʃkɒ
frusztráció	fɐ̯'ustɐ̯aːtsi;oː
frusztrál	fɐ̯'ustɐ̯aːl
frusztrált	fɐ̯'ustɐ̯aːlt
fránya	fɐ̯'aːɲɒ
frász	fɐ̯'aːs
fráter	fɐ̯'aːtɛɐ̯
frázis	fɐ̯'aːziʃ
frézia	fɐ̯'eːzi;ɒ
fríg	fɐ̯'iːg
fríz	fɐ̯'iːz
fröccs	fɐ̯'øtʃ:
fröccsen	fɐ̯'øtʃ:ɛn
fröccsöntött	fɐ̯'øtʃ:øntøt
fröccsözik	fɐ̯'øtʃ:øzik
fröcsköl	fɐ̯'øtʃkøl
fröcskölt	fɐ̯'øtʃkølt
fröcsög	fɐ̯'øtʃøg
früstök	fɐ̯'yʃtøk
ftalát	ft'ɒlaːt
ftálimid	ft'aːlimid
ftálsav	ft'aːlʃɒv
ftálsavak	ft'aːlʃɒvɒk
fuccsol	f'utʃ:ol
fuga	f'ugɒ
fugacitás	f'ugɒtsitaːʃ
fugáz	f'ugaːz
fukar	f'ukɒɐ̯
fukarkodik	f'ukɒɐ̯kodik
fukszia	f'uksi;ɒ
fukszin	f'uksin
fuldoklik	f'uldoklik
fuldoklás	f'uldoklaːʃ
fuldokló	f'uldokloː
fuldokol	f'uldokol
fullad	f'ullɒd
fulladozik	f'ullɒdozik
fulladt	f'ullɒdt
fullajtár	f'ullɒjtaːɐ̯
fullaszt	f'ullɒst
fullasztat	f'ullɒstɒt
fullerföld	f'ullɛɐ̯føld
fullerén	f'ullɛɐ̯eːn
fullánk	f'ullaːŋk
fullánkos	f'ullaːŋkoʃ
fulminsav	f'ulminʃɒv
fulminsavak	f'ulminʃɒvɒk
fulmináns	f'ulminaːnʃ
fulmiát	f'ulmi;aːt
fumaróla	f'umɒɐ̯oːlɒ
fumigál	f'umigaːl
fumársav	f'umaːɐ̯ʃɒv
fumársavak	f'umaːɐ̯ʃɒvɒk
fundamentalista	f'undɒmɛntɒliʃtɒ
fundamentalizmus	f'undɒmɛntɒlizmuʃ
fundamentum	f'undɒmɛntum
fundamentális	f'undɒmɛntaːliʃ
fundus	f'unduʃ
fundáció	f'undaːtsi;oː
fundál	f'undaːl
fungicid	f'uŋgitsid
fungál	f'uŋgaːl
funkcionalitás	f'uŋktsi;onɒlitaːʃ
funkcionalizmus	f'uŋktsi;onɒlizmuʃ
funkcionál	f'uŋktsi;onaːl
funkcionálanalízis	f'uŋktsi;onaːlɒnɒliːziʃ
funkcionális	f'uŋktsi;onaːliʃ
funkcionárius	f'uŋktsi;onaːɐ̯i;uʃ
funkció	f'uŋktsi;oː
fura	f'uɐ̯ɒ
furakodik	f'uɐ̯ɒkodik
furakszanak	f'uɐ̯ɒksɒnɒk
furakszik	f'uɐ̯ɒksik
furakszok	f'uɐ̯ɒksok
furakszol	f'uɐ̯ɒksol
furakszom	f'uɐ̯ɒksom
furakszotok	f'uɐ̯ɒksotok
furakszunk	f'uɐ̯ɒksuŋk
furakvás	f'uɐ̯ɒkvaːʃ
furakvó	f'uɐ̯ɒkvoː
furat	f'uɐ̯ɒt
furcsa	f'uɐ̯tʃɒ
furcsáll	f'uɐ̯tʃaːll
furdal	f'uɐ̯dɒl
furdancs	f'uɐ̯dɒntʃ
furfang	f'uɐ̯fɒŋg
furfangos	f'uɐ̯fɒŋgoʃ
furfangoskodik	f'uɐ̯fɒŋgoʃkodik
furfurol	f'uɐ̯fuɐ̯ol
furgon	f'uɐ̯gon
furikázik	f'uɐ̯ikaːzik
furkál	f'uɐ̯kaːl
furkálódó	f'uɐ̯kaːloːdoː
furkó	f'uɐ̯koː
furkósbot	f'uɐ̯koːʃbot
furmint	f'uɐ̯_mint
furmányos	f'uɐ̯_maːɲoʃ
furnér	f'uɐ̯neːɐ̯
furnéroz	f'uɐ̯neːɐ̯oz
furulya	f'uɐ̯ujɒ
furulyál	f'uɐ̯ujaːl
furulyáz	f'uɐ̯ujaːz
furulyázik	f'uɐ̯ujaːzik
furunkulus	f'uɐ̯uŋkuluʃ
fuser	f'uʃɛɐ̯
fuserál	f'uʃɛɐ̯aːl
fusi	f'uʃi
fusimunka	f'uʃimuŋkɒ
fusizik	f'uʃizik
fustély	f'uʃteːj
fuszekli	f'usɛkli
fuszulyka	f'usujkɒ
fut	f'ut
futam	f'utɒm
futamidő	f'utɒmidøː
futamit	f'utɒmit
futamodik	f'utɒmodik
futamít	f'utɒmiːt
futball	f'utbɒll
futballbelső	f'utbɒllbɛlʃøː
futballista	f'utbɒlliʃtɒ
futballkupa	f'utbɒllkupɒ
futballoz	f'utbɒlloz
futballozik	f'utbɒllozik
futballpálya	f'utbɒllpaːjɒ
futkorász	f'utkoɐ̯aːs
futkorászik	f'utkoɐ̯aːsik
futkorászás	f'utkoɐ̯aːsaːʃ
futkos	f'utkoʃ
futkároz	f'utkaːɐ̯oz
futkározik	f'utkaːɐ̯ozik
futott	f'utot
futrinka	f'utɐ̯iŋkɒ
futsal	f'utʃɒl
futtat	f'utɒt
futurisztikus	f'utuɐ̯istikuʃ
futurizmus	f'utuɐ̯izmuʃ
futurológia	f'utuɐ̯oloːgi;ɒ
futurológus	f'utuɐ̯oloːguʃ
futurum	f'utuɐ̯um
futár	f'utaːɐ̯
futó	f'utoː
futóbolond	f'utoːbolond
futóhomok	f'utoːhomok
futóka	f'utoːkɒ
futólagos	f'utoːlɒgoʃ
futóléc	f'utoːleːts
futólépés	f'utoːleːpeːʃ
futómű	f'utoːmyː
futóművek	f'utoːmyːvɛk
futónövény	f'utoːnøveːɲ
futópálya	f'utoːpaːjɒ
futórózsa	f'utoːɐ̯oːʒɒ
futószerkezet	f'utoːsɛɐ̯kɛzɛt
futószőnyeg	f'utoːsøːɲɛg
futótüzek	f'utoːtyzɛk
futótűz	f'utoːtyːz
futóverseny	f'utoːvɛɐ̯ʃɛɲ
