word	prefix	stem	part of speech	french
kxaˋtaˊ		kxaˋtaˊ	n	fourreau.
kxaˋtaˊmˋpaˊnɪˊ		kxaˋtaˊmˋpaˊnɪˊ	NA	pl. bo- : lézard (sp).
kxaˊthaˊ		kxaˊthaˊ	v	amuser, attirer, intéresser, plaire,être attirant, attrayant, charmant, drôle. - mo go kgatlhang : admirablement.
kxaˋthaˋnaˋ		kxaˋthaˋnaˋ	v	se rencontrer.
kxaˋthaˋnoˋŋˋ		kxaˋthaˋnoˋŋˋ	NA	au contraire, contrairement. - kgatlhanong le : contre.
kxaˋthaˋnˋtshaˋ		kxaˋthaˋnˋtshaˋ	v	rejoindre.
kxaˋthaˋnˋtshɔˋ		kxaˋthaˋnˋtshɔˋ	NA	rencontre.
kxaˊthɛˊxaˊ		kxaˊthɛˊxaˊ	v	être admiratif.
kxaˊthɛˊxɛˊlaˋ		kxaˊthɛˊxɛˊlaˋ	v	admirer, intéresser, se passionner pour.
kxaˊthɛˊxɛˊlɔˋ		kxaˊthɛˊxɛˊlɔˋ	NA	attrait.
kxaˊthɛˊxɔˊ		kxaˊthɛˊxɔˊ	NA	admiration, amusement, attirance, intérêt, plaisir.
kxaˊthiˊsaˊ		kxaˊthiˊsaˊ	v	être agréable á, être amusant, passionner, faire plaisir.
kxaˊthwaˊ		kxaˊthwaˊ	v	admirer.
kxaˊtɔˊ		kxaˊtɔˊ	NA	pas, démarche, étape, mesure, plante du pied. - tsamaya ka kgato : marcher au pas. - tsaya kgato : prendre des mesures.
kxaˊuˊpeˊtsaˋ		kxaˊuˊpeˊtsaˋ	v	interrompre.
kxaˊuˊpeˊtsɔˋ		kxaˊuˊpeˊtsɔˋ	NA	interruption.
kxɛˊkxɛˊthaˊ		kxɛˊkxɛˊthaˊ	v	trancher.
kxɛˊŋwɛˊ		kxɛˊŋwɛˊ	NA	pl. bo- : plante (sp).
kxɛˋraˋ		kxɛˋraˋ	v	labourer superficiellement.
kxeˋriˋsaˋ		kxeˋriˋsaˋ	v	brimer, maltraiter.
kxɛˋthaˋ		kxɛˋthaˋ	v	choisir, désigner, payer l'impôt.
kxɛˋtɛˋxaˋ		kxɛˋtɛˋxaˋ	v	être spécial.
kxeˋthaˋ		kxeˋthaˋ	v	ramasser, cueillir.
kxeˋtsiˊ		kxeˋtsiˊ	NA	poche, sac, serviette, valise.
kxɔˊbaˊ		kxɔˊbaˊ	v	se moquer.
kxɔˋbaˋ		kxɔˋbaˋ	v	broyer. - kgoba marapo : décourager, abattre.
kxɔˋbaˋlaˋlaˋ		kxɔˋbaˋlaˋlaˋ	v	être passif.
kxʊˊbaˊlɔˊ		kxʊˊbaˊlɔˊ	NA	blessure.
kxɔˋbɛˋxaˋ		kxɔˋbɛˋxaˋ	v	- kgobega marapo : être découragé, abattu.
kxoˊbeˊleˊtsoˋ		kxoˊbeˊleˊtsoˋ	NA	exagération.
kxʊˋbɪˋraˋ		kxʊˋbɪˋraˋ	v	agiter, brasser.
kxʊˋbɪˋrɛˋxaˋ		kxʊˋbɪˋrɛˋxaˋ	v	s'agiter.
kxʊˋbɪˋrɛˋxɔˋ		kxʊˋbɪˋrɛˋxɔˋ	NA	agitation. - nna kgoberego :être remuant.
kxʊˋbʊˋxaˋ		kxʊˋbʊˋxaˋ	v	s'écorcher, s'érafler.
kxʊˊbʊˊkaˊnaˋ		kxʊˊbʊˊkaˊnaˋ	v	se grouper.
kxʊˊbʊˊkaˊnɔˋ		kxʊˊbʊˊkaˊnɔˋ	NA	foule, groupe, ramassis.
kxʊˊbʊˊkaˊɲaˋ		kxʊˊbʊˊkaˊɲaˋ	v	grouper.
kxʊˋbʊˋlaˋ		kxʊˋbʊˋlaˋ	v	érafler.
kxʊˋbʊˋlaˋ		kxʊˋbʊˋlaˋ	v	roter.
kxoˊdiˊsaˊ		kxoˊdiˊsaˊ	n	hoquet.
kxʊˊdiˊsɔˊ		kxʊˊdiˊsɔˊ	NA	adoption, éducation.
kxoˋduˊ		kxoˋduˊ	NA	jus.
kxʊˊɸaˊ		kxʊˊɸaˊ	n	tique.
kxɔˊxɛˊlɔˊ		kxɔˊxɛˊlɔˊ	NA	attraction.
kxoˊxeˊtsaˊ		kxoˊxeˊtsaˊ	v	accrocher.
kxɔˊxɔˊ		kxɔˊxɔˊ	NA	entrainement.
kxʊˋxʊˋxaˋ		kxʊˋxʊˋxaˋ	v	partir rapidement.
kxʊˊxʊˊlaˋmʊˊkʊˊ		kxʊˊxʊˊlaˋmʊˊkʊˊ	NA	première pluie après la moisson.
kxɔˋxɔˋmɛˋlɔˋ		kxɔˋxɔˋmɛˋlɔˋ	NA	golfe.
kxoˋxoˋmeˋtsoˋ		kxoˋxoˋmeˋtsoˋ	NA	tunnel.
kxɔˋdʒaˊnaˊ		kxɔˋdʒaˊnaˊ	n	lacet.
kxʊˋdʒaˋnaˋ		kxʊˋdʒaˋnaˋ	ad	très loin.
kxʊˊkaˊɸaˊlʊˋ		kxʊˊkaˊɸaˊlʊˋ	NA	adultère.
kxʊˊkaˊxaˊɲɔˋ		kxʊˊkaˊxaˊɲɔˋ	NA	liaison.
kxʊˊkɛˊlɔˊ		kxʊˊkɛˊlɔˊ	NA	cheville, conjugaison.
kxoˋkxoˋtsoˋ		kxoˋkxoˋtsoˋ	NA	lanière.
kxʊˊkʊˊlʊˊxaˋ		kxʊˊkʊˊlʊˊxaˋ	v	rouler, dévaler.
kxoˊkoˊŋˊ		kxoˊkoˊŋˊ	NA	gnou.
kxʊˊlaˊ		kxʊˊlaˊ	n	osselet.
kxʊˊlaˊ		kxʊˊlaˊ	v	cueillir. - kgola mala : vider (un animal tué).
kxʊˊlaˊxaˊnɔˋ		kxʊˊlaˊxaˊnɔˋ	NA	traité, convention.
kxɔˋlɛˊ		kxɔˋlɛˊ	NA	lanière.
kxʊˋlɛˋ		kxʊˋlɛˋ	NA	loin.
kxʊˊlɛˊxɛˊlɔˋ		kxʊˊlɛˊxɛˊlɔˋ	NA	prison.
kxʊˊlɔˊ		kxʊˊlɔˊ	NA	cueillette.
kxʊˊlʊˊkwɪˊ		kxʊˊlʊˊkwɪˊ	NA	balle, boule. - nna kgolokwe : être rond.
kxʊˊlʊˊlɛˊsɛˋxɔˋ		kxʊˊlʊˊlɛˊsɛˋxɔˋ	NA	indépendance, liberté.
kxʊˊlʊˊlɔˊ		kxʊˊlʊˊlɔˊ	NA	libération.
kxʊˊmaˊ		kxʊˊmaˊ	v	atteindre, toucher.
kxʊˊmaˊnɔˊ		kxʊˊmaˊnɔˊ	NA	contact.
kxʊˋmaˋrɛˋlaˋ		kxʊˋmaˋrɛˋlaˋ	v	adhérer, coller.
kxʊˋmaˋrɛˋlɔˋ		kxʊˋmaˋrɛˋlɔˋ	NA	collage.
kxʊˋmaˋrʊˋlʊˋlaˋ		kxʊˋmaˋrʊˋlʊˋlaˋ	v	décoller.
kxʊˊmɔˊ		kxʊˊmɔˊ	NA	toucher.
kxoˋmʊˊ		kxoˋmʊˊ	NA	vache, bovin.
kxoˊmʊˊxaˊ		kxoˊmʊˊxaˊ	v	se casser, se détacher.
kxoˊmʊˊlaˊ		kxoˊmʊˊlaˊ	v	casser, détacher.
kxoˊmʊˊtsɔˊ		kxoˊmʊˊtsɔˊ	NA	consolation.
kxɔˋnaˋ		kxɔˋnaˋ	v	pouvoir, aboutir, arriver, être capable, réussir.
kxɔˋnɛˋxaˋ		kxɔˋnɛˋxaˋ	v	être/devenir possible.
kxɔˋnɛˋxɔˋ		kxɔˋnɛˋxɔˋ	NA	possibilité.
kxɔˋŋwaˊnaˊ		kxɔˋŋwaˊnaˊ	n	jeune bovin.
kxʊˊɔˊ		kxʊˊɔˊ	NA	cri.
kxʊˋpaˊ		kxʊˋpaˊ	n	escargot.
kxʊˊpaˊ		kxʊˊpaˊ	v	trébucher, se vexer.
kxʊˊpaˊkxʊˊpeˋtsaˋ		kxʊˊpaˊkxʊˊpeˋtsaˋ	v	embêter, provoquer.
kxɔˊpɛˊ		kxɔˊpɛˊ	NA	pl. bo- : célibataire.
kxʊˊpiˊsaˊ		kxʊˊpiˊsaˊ	v	vexer
kxoˊpʊˊlɛˊlɔˋ		kxoˊpʊˊlɛˊlɔˋ	NA	prévision. - nna kgopolelo : être prévoyant.
kxoˊpʊˊlɔˊ		kxoˊpʊˊlɔˊ	NA	pensée, supposition.
kxʊˊraˊ		kxʊˊraˊ	v	être rassasié, en avoir assez.
kxʊˊreˊleˊtsaˋ		kxʊˊreˊleˊtsaˋ	v	déranger, empêcher, gêner.
kxʊˊreˊleˊtsɛˋxɔˋ		kxʊˊreˊleˊtsɛˋxɔˋ	NA	gêne.
kxʊˊreˊleˊtsoˋ		kxʊˊreˊleˊtsoˋ	NA	dérangement.
kxoˊriˊ		kxoˊriˊ	NA	outarde.
kxɔˋrɔˊ		kxɔˋrɔˊ	NA	ouverture, entrée, portail, porte.
kxʊˊrɔˊ		kxʊˊrɔˊ	NA	satiété.
kxɔˋrɔˋxɔˋ		kxɔˋrɔˋxɔˋ	NA	arrivage, arrivée, descente. - kgorogo e ntle : bienvenue.
kxoˋrʊˋlaˋ		kxoˋrʊˋlaˋ	v	presser qq'un de faire qc.
kxʊˊrʊˊlaˊ		kxʊˊrʊˊlaˊ	n	tique.
kxɔˊrɔˊmaˊnaˋ		kxɔˊrɔˊmaˊnaˋ	v	être en grande quantité et en désordre.
kxʊˋrʊˋmeˋtsaˋ		kxʊˋrʊˋmeˋtsaˋ	v	pousser.
kxoˋroˋthaˋ		kxoˋroˋthaˋ	v	ronfler.
kxɔˊsaˋnaˊ		kxɔˊsaˋnaˊ	n	chef de village, prince.
kxoˊsiˊ		kxoˊsiˊ	NA	roi, empereur.
kxoˊsiˊxaˊdiˋ		kxoˊsiˊxaˊdiˋ	NA	reine, impératrice.
kxɔˊsɔˊbaˊ		kxɔˊsɔˊbaˊ	v	marcher d'un pas trainant.
kxɔˊtɛˊlɔˊ		kxɔˊtɛˊlɔˊ	NA	fièvre, température.
kxʊˋthaˋ		kxʊˋthaˋ	v	sarcler á la houe.
kxʊˊthaˊ		kxʊˊthaˊ	v	tirer brusquement, secouer.
kxʊˊthaˊlaˊ		kxʊˊthaˊlaˊ	v	prendre courage, s'activer.
kxʊˊthaˊlɔˊ		kxʊˊthaˊlɔˊ	NA	- ka kgothalo : activement.
kxʊˊthaˊtsaˊ		kxʊˊthaˊtsaˊ	v	conseiller, encourager, pousser.
kxʊˊthaˊtsɔˊ		kxʊˊthaˊtsɔˊ	NA	encouragement.
kxʊˊtaˊ		kxʊˊtaˊ	n	lieu de réunion, salle de réunion.
kxɔˋtaˋ		kxɔˋtaˋ	v	pousser du bout du doigt, piquer du bout d'un bâton, aiguillonner.
kxʊˊtaˊtshɛˊkɛˋlɔˋ		kxʊˊtaˊtshɛˊkɛˋlɔˋ	NA	tribunal.
kxoˋteˋtsaˋ		kxoˋteˋtsaˋ	v	entretenir le feu, activer, pousser.
kxʊˊthaˋŋˊ		kxʊˊthaˋŋˊ	NA	discorde, conflit.
kxɔˋthɔˋ		kxɔˋthɔˋ	NA	cuivre.
kxʊˊthɔˊ		kxʊˊthɔˊ	NA	frottement.
kxɔˊthɔˊlɔˊ		kxɔˊthɔˊlɔˊ	NA	toux.
kxɔˊtɔˊ		kxɔˊtɔˊ	NA	verrue.
kxʊˋtsaˋ		kxʊˋtsaˋ	conj	ou, peut-être, soit.
kxoˊtsʊˊɸaˊlaˋ		kxoˊtsʊˊɸaˊlaˋ	v	être satisfait.
kxoˊtsʊˊɸaˊtsaˋ		kxoˊtsʊˊɸaˊtsaˋ	v	contenter.
kxwaˊ		kxwaˊ	v	cracher, vomir.
kxwaˋlɪˊ		kxwaˋlɪˊ	NA	pl. bo- : sorte de francolin.
kxwaˋɲaˋpɛˋ		kxwaˋɲaˋpɛˋ	NA	pl. bo- : tornade.
kxwaˋraˋ		kxwaˋraˋ	v	tracer un trait, gratter une allumette.
kxwaˋsaˋ		kxwaˋsaˋ	v	faire un léger bruit.
kxwaˋthaˋ		kxwaˋthaˋ	v	s'allonger á plat ventre pour recevoir une correction.
kxwaˋthɛˊ		kxwaˋthɛˊ	NA	pl. bo- : varan.
kxwaˋthaˋ		kxwaˋthaˋ	n	poche, sac.
kxwɛˋbɔˋ		kxwɛˋbɔˋ	NA	commerce, affaire, économie.
kxweˋdiˊ		kxweˋdiˊ	NA	lune, mois.
kxweˋdiˊthaˊrʊˊ		kxweˋdiˊthaˊrʊˊ	NA	trimestre.
kxweˊdiˊsɔˊ		kxweˊdiˊsɔˊ	NA	croisement.
kxweˊeˊtsaˊ		kxweˊeˊtsaˊ	v	conduire, diriger.
kxwɪˋlɪˋ		kxwɪˋlɪˋ	NA	balle. - kgwele ya dinao : football.
kxwɪˋlɪˋaˋnaˋ		kxwɪˋlɪˋaˋnaˋ	v	s'affaler.
kxwɛˊlɔˊ		kxwɛˊlɔˊ	NA	accouplement.
kxwiˊsaˊ		kxwiˊsaˊ	v	faire cracher, faire vomir, sevrer.
khaˊbeˋtʃhɪˊ		khaˊbeˋtʃhɪˊ	NA	chou.
khaˊiˊ		khaˊiˊ	NA	étoffe, linge, tissu.
khaˋmɛˊraˊ		khaˋmɛˊraˊ	n	caméra.
khaˊnˊtɪˊlɪˋ		khaˊnˊtɪˊlɪˋ	NA	bougie.
khaˊʊˊnˊtaˋraˊ		khaˊʊˊnˊtaˋraˊ	n	comptoir.
khaˊtɪˋbɔˊtɔˊ		khaˊtɪˋbɔˊtɔˊ	NA	carton.
kheˊɸiˊ		kheˊɸiˊ	NA	café. - khefi ya bojelo : restaurant.
kheˊmiˋsiˊ		kheˊmiˋsiˊ	NA	pharmacie.
khɛˋmɔˋ		khɛˋmɔˋ	NA	respiration.
khiˊbaˊ		khiˊbaˊ	n	tablier.
khiˊloˊkɪˋraˊmaˊ		khiˊloˊkɪˋraˊmaˊ	n	kilogramme.
khiˊloˋmɪˊtaˋraˊ		khiˊloˋmɪˊtaˋraˊ	n	kilomètre.
khiˊrɔˊ		khiˊrɔˊ	NA	emploi, location, loyer.
khiˊtʃhiˊ		khiˊtʃhiˊ	NA	cuisine.
khɔˋlɛˊraˊ		khɔˋlɛˊraˊ	n	choléra.
khoˊleˋtʃhɪˊ		khoˊleˋtʃhɪˊ	NA	collège.
khɔˊlɔˋrɔˊ		khɔˊlɔˋrɔˊ	NA	col.
khɔˊnaˊ		khɔˊnaˊ	n	virage.
khɔˊnaˊ		khɔˊnaˊ	v	prendre un virage.
khɔˊnˊsaˋtaˊ		khɔˊnˊsaˋtaˊ	n	concert.
khoˊuˊkhoˋuˊ		khoˊuˊkhoˋuˊ	NA	cacao.
khuˋbaˋmaˋ		khuˋbaˋmaˋ	v	s'agenouiller.
khuˊbuˊ		khuˊbuˊ	NA	nombril.
khuˊduˊ		khuˊduˊ	NA	tortue.
khuˊduˋbaˊnɪˊ		khuˊduˋbaˊnɪˊ	NA	tortue d'eau.
khuˋduˋɛˋxɔˋ		khuˋduˋɛˋxɔˋ	NA	trouble, agitation.
khuˊduˊxɔˊ		khuˊduˊxɔˊ	NA	déménagement.
khuˊduˊsɔˊ		khuˊduˊsɔˊ	NA	déménagement.
khuˊduˊthaˊmaˋxaˋ		khuˊduˊthaˊmaˋxaˋ	n	comité.
khuˊduˊtoˊuˋ		khuˊduˊtoˊuˋ	NA	tortue géante.
khuˊkhuˊthaˊ		khuˊkhuˊthaˊ	v	marcher penché en avant.
khuˊkhwaˊnɪˋ		khuˊkhwaˊnɪˋ	NA	coléoptère.
khuˊmaˊnɛˊxɔˋ		khuˊmaˊnɛˊxɔˋ	NA	pauvreté.
khuˊmɔˊ		khuˊmɔˊ	NA	fortune, richesse.
khuˊruˊmɛˊlaˋ		khuˊruˊmɛˊlaˋ	v	couvrir.
khuˋtiˋ		khuˋtiˋ	NA	trou, creux.
khuˋtaˋ		khuˋtaˋ	v	prendre fin, finir.
khuˋtɛˋxaˋ		khuˋtɛˋxaˋ	v	se blesser.
khuˋtiˋsaˋ		khuˋtiˋsaˋ	v	mettre fin.
khuˋtɔˋ		khuˋtɔˋ	NA	point.
khuˊtʊˊxaˊ		khuˊtʊˊxaˊ	v	être de mauvaise humeur.
khuˋtɔˋkhuˋtɔˋ		khuˋtɔˋkhuˋtɔˋ	NA	deux points.
khuˋtɔˋpɔˊnɔˊ		khuˋtɔˋpɔˊnɔˊ	NA	horizon.
khuˋtɔˋthaˊrʊˊ		khuˋtɔˋthaˊrʊˊ	NA	triangle.
khuˊtsaˊɸaˊlɔˋ		khuˊtsaˊɸaˊlɔˋ	NA	deuil, tristesse.
khuˊtsaˋnaˊ		khuˊtsaˋnaˊ	n	orphelin.
khuˊtshwaˊɸaˊlaˋ		khuˊtshwaˊɸaˊlaˋ	v	se raccourcir.
khuˊtshwaˊɸaˊtsaˋ		khuˊtshwaˊɸaˊtsaˋ	v	raccourcir.
khuˊtshwaˊɸaˊtsɔˋ		khuˊtshwaˊɸaˊtsɔˋ	NA	abréviation, résumé.
khuˊtshwaˋnɪˊ		khuˊtshwaˋnɪˊ	NA	court, petit.
khuˊtshwaˋɲaˊnɪˊ		khuˊtshwaˋɲaˊnɪˊ	NA	nain.
khuˊtsɔˊ		khuˊtsɔˊ	NA	malédiction.
kiˊbaˊ		kiˊbaˊ	v	boucher. - kiba ditsebe : être sourd.
kiˋdiˋbaˋlɔˋ		kiˋdiˋbaˋlɔˋ	NA	évanouissement.
kiˊkaˊ		kiˊkaˊ	n	mortier.
kiˋlaˋnɔˋ		kiˋlaˋnɔˋ	NA	haine mutuelle.
kiˋleˋtsoˋ		kiˋleˋtsoˋ	NA	défense.
kiˋleˋtsoˋtiˋrɔˋ		kiˋleˋtsoˋtiˋrɔˋ	NA	suspension.
kiˋlɔˋ		kiˋlɔˋ	NA	haine.
kiˋmaˋ		kiˋmaˋ	ad	épais.
kiˊnaˋnɪˊ		kiˊnaˋnɪˊ	NA	légende.
kiˋsɔˋnˋtɛˊ		kiˋsɔˋnˋtɛˊ	NA	exportation.
kiˋtɛˋɔˋ		kiˋtɛˋɔˋ	NA	battement.
kiˋtaˋnaˋ		kiˋtaˋnaˋ	v	être/devenir compact, dense.
kiˊtsiˊsaˊɲɔˋ		kiˊtsiˊsaˊɲɔˋ	NA	présentation.
kiˊtsiˊsɔˊ		kiˊtsiˊsɔˊ	NA	annonce, avis, information, renseignement.
kiˋtsɔˋ		kiˋtsɔˋ	NA	interdiction.
kiˊtsɔˊ		kiˊtsɔˊ	NA	connaissance, expérience, savoir. - na le kitso : être au courant.
kʊˋaˋɸaˋlaˋ		kʊˋaˋɸaˋlaˋ	v	s'affaiblir.
kʊˋaˋɸaˋlɔˋ		kʊˋaˋɸaˋlɔˋ	NA	affaiblissement.
kʊˋaˋɸaˋtsaˋ		kʊˋaˋɸaˋtsaˋ	v	affaiblir.
kʊˊaˊmaˊ		kʊˊaˊmaˊ	v	s'entasser, rester assis en groupe á attendre.
kʊˊbaˊ		kʊˊbaˊ	v	chasser, éloigner, renvoyer.
kɔˋbaˋmɛˋlɔˋ		kɔˋbaˋmɛˋlɔˋ	NA	messe.
kʊˋbaˋswɛˋ		kʊˋbaˋswɛˋ	NA	bon á rien.
kʊˋbɔˋ		kʊˋbɔˋ	NA	couverture.
kɔˊbɔˊtaˊ		kɔˊbɔˊtaˊ	v	marteler.
kɔˊbɔˊtɔˋ		kɔˊbɔˊtɔˋ	NA	placard.
koˋduˋ		koˋduˋ	NA	voix grave.
koˊduˊmɛˊlaˋ		koˊduˊmɛˊlaˋ	v	disparaitre.
koˋduˊnˋtwaˊnɪˊ		koˋduˊnˋtwaˊnɪˊ	NA	tétard.
kʊˊɛˊlaˊ		kʊˊɛˊlaˊ	v	empiler.
koˊɸiˊ		koˊɸiˊ	NA	café.
koˋkeˋleˋtsoˋ		koˋkeˋleˋtsoˋ	NA	augmentation.
kɔˋkɛˋlɔˋ		kɔˋkɛˋlɔˋ	NA	hôpital.
koˋkeˋtsoˋ		koˋkeˋtsoˋ	NA	agrandissement, augmentation, prolongement.
kʊˊkʊˊ		kʊˊkʊˊ	NA	poule.
kɔˋkɔˋ		kɔˋkɔˋ	NA	soins, traitement.
kʊˊkʊˊaˊnaˋ		kʊˊkʊˊaˊnaˋ	v	se grouper.
kʊˊkʊˊaˊnɔˋ		kʊˊkʊˊaˊnɔˋ	NA	assemblage, rassemblement. - kokoano ya mmino : bal.
kʊˊkʊˊaˊɲaˋ		kʊˊkʊˊaˊɲaˋ	v	accumuler, grouper, ramasser, rassembler.
kʊˋkʊˋbaˋdiˋ		kʊˋkʊˋbaˋdiˋ	NA	flotteur.
kʊˋkʊˋbaˋlaˋ		kʊˋkʊˋbaˋlaˋ	v	flotter, nager.
kɔˋkɔˋbɛˋlaˋ		kɔˋkɔˋbɛˋlaˋ	v	s'abaisser, se calmer.
koˋkoˋbeˋtsaˋ		koˋkoˋbeˋtsaˋ	v	abaisser, calmer.
koˋkoˋloˋhuˊtweˊ		koˋkoˋloˋhuˊtweˊ	NA	grue, héron.
kɔˊkɔˊmaˊlaˋ		kɔˊkɔˊmaˊlaˋ	v	rester assis, comme qq'un qui est malade.
koˋkoˋmʊˋxaˋ		koˋkoˋmʊˋxaˋ	v	enfler, gonfler, lever.
kʊˊkʊˊnaˊ		kʊˊkʊˊnaˊ	v	ronger.
kɔˋkɔˋrɔˋxaˋ		kɔˋkɔˋrɔˋxaˋ	v	marcher d'un pas fier.
kɔˊkɔˊtaˊ		kɔˊkɔˊtaˊ	v	cogner.
kɔˊkɔˊtɛˊlaˋ		kɔˊkɔˊtɛˊlaˋ	v	enfoncer.
kɔˊkɔˊtɛˊxɛˋlaˋ		kɔˊkɔˊtɛˊxɛˋlaˋ	v	s'accumuler.
koˊkoˊteˊtsaˋ		koˊkoˊteˊtsaˋ	v	accumuler.
kʊˊkwaˋnaˊ		kʊˊkwaˋnaˊ	n	poulet, poussin.
kɔˊlɔˊbaˊ		kɔˊlɔˊbaˊ	v	se mouiller.
kʊˋlʊˋbɛˋ		kʊˋlʊˋbɛˋ	NA	cochon, porc.
koˊloˊbeˊtsaˋ		koˊloˊbeˊtsaˋ	v	mouiller, baptiser.
koˊloˊbeˊtsoˋ		koˊloˊbeˊtsoˋ	NA	baptême.
kɔˋlɔˋxaˋnaˋ		kɔˋlɔˋxaˋnaˋ	v	se mettre en colonnes.
kɔˋlɔˋxaˋɲaˋ		kɔˋlɔˋxaˋɲaˋ	v	mettre en colonnes.
kɔˋlɔˋxaˋɲɔˋ		kɔˋlɔˋxaˋɲɔˋ	NA	rang.
koˊloˊiˊ		koˊloˊiˊ	NA	voiture, wagon.
kɔˊlɔˊmɛˊlaˋ		kɔˊlɔˊmɛˊlaˋ	v	disparaitre á l'horizon.
koˋloˊnɪˊ		koˋloˊnɪˊ	NA	colonie.
kʊˊlʊˊtaˊ		kʊˊlʊˊtaˊ	v	devoir.
koˋloˋtiˊ		koˋloˋtiˊ	NA	tétard.
koˋloˋtiˋsaˋ		koˋloˋtiˋsaˋ	v	soumettre á un interrogatoire.
kʊˋmaˋ		kʊˋmaˋ	v	lécher avec la langue de la nourriture en poudre ou en granulés.
kʊˊmaˊ		kʊˊmaˊ	v	gémir.
kɔˋmaˋ		kɔˋmaˋ	n	chant de victoire.
kɔˊmaˊnɔˊ		kɔˊmaˊnɔˊ	NA	dispute, accrochage.
kɔˊmɛˊlɛˊlɔˋ		kɔˊmɛˊlɛˊlɔˋ	NA	sécheresse, dessèchement, croûte.
koˊmiˊsɔˊ		koˊmiˊsɔˊ	NA	séchage.
koˊmoˊkiˊ		koˊmoˊkiˊ	NA	tasse.
koˋmˋpoˊnɪˊ		koˋmˋpoˊnɪˊ	NA	compagnie.
kɔˋnaˋ		kɔˋnaˋ	v	plier.
kɔˊnaˊlɔˊ		kɔˊnaˊlɔˊ	NA	usure.
kɔˋnɛˋxaˋ		kɔˋnɛˋxaˋ	v	se plier, être pliable.
koˊŋˊkoˊmeˋtsaˋ		koˊŋˊkoˊmeˋtsaˋ	v	faire envie en faisant miroiter qc qu'on retire ensuite.
kʊˊnʊˊpaˊ		kʊˊnʊˊpaˊ	v	viser avec un projectile, jeter un sort.
kʊˊnʊˊpɔˊ		kʊˊnʊˊpɔˊ	NA	bouton.
koˊnˊtiˊnɛˊnˋtɛˊ		koˊnˊtiˊnɛˊnˋtɛˊ	NA	continent.
koˊɲaˊkoˊɲaˋ		koˊɲaˊkoˊɲaˋ	v	cogner, frapper.
kɔˋɲaˊnaˊ		kɔˋɲaˊnaˊ	n	agneau.
koˊʊˊ		koˊʊˊ	NA	lá-bas.
koˊoˊteˋŋˊ		koˊoˊteˋŋˊ	NA	probablement, sûrement, vraisemblablement.
kʊˋpaˋ		kʊˋpaˋ	v	demander, mendier, prier.
kɔˊpaˊ		kɔˊpaˊ	v	copier.
kɔˋpaˋkɔˋpaˋnaˋ		kɔˋpaˋkɔˋpaˋnaˋ	v	s'entremêler.
kɔˋpaˋnaˋ		kɔˋpaˋnaˋ	v	rencontrer, s'assembler, correspondre, se rejoindre.
kɔˋpaˋnɛˋlaˋ		kɔˋpaˋnɛˋlaˋ	v	mettre en commun.
kɔˋpaˋnɛˋlɔˋ		kɔˋpaˋnɛˋlɔˋ	NA	unité.
kɔˋpaˋnɔˋ		kɔˋpaˋnɔˋ	NA	rencontre, assemblage, conférence, congrès, fédération, rassemblement, réunion, union.
kɔˋpaˋnˋtshaˋ		kɔˋpaˋnˋtshaˋ	v	rejoindre, aller trouver.
kɔˋpaˋɲaˋ		kɔˋpaˋɲaˋ	v	additionner, ajouter, assembler, fondre, mêler, réunir, unir.
kɔˋpaˋɲɔˋ		kɔˋpaˋɲɔˋ	NA	addition, fusion, liaison.
kɔˋpɛˋlaˋ		kɔˋpɛˋlaˋ	v	boutonner.
kɔˊpɛˊlɛˊlɔˋxʊˋŋwɪˋ		kɔˊpɛˊlɛˊlɔˋxʊˋŋwɪˋ	NA	refrain.
kɔˊpɛˊlɔˊ		kɔˊpɛˊlɔˊ	NA	chant.
kɔˋpɛˋlɔˋ		kɔˋpɛˋlɔˋ	NA	boutonnage.
koˊpiˊ		koˊpiˊ	NA	tasse.
kʊˋpɔˋ		kʊˋpɔˋ	NA	demande, mendicité, prière.
kʊˋpɔˋmaˋiˊtshwaˊrɛˊlɔˊ		kʊˋpɔˋmaˋiˊtshwaˊrɛˊlɔˊ	NA	excuse.
koˋpʊˋraˊsɪˊ		koˋpʊˋraˊsɪˊ	NA	coopérative.
koˊpʊˊrɪˋ		koˊpʊˊrɪˋ	NA	cuivre.
kɔˊraˊ		kɔˊraˊ	v	marquer (un but).
kʊˋraˊnˋtaˊ		kʊˋraˊnˋtaˊ	n	journal.
kɔˋrɔˋbɛˋlaˋ		kɔˋrɔˋbɛˋlaˋ	v	perdre sa vivacité.
kʊˊrʊˊlaˊlaˋ		kʊˊrʊˊlaˊlaˋ	v	courber le dos.
koˋroˋŋˋ		koˋroˋŋˋ	NA	blé.
kɔˋrɔˋtaˋ		kɔˋrɔˋtaˋ	v	parler á voix basse.
kɔˋtaˊ		kɔˋtaˊ	n	bûche, perche.
kʊˊtaˊmaˊ		kʊˊtaˊmaˊ	v	s'accroupir, atterrir, se poser.
kɔˋtɛˋlaˋ		kɔˋtɛˋlaˋ	v	tenir le veau á l'écart pendant qu'on trait sa mère.
kɔˋtɛˋlɔˋ		kɔˋtɛˋlɔˋ	NA	bâton utilisé pour tenir le veau á l'écart pendant qu'on trait sa mère.
kɔˋthaˋɔˋ		kɔˋthaˋɔˋ	NA	correction, punition.
kɔˊtɔˊmɛˊlaˋ		kɔˊtɔˊmɛˊlaˋ	v	disparaitre á l'horizon.
